BALANCING_AREA,timepoints,NREL35VarGenSpinningReserveRequirement,CommittedSpinningReserveUp
Central_China,2025.01.22.00,30983.5,30983.5
Central_China,2025.01.22.04,27215.4,27215.4
Central_China,2025.01.22.08,27713.9,27713.9
Central_China,2025.01.22.12,35375.6,35375.6
Central_China,2025.01.22.16,38584,38584
Central_China,2025.01.22.20,37431.6,37431.6
Central_China,2025.02.08.00,29391.9,29391.9
Central_China,2025.02.08.04,26612.5,26612.5
Central_China,2025.02.08.08,28179.5,28179.5
Central_China,2025.02.08.12,33483,33483
Central_China,2025.02.08.16,36958.3,36958.3
Central_China,2025.02.08.20,31902,31902
Central_China,2025.03.21.00,29692.1,29692.1
Central_China,2025.03.21.04,25031.6,25031.6
Central_China,2025.03.21.08,25386.7,25386.7
Central_China,2025.03.21.12,31463.7,31463.7
Central_China,2025.03.21.16,34102.1,34102.1
Central_China,2025.03.21.20,36213.8,36213.8
Central_China,2025.04.11.00,27502.1,27502.1
Central_China,2025.04.11.04,24058.6,24058.6
Central_China,2025.04.11.08,25526.2,25526.2
Central_China,2025.04.11.12,31061.7,31061.7
Central_China,2025.04.11.16,34839.9,34839.9
Central_China,2025.04.11.20,28636.3,28636.3
Central_China,2025.05.22.00,24210.9,24210.9
Central_China,2025.05.22.04,18762.3,18762.3
Central_China,2025.05.22.08,23135.3,23135.3
Central_China,2025.05.22.12,29104.9,29104.9
Central_China,2025.05.22.16,29862.6,29862.6
Central_China,2025.05.22.20,25747.7,25747.7
Central_China,2025.06.16.00,23095.6,23095.6
Central_China,2025.06.16.04,19875.5,19875.5
Central_China,2025.06.16.08,23831.5,23831.5
Central_China,2025.06.16.12,30040,30040
Central_China,2025.06.16.16,31368.8,31368.8
Central_China,2025.06.16.20,26845.3,26845.3
Central_China,2025.07.22.00,24867.7,24867.7
Central_China,2025.07.22.04,20529.8,20529.8
Central_China,2025.07.22.08,21788,21788
Central_China,2025.07.22.12,28987.5,28987.5
Central_China,2025.07.22.16,28979.2,28979.2
Central_China,2025.07.22.20,26583.7,26583.7
Central_China,2025.08.19.00,27318.2,27318.2
Central_China,2025.08.19.04,20885.3,20885.3
Central_China,2025.08.19.08,22628.8,22628.8
Central_China,2025.08.19.12,31298.9,31298.9
Central_China,2025.08.19.16,31706.1,31706.1
Central_China,2025.08.19.20,29590.7,29590.7
Central_China,2025.09.20.00,23239.9,23239.9
Central_China,2025.09.20.04,20393.3,20393.3
Central_China,2025.09.20.08,24585.3,24585.3
Central_China,2025.09.20.12,30766.7,30766.7
Central_China,2025.09.20.16,31772,31772
Central_China,2025.09.20.20,27065.4,27065.4
Central_China,2025.10.26.00,23765.9,23765.9
Central_China,2025.10.26.04,20539.1,20539.1
Central_China,2025.10.26.08,25442.1,25442.1
Central_China,2025.10.26.12,33652.1,33652.1
Central_China,2025.10.26.16,33819.8,33819.8
Central_China,2025.10.26.20,27088.3,27088.3
Central_China,2025.11.19.00,31560.3,31560.3
Central_China,2025.11.19.04,29512,29512
Central_China,2025.11.19.08,31033.7,31033.7
Central_China,2025.11.19.12,36501.4,36501.4
Central_China,2025.11.19.16,36878.6,36878.6
Central_China,2025.11.19.20,33460.8,33460.8
Central_China,2025.12.16.00,36429.9,36429.9
Central_China,2025.12.16.04,33812.9,33812.9
Central_China,2025.12.16.08,35456.4,35456.4
Central_China,2025.12.16.12,41629.8,41629.8
Central_China,2025.12.16.16,38060.9,38060.9
Central_China,2025.12.16.20,33918.4,33918.4
East_China,2025.01.22.00,24566.7,24566.7
East_China,2025.01.22.04,21819.1,21819.1
East_China,2025.01.22.08,25238.3,25238.3
East_China,2025.01.22.12,29712.5,29712.5
East_China,2025.01.22.16,30593.9,30593.9
East_China,2025.01.22.20,28136.8,28136.8
East_China,2025.02.08.00,20766.6,20766.6
East_China,2025.02.08.04,19456.2,19456.2
East_China,2025.02.08.08,22365.5,22365.5
East_China,2025.02.08.12,26169.2,26169.2
East_China,2025.02.08.16,25772.5,25772.5
East_China,2025.02.08.20,23681.2,23681.2
East_China,2025.03.21.00,22906.7,22906.7
East_China,2025.03.21.04,20597.2,20597.2
East_China,2025.03.21.08,24731.5,24731.5
East_China,2025.03.21.12,31047.9,31047.9
East_China,2025.03.21.16,29298.1,29298.1
East_China,2025.03.21.20,26213.8,26213.8
East_China,2025.04.11.00,22814.5,22814.5
East_China,2025.04.11.04,19892.5,19892.5
East_China,2025.04.11.08,23080.5,23080.5
East_China,2025.04.11.12,27643.3,27643.3
East_China,2025.04.11.16,28287.6,28287.6
East_China,2025.04.11.20,26069.3,26069.3
East_China,2025.05.22.00,22150.1,22150.1
East_China,2025.05.22.04,18973.1,18973.1
East_China,2025.05.22.08,27754.7,27754.7
East_China,2025.05.22.12,33916.3,33916.3
East_China,2025.05.22.16,28154.9,28154.9
East_China,2025.05.22.20,24018.2,24018.2
East_China,2025.06.16.00,23607.7,23607.7
East_China,2025.06.16.04,20188.8,20188.8
East_China,2025.06.16.08,30611.6,30611.6
East_China,2025.06.16.12,36321.6,36321.6
East_China,2025.06.16.16,30853.6,30853.6
East_China,2025.06.16.20,26547.9,26547.9
East_China,2025.07.22.00,28735.9,28735.9
East_China,2025.07.22.04,24511,24511
East_China,2025.07.22.08,31488.5,31488.5
East_China,2025.07.22.12,39194.3,39194.3
East_China,2025.07.22.16,37977.9,37977.9
East_China,2025.07.22.20,30244.4,30244.4
East_China,2025.08.19.00,30338.7,30338.7
East_China,2025.08.19.04,25185.8,25185.8
East_China,2025.08.19.08,30082.5,30082.5
East_China,2025.08.19.12,36601.6,36601.6
East_China,2025.08.19.16,33369.5,33369.5
East_China,2025.08.19.20,33055.5,33055.5
East_China,2025.09.20.00,26793.8,26793.8
East_China,2025.09.20.04,22946.1,22946.1
East_China,2025.09.20.08,31099.1,31099.1
East_China,2025.09.20.12,37980.5,37980.5
East_China,2025.09.20.16,33907.9,33907.9
East_China,2025.09.20.20,29501.8,29501.8
East_China,2025.10.26.00,23965.6,23965.6
East_China,2025.10.26.04,19845.3,19845.3
East_China,2025.10.26.08,26786.9,26786.9
East_China,2025.10.26.12,33614.5,33614.5
East_China,2025.10.26.16,25915.3,25915.3
East_China,2025.10.26.20,26524.1,26524.1
East_China,2025.11.19.00,24655.6,24655.6
East_China,2025.11.19.04,22040.4,22040.4
East_China,2025.11.19.08,25763.4,25763.4
East_China,2025.11.19.12,30499.3,30499.3
East_China,2025.11.19.16,29804.2,29804.2
East_China,2025.11.19.20,28779.4,28779.4
East_China,2025.12.16.00,29473.5,29473.5
East_China,2025.12.16.04,24851.1,24851.1
East_China,2025.12.16.08,31681.9,31681.9
East_China,2025.12.16.12,38705.1,38705.1
East_China,2025.12.16.16,31005,31005
East_China,2025.12.16.20,31400.1,31400.1
North_China,2025.01.22.00,31966.4,31966.4
North_China,2025.01.22.04,29800.5,29800.5
North_China,2025.01.22.08,33713.5,33713.5
North_China,2025.01.22.12,42357.9,42357.9
North_China,2025.01.22.16,36008.1,36008.1
North_China,2025.01.22.20,30683.9,30683.9
North_China,2025.02.08.00,29648.8,29648.8
North_China,2025.02.08.04,27573,27573
North_China,2025.02.08.08,32127.5,32127.5
North_China,2025.02.08.12,38097.6,38097.6
North_China,2025.02.08.16,33378.2,33378.2
North_China,2025.02.08.20,29309.2,29309.2
North_China,2025.03.21.00,33052.6,33052.6
North_China,2025.03.21.04,29344.1,29344.1
North_China,2025.03.21.08,36172.7,36172.7
North_China,2025.03.21.12,42816.6,42816.6
North_China,2025.03.21.16,39176.8,39176.8
North_China,2025.03.21.20,30436,30436
North_China,2025.04.11.00,28819.7,28819.7
North_China,2025.04.11.04,25487.6,25487.6
North_China,2025.04.11.08,35271.1,35271.1
North_China,2025.04.11.12,45177,45177
North_China,2025.04.11.16,36502,36502
North_China,2025.04.11.20,31391.1,31391.1
North_China,2025.05.22.00,28735.2,28735.2
North_China,2025.05.22.04,24584,24584
North_China,2025.05.22.08,39905.5,39905.5
North_China,2025.05.22.12,48913.4,48913.4
North_China,2025.05.22.16,43869.3,43869.3
North_China,2025.05.22.20,28054.1,28054.1
North_China,2025.06.16.00,30445.3,30445.3
North_China,2025.06.16.04,25704.4,25704.4
North_China,2025.06.16.08,39422.7,39422.7
North_China,2025.06.16.12,45951.1,45951.1
North_China,2025.06.16.16,39323.3,39323.3
North_China,2025.06.16.20,30085.2,30085.2
North_China,2025.07.22.00,30606.1,30606.1
North_China,2025.07.22.04,26385.4,26385.4
North_China,2025.07.22.08,33782.9,33782.9
North_China,2025.07.22.12,42268.9,42268.9
North_China,2025.07.22.16,39116.9,39116.9
North_China,2025.07.22.20,29276.1,29276.1
North_China,2025.08.19.00,30179.1,30179.1
North_China,2025.08.19.04,27134.8,27134.8
North_China,2025.08.19.08,41295.8,41295.8
North_China,2025.08.19.12,49833.4,49833.4
North_China,2025.08.19.16,45374,45374
North_China,2025.08.19.20,28654.2,28654.2
North_China,2025.09.20.00,27069.6,27069.6
North_China,2025.09.20.04,24944.7,24944.7
