ZONE_TIMEPOINTS_1,ZONE_TIMEPOINTS_2,WithdrawFromCentralGrid
Chongqing,2025.01.22.00,17506.167096824185
Chongqing,2025.01.22.04,14119.180082127983
Chongqing,2025.01.22.08,14637.650958239494
Chongqing,2025.01.22.12,18290.18266299979
Chongqing,2025.01.22.16,19514.118162377403
Chongqing,2025.01.22.20,18432.31112345336
Chongqing,2025.02.08.00,15385.573942384372
Chongqing,2025.02.08.04,12408.866427353432
Chongqing,2025.02.08.08,12857.983642685958
Chongqing,2025.02.08.12,16190.95452351753
Chongqing,2025.02.08.16,17388.113820987848
Chongqing,2025.02.08.20,15763.032247346675
Chongqing,2025.03.21.00,15881.88277923548
Chongqing,2025.03.21.04,12809.152441138966
Chongqing,2025.03.21.08,13273.547545868321
Chongqing,2025.03.21.12,16544.764672741603
Chongqing,2025.03.21.16,17735.228004908975
Chongqing,2025.03.21.20,16978.26803611492
Chongqing,2025.04.11.00,17052.299767780627
Chongqing,2025.04.11.04,13236.12418917698
Chongqing,2025.04.11.08,13699.483922884794
Chongqing,2025.04.11.12,17164.34536060106
Chongqing,2025.04.11.16,18365.177270472122
Chongqing,2025.04.11.20,16813.90106383643
Chongqing,2025.05.22.00,17072.085125956735
Chongqing,2025.05.22.04,13100.270114391975
Chongqing,2025.05.22.08,13545.440487581416
Chongqing,2025.05.22.12,16909.162002394933
Chongqing,2025.05.22.16,18160.727160091024
Chongqing,2025.05.22.20,16641.32509371806
Chongqing,2025.06.16.00,17157.247559850475
Chongqing,2025.06.16.04,13837.76738056642
Chongqing,2025.06.16.08,14287.388416532842
Chongqing,2025.06.16.12,17807.6081143943
Chongqing,2025.06.16.16,19094.23562771827
Chongqing,2025.06.16.20,18333.144137257877
Chongqing,2025.07.22.00,18455.821483299365
Chongqing,2025.07.22.04,15796.1900506811
Chongqing,2025.07.22.08,16229.722046660507
Chongqing,2025.07.22.12,20555.33179263104
Chongqing,2025.07.22.16,22511.14296595034
Chongqing,2025.07.22.20,20238.8345324849
Chongqing,2025.08.19.00,23931.56781710826
Chongqing,2025.08.19.04,18707.36174681246
Chongqing,2025.08.19.08,19295.492709332317
Chongqing,2025.08.19.12,24436.461078835167
Chongqing,2025.08.19.16,23978.716594409925
Chongqing,2025.08.19.20,25067.389168800742
Chongqing,2025.09.20.00,17976.07854143423
Chongqing,2025.09.20.04,14816.095478922283
Chongqing,2025.09.20.08,15212.272035136748
Chongqing,2025.09.20.12,18928.87216989525
Chongqing,2025.09.20.16,21520.15658828299
Chongqing,2025.09.20.20,18799.35270803319
Chongqing,2025.10.26.00,17382.026729511694
Chongqing,2025.10.26.04,13903.928322285747
Chongqing,2025.10.26.08,14303.168952724922
Chongqing,2025.10.26.12,18031.578106980654
Chongqing,2025.10.26.16,19342.99106724638
Chongqing,2025.10.26.20,17590.721637683608
Chongqing,2025.11.19.00,18017.263911388723
Chongqing,2025.11.19.04,13988.177527878986
Chongqing,2025.11.19.08,14494.982263305703
Chongqing,2025.11.19.12,18071.99093808448
Chongqing,2025.11.19.16,19396.835939172648
Chongqing,2025.11.19.20,17769.237403306866
Chongqing,2025.12.16.00,19310.9269293208
Chongqing,2025.12.16.04,15650.631843604437
Chongqing,2025.12.16.08,16141.897015478247
Chongqing,2025.12.16.12,20219.22201504427
Chongqing,2025.12.16.16,21596.112575724186
Chongqing,2025.12.16.20,19784.686944597994
Henan,2025.01.22.00,67025.65732417186
Henan,2025.01.22.04,58161.91064392925
Henan,2025.01.22.08,58872.33009670824
Henan,2025.01.22.12,53324.24389000917
Henan,2025.01.22.16,67086.40270719357
Henan,2025.01.22.20,69291.33739116706
Henan,2025.02.08.00,61734.284158242575
Henan,2025.02.08.04,53593.361977022076
Henan,2025.02.08.08,53964.37630841954
Henan,2025.02.08.12,63134.23459417434
Henan,2025.02.08.16,64240.17512605286
Henan,2025.02.08.20,63999.28452100071
Henan,2025.03.21.00,57409.97953414666
Henan,2025.03.21.04,49511.24903952524
Henan,2025.03.21.08,49847.12927020909
Henan,2025.03.21.12,58436.10898168543
Henan,2025.03.21.16,59421.190404706125
Henan,2025.03.21.20,58985.35010066642
Henan,2025.04.11.00,54592.460416113405
Henan,2025.04.11.04,47397.36092925618
Henan,2025.04.11.08,45713.69703613496
Henan,2025.04.11.12,53670.672525000526
Henan,2025.04.11.16,56582.77377165364
Henan,2025.04.11.20,56268.577321634206
Henan,2025.05.22.00,55566.68778030083
Henan,2025.05.22.04,48590.96290776135
Henan,2025.05.22.08,37862.328857409186
Henan,2025.05.22.12,41378.895240851525
Henan,2025.05.22.16,53398.21431818469
Henan,2025.05.22.20,57888.96590223823
Henan,2025.06.16.00,63281.83782597736
Henan,2025.06.16.04,56296.8037658963
Henan,2025.06.16.08,47495.12442722977
Henan,2025.06.16.12,56615.42062123231
Henan,2025.06.16.16,65486.57164652894
Henan,2025.06.16.20,67988.48754201495
Henan,2025.07.22.00,73937.84205058948
Henan,2025.07.22.04,64972.01085567276
Henan,2025.07.22.08,62360.07362927085
Henan,2025.07.22.12,69349.4263145283
Henan,2025.07.22.16,75794.67318772039
Henan,2025.07.22.20,77404.56727332251
Henan,2025.08.19.00,65956.36209626643
Henan,2025.08.19.04,59266.2520913055
Henan,2025.08.19.08,59262.77298967255
Henan,2025.08.19.12,63687.64345023506
Henan,2025.08.19.16,68445.46882221842
