ZONE_TIMEPOINTS_1,ZONE_TIMEPOINTS_2,WithdrawFromCentralGrid
Henan,2025.08.19.20,70606.99733042977
Henan,2025.09.20.00,53126.96406642503
Henan,2025.09.20.04,47738.16946249535
Henan,2025.09.20.08,45741.48343445544
Henan,2025.09.20.12,51504.7826079887
Henan,2025.09.20.16,55795.96998853242
Henan,2025.09.20.20,57595.274522067855
Henan,2025.10.26.00,49364.85772989588
Henan,2025.10.26.04,44357.66248108237
Henan,2025.10.26.08,35964.653261202
Henan,2025.10.26.12,33488.62328845976
Henan,2025.10.26.16,50888.06889378849
Henan,2025.10.26.20,54028.38967323244
Henan,2025.11.19.00,52491.977030352275
Henan,2025.11.19.04,47167.591488918275
Henan,2025.11.19.08,43708.48549053834
Henan,2025.11.19.12,41290.56546250844
Henan,2025.11.19.16,56896.26808172756
Henan,2025.11.19.20,57254.3050278255
Henan,2025.12.16.00,60306.85307397545
Henan,2025.12.16.04,53744.55407798416
Henan,2025.12.16.08,49890.78491949176
Henan,2025.12.16.12,44114.8489849623
Henan,2025.12.16.16,63515.843536808236
Henan,2025.12.16.20,64028.70862262725
Hubei,2025.01.22.00,36295.08378552352
Hubei,2025.01.22.04,32669.030639764103
Hubei,2025.01.22.08,32515.36916841711
Hubei,2025.01.22.12,35721.960855617326
Hubei,2025.01.22.16,39516.24955965379
Hubei,2025.01.22.20,37751.6376182944
Hubei,2025.02.08.00,31945.32603372124
Hubei,2025.02.08.04,28802.92526077582
Hubei,2025.02.08.08,28762.8373530962
Hubei,2025.02.08.12,33650.14486103909
Hubei,2025.02.08.16,35380.961243752
Hubei,2025.02.08.20,33395.158033026826
Hubei,2025.03.21.00,30832.173831649736
Hubei,2025.03.21.04,27815.36461478395
Hubei,2025.03.21.08,27577.12747899916
Hubei,2025.03.21.12,32495.80104518539
Hubei,2025.03.21.16,34753.317915226515
Hubei,2025.03.21.20,32250.1443394
Hubei,2025.04.11.00,30893.57984746794
Hubei,2025.04.11.04,27220.87682931943
Hubei,2025.04.11.08,27021.62460744055
Hubei,2025.04.11.12,31138.7731970698
Hubei,2025.04.11.16,33108.14322757726
Hubei,2025.04.11.20,31881.67411739098
Hubei,2025.05.22.00,31102.43838483204
Hubei,2025.05.22.04,27596.817013015632
Hubei,2025.05.22.08,25385.025721793176
Hubei,2025.05.22.12,29157.415363620024
Hubei,2025.05.22.16,33181.01012730584
Hubei,2025.05.22.20,32227.17387014863
Hubei,2025.06.16.00,34108.84762826093
Hubei,2025.06.16.04,30771.428526271386
Hubei,2025.06.16.08,29031.200049534393
Hubei,2025.06.16.12,32659.10538189575
Hubei,2025.06.16.16,37670.70135044808
Hubei,2025.06.16.20,35677.51223991974
Hubei,2025.07.22.00,39675.83138896223
Hubei,2025.07.22.04,35614.18641701437
Hubei,2025.07.22.08,35076.61739111775
Hubei,2025.07.22.12,40054.509699975046
Hubei,2025.07.22.16,43034.01367126665
Hubei,2025.07.22.20,41166.343035248785
Hubei,2025.08.19.00,43641.44233153823
Hubei,2025.08.19.04,39105.12842757687
Hubei,2025.08.19.08,38845.14194450464
Hubei,2025.08.19.12,45885.64257113098
Hubei,2025.08.19.16,47870.92479366305
Hubei,2025.08.19.20,45339.906690629155
Hubei,2025.09.20.00,35608.1363775
Hubei,2025.09.20.04,32124.017657697466
Hubei,2025.09.20.08,30378.927949275992
Hubei,2025.09.20.12,34261.921201681944
Hubei,2025.09.20.16,38885.84981535229
Hubei,2025.09.20.20,37245.753221999475
Hubei,2025.10.26.00,30289.798775841165
Hubei,2025.10.26.04,26670.02535770264
Hubei,2025.10.26.08,24993.458785008097
Hubei,2025.10.26.12,28279.401059193206
Hubei,2025.10.26.16,32167.20099975995
Hubei,2025.10.26.20,30922.181195156496
Hubei,2025.11.19.00,32135.05054199367
Hubei,2025.11.19.04,28513.08778919747
Hubei,2025.11.19.08,28012.723202581838
Hubei,2025.11.19.12,30303.802117111052
Hubei,2025.11.19.16,34612.94490424439
Hubei,2025.11.19.20,32933.08648106315
Hubei,2025.12.16.00,36244.55081333217
Hubei,2025.12.16.04,32341.79200822017
Hubei,2025.12.16.08,31335.4353611458
Hubei,2025.12.16.12,34442.74275410148
Hubei,2025.12.16.16,39199.29200050834
Hubei,2025.12.16.20,37372.22525944625
Hunan,2025.01.22.00,35203.71591572765
Hunan,2025.01.22.04,26997.943003176566
Hunan,2025.01.22.08,28555.99200376325
Hunan,2025.01.22.12,32169.12412259207
Hunan,2025.01.22.16,34846.970168661486
Hunan,2025.01.22.20,36373.451166817635
Hunan,2025.02.08.00,33213.724243310804
Hunan,2025.02.08.04,25165.370724223445
Hunan,2025.02.08.08,26429.64593198754
Hunan,2025.02.08.12,31130.938501307075
Hunan,2025.02.08.16,31921.169987461148
Hunan,2025.02.08.20,34238.90725753821
Hunan,2025.03.21.00,29911.98136124778
Hunan,2025.03.21.04,22987.519483391447
Hunan,2025.03.21.08,23421.19621816568
Hunan,2025.03.21.12,28661.07951754752
Hunan,2025.03.21.16,29245.717554637806
Hunan,2025.03.21.20,31039.075286598956
Hunan,2025.04.11.00,29219.007219562736
Hunan,2025.04.11.04,21793.142476967794
Hunan,2025.04.11.08,22820.543192853856
Hunan,2025.04.11.12,27964.06360334858
Hunan,2025.04.11.16,27822.13598116938
Hunan,2025.04.11.20,29902.367827020054
Hunan,2025.05.22.00,27028.75752656744
Hunan,2025.05.22.04,20362.30270153601
Hunan,2025.05.22.08,20634.7652978452
Hunan,2025.05.22.12,25851.5795626151
Hunan,2025.05.22.16,25933.406741037365
Hunan,2025.05.22.20,27439.61986430581
Hunan,2025.06.16.00,31506.42129289772
Hunan,2025.06.16.04,24239.775694655757
Hunan,2025.06.16.08,23581.91802535787
Hunan,2025.06.16.12,27672.711556304122
Hunan,2025.06.16.16,31680.31682065215
Hunan,2025.06.16.20,31901.832346257142
Hunan,2025.07.22.00,35052.238699346235
Hunan,2025.07.22.04,26518.348010045407
Hunan,2025.07.22.08,27865.28404666864
Hunan,2025.07.22.12,34271.49840356938
Hunan,2025.07.22.16,34088.05776140248
Hunan,2025.07.22.20,35898.72880316573
Hunan,2025.08.19.00,39742.712259531065
Hunan,2025.08.19.04,30248.495776403593
Hunan,2025.08.19.08,31775.993053102007
Hunan,2025.08.19.12,39368.42651187202
Hunan,2025.08.19.16,41625.27122598966
Hunan,2025.08.19.20,38788.91953853982
Hunan,2025.09.20.00,35519.72873806948
Hunan,2025.09.20.04,27338.843380517003
Hunan,2025.09.20.08,26882.105413574234
Hunan,2025.09.20.12,31698.824828520133
Hunan,2025.09.20.16,34619.67755796077
Hunan,2025.09.20.20,36706.69564057856
Hunan,2025.10.26.00,28942.88390545661
Hunan,2025.10.26.04,21940.776475535273
Hunan,2025.10.26.08,21579.108588993557
Hunan,2025.10.26.12,25411.433330300744
Hunan,2025.10.26.16,27884.99284541204
Hunan,2025.10.26.20,29566.723117762936
Hunan,2025.11.19.00,31691.25388581785
Hunan,2025.11.19.04,24303.222993830623
Hunan,2025.11.19.08,25426.37759538828
Hunan,2025.11.19.12,29835.018476458186
Hunan,2025.11.19.16,31329.084856351954
Hunan,2025.11.19.20,33094.85632627205
Hunan,2025.12.16.00,37419.20798133381
Hunan,2025.12.16.04,28354.32900039557
Hunan,2025.12.16.08,29285.56986181151
Hunan,2025.12.16.12,34451.00686863495
Hunan,2025.12.16.16,36557.50004043415
Hunan,2025.12.16.20,38075.13317908132
Jiangxi,2025.01.22.00,16386.32430707054
Jiangxi,2025.01.22.04,14634.516320484056
Jiangxi,2025.01.22.08,14074.88425494224
Jiangxi,2025.01.22.12,16211.92470001637
Jiangxi,2025.01.22.16,17291.55219768374
Jiangxi,2025.01.22.20,18277.78550339493
Jiangxi,2025.02.08.00,14335.872650203695
Jiangxi,2025.02.08.04,12780.633895580464
Jiangxi,2025.02.08.08,12053.676281600741
Jiangxi,2025.02.08.12,12248.691081620173
Jiangxi,2025.02.08.16,14792.321624817634
Jiangxi,2025.02.08.20,16033.23338217508
Jiangxi,2025.03.21.00,15051.673736845407
Jiangxi,2025.03.21.04,13401.683336877088
Jiangxi,2025.03.21.08,11639.732732373706
Jiangxi,2025.03.21.12,13123.749707008024
Jiangxi,2025.03.21.16,14848.357942190074
Jiangxi,2025.03.21.20,16794.829938835905
Jiangxi,2025.04.11.00,14541.697924468217
Jiangxi,2025.04.11.04,13151.38033884847
Jiangxi,2025.04.11.08,12338.575080311299
Jiangxi,2025.04.11.12,14521.857101163834
Jiangxi,2025.04.11.16,15493.713068810772
Jiangxi,2025.04.11.20,16417.184554717744
Jiangxi,2025.05.22.00,14446.220361152587
Jiangxi,2025.05.22.04,13000.781269669695
Jiangxi,2025.05.22.08,10411.488436423759
Jiangxi,2025.05.22.12,12950.124060351634
Jiangxi,2025.05.22.16,15085.361800899878
Jiangxi,2025.05.22.20,16309.392862382683
Jiangxi,2025.06.16.00,15699.876027764309
Jiangxi,2025.06.16.04,14129.010654266316
Jiangxi,2025.06.16.08,10415.216909478035
Jiangxi,2025.06.16.12,10276.533046005386
Jiangxi,2025.06.16.16,15333.718807638865
Jiangxi,2025.06.16.20,17724.750283591766
Jiangxi,2025.07.22.00,17436.140594168744
Jiangxi,2025.07.22.04,15692.955349385957
Jiangxi,2025.07.22.08,14350.358692998734
Jiangxi,2025.07.22.12,14353.389553591132
Jiangxi,2025.07.22.16,18268.019583980364
Jiangxi,2025.07.22.20,19683.768014134424
Jiangxi,2025.08.19.00,20399.505141873495
Jiangxi,2025.08.19.04,18044.18940396019
Jiangxi,2025.08.19.08,16255.207875051323
Jiangxi,2025.08.19.12,17709.291629079726
Jiangxi,2025.08.19.16,20715.566024962412
Jiangxi,2025.08.19.20,22636.33418103823
Jiangxi,2025.09.20.00,17244.13826044034
Jiangxi,2025.09.20.04,15518.750116396412
Jiangxi,2025.09.20.08,11633.425607719537
Jiangxi,2025.09.20.12,11518.403769419006
Jiangxi,2025.09.20.16,17370.32088507793
Jiangxi,2025.09.20.20,19468.184790261457
Jiangxi,2025.10.26.00,16438.80228348015
Jiangxi,2025.10.26.04,14793.993239744455
Jiangxi,2025.10.26.08,11759.68830748923
Jiangxi,2025.10.26.12,10663.20770776716
Jiangxi,2025.10.26.16,17230.46134292756
Jiangxi,2025.10.26.20,18734.530234581838
Jiangxi,2025.11.19.00,15828.574485181733
Jiangxi,2025.11.19.04,14309.496533159874
Jiangxi,2025.11.19.08,13880.6336746698
Jiangxi,2025.11.19.12,15961.168777157338
Jiangxi,2025.11.19.16,18138.6063426433
Jiangxi,2025.11.19.20,17870.0500071301
Jiangxi,2025.12.16.00,17938.79045842545
Jiangxi,2025.12.16.04,15979.424680299897
Jiangxi,2025.12.16.08,13339.69175334963
Jiangxi,2025.12.16.12,12168.165153153539
Jiangxi,2025.12.16.16,18785.917990713835
Jiangxi,2025.12.16.20,19964.965481066
Sichuan,2025.01.22.00,36949.72048029357
Sichuan,2025.01.22.04,30946.095700065576
Sichuan,2025.01.22.08,32079.87696911922
Sichuan,2025.01.22.12,45414.60613663834
Sichuan,2025.01.22.16,47991.14262343236
Sichuan,2025.01.22.20,42750.74109468827
Sichuan,2025.02.08.00,32030.931906826718
Sichuan,2025.02.08.04,26854.99567446241
Sichuan,2025.02.08.08,27828.458280934006
Sichuan,2025.02.08.12,39330.804338778566
Sichuan,2025.02.08.16,41762.46742005792
Sichuan,2025.02.08.20,36551.907965364415
Sichuan,2025.03.21.00,31079.069891167797
Sichuan,2025.03.21.04,25849.36956090053
Sichuan,2025.03.21.08,26698.380059964627
Sichuan,2025.03.21.12,37781.860207892925
Sichuan,2025.03.21.16,38736.946110518904
Sichuan,2025.03.21.20,37021.4130601363
Sichuan,2025.04.11.00,32974.12242505702
Sichuan,2025.04.11.04,27639.47475821394
Sichuan,2025.04.11.08,28606.629680972444
Sichuan,2025.04.11.12,40529.51285097656
Sichuan,2025.04.11.16,43779.47830743088
Sichuan,2025.04.11.20,37629.95734248997
Sichuan,2025.05.22.00,32713.25406832897
Sichuan,2025.05.22.04,27030.306102238228
Sichuan,2025.05.22.08,27950.7452253509
Sichuan,2025.05.22.12,40199.23033858321
Sichuan,2025.05.22.16,41238.10089485196
Sichuan,2025.05.22.20,37145.674448934325
Sichuan,2025.06.16.00,37992.63806571252
Sichuan,2025.06.16.04,30100.738104323336
Sichuan,2025.06.16.08,31129.933657673286
Sichuan,2025.06.16.12,44238.35420425312
Sichuan,2025.06.16.16,45216.120586191246
Sichuan,2025.06.16.20,41365.133419752165
Sichuan,2025.07.22.00,35760.46811195332
Sichuan,2025.07.22.04,29410.58147486695
Sichuan,2025.07.22.08,30214.92578651119
Sichuan,2025.07.22.12,43379.08877154794
Sichuan,2025.07.22.16,44818.66391715682
Sichuan,2025.07.22.20,39829.84725955238
Sichuan,2025.08.19.00,40387.016080161564
Sichuan,2025.08.19.04,33591.06008557909
Sichuan,2025.08.19.08,34770.47949081395
Sichuan,2025.08.19.12,49482.16722980874
Sichuan,2025.08.19.16,50496.37647431922
Sichuan,2025.08.19.20,46679.419506846694
Sichuan,2025.09.20.00,39613.98256288796
Sichuan,2025.09.20.04,32948.105546046885
Sichuan,2025.09.20.08,34050.73484129388
Sichuan,2025.09.20.12,48204.142561191984
Sichuan,2025.09.20.16,50439.30791066961
Sichuan,2025.09.20.20,45278.05189084562
Sichuan,2025.10.26.00,35479.24766385058
Sichuan,2025.10.26.04,27948.81258728437
Sichuan,2025.10.26.08,28876.627368979516
Sichuan,2025.10.26.12,40996.33536601205
Sichuan,2025.10.26.16,41979.02185053221
Sichuan,2025.10.26.20,38407.907393826295
Sichuan,2025.11.19.00,36284.290863045426
Sichuan,2025.11.19.04,29829.560379488703
Sichuan,2025.11.19.08,30886.25347636674
Sichuan,2025.11.19.12,44157.72393975211
Sichuan,2025.11.19.16,45208.11164785804
Sichuan,2025.11.19.20,41483.12680109074
Sichuan,2025.12.16.00,37334.12855425738
Sichuan,2025.12.16.04,30329.085383861984
Sichuan,2025.12.16.08,31263.933097612568
Sichuan,2025.12.16.12,44829.493885850265
Sichuan,2025.12.16.16,45290.184271168226
Sichuan,2025.12.16.20,41473.32419130211
Anhui,2025.01.22.00,29227.207996533227
Anhui,2025.01.22.04,24166.91555815301
Anhui,2025.01.22.08,24784.514446506546
Anhui,2025.01.22.12,26932.629517997568
Anhui,2025.01.22.16,29219.373632039707
Anhui,2025.01.22.20,32183.77811711817
Anhui,2025.02.08.00,25136.75572893432
Anhui,2025.02.08.04,21557.150462186168
Anhui,2025.02.08.08,21954.108825400315
Anhui,2025.02.08.12,24727.880108886486
Anhui,2025.02.08.16,25924.700462412562
Anhui,2025.02.08.20,28708.278706186484
Anhui,2025.03.21.00,23772.599282477404
Anhui,2025.03.21.04,20499.905105314992
Anhui,2025.03.21.08,19735.11618693284
Anhui,2025.03.21.12,20245.773364211724
Anhui,2025.03.21.16,25296.214490211896
Anhui,2025.03.21.20,27150.29787978068
Anhui,2025.04.11.00,23046.95607129451
Anhui,2025.04.11.04,19877.597276332523
Anhui,2025.04.11.08,19515.988026926505
Anhui,2025.04.11.12,22610.156295172186
Anhui,2025.04.11.16,23518.041507892714
Anhui,2025.04.11.20,26409.573175767513
Anhui,2025.05.22.00,23534.611831088605
Anhui,2025.05.22.04,19929.115813810353
Anhui,2025.05.22.08,14542.178770947308
Anhui,2025.05.22.12,12045.273250572229
Anhui,2025.05.22.16,20842.21014618817
Anhui,2025.05.22.20,26540.162836597152
Anhui,2025.06.16.00,26456.07531382617
Anhui,2025.06.16.04,22363.01076526874
Anhui,2025.06.16.08,14742.952556410244
Anhui,2025.06.16.12,14179.782911120275
Anhui,2025.06.16.16,23011.17585227402
Anhui,2025.06.16.20,29631.44939555491
Anhui,2025.07.22.00,30583.84990881658
Anhui,2025.07.22.04,26228.549988985746
Anhui,2025.07.22.08,22600.42637414361
Anhui,2025.07.22.12,22006.414592730434
Anhui,2025.07.22.16,29003.758341266846
Anhui,2025.07.22.20,34929.30092372218
Anhui,2025.08.19.00,31630.822095510186
Anhui,2025.08.19.04,26343.08479879504
Anhui,2025.08.19.08,25536.875144354384
Anhui,2025.08.19.12,27075.851051359667
Anhui,2025.08.19.16,31473.78085456991
Anhui,2025.08.19.20,35081.84542809093
Anhui,2025.09.20.00,25915.72696271359
Anhui,2025.09.20.04,22007.95082584139
Anhui,2025.09.20.08,16322.80089472397
Anhui,2025.09.20.12,12492.741272521223
Anhui,2025.09.20.16,23903.69916075301
Anhui,2025.09.20.20,29158.605838779622
Anhui,2025.10.26.00,23856.741955239035
Anhui,2025.10.26.04,20387.257016613832
Anhui,2025.10.26.08,13614.489071410135
Anhui,2025.10.26.12,10400.712334433476
Anhui,2025.10.26.16,23645.912208746886
Anhui,2025.10.26.20,27150.29787978068
Anhui,2025.11.19.00,24979.035200937593
Anhui,2025.11.19.04,21421.890160909927
Anhui,2025.11.19.08,21326.75385312989
Anhui,2025.11.19.12,21983.347015850322
Anhui,2025.11.19.16,26929.242700051323
Anhui,2025.11.19.20,28528.14866377994
Anhui,2025.12.16.00,28119.976858775313
Anhui,2025.12.16.04,24165.02883704477
Anhui,2025.12.16.08,19732.974742547096
Anhui,2025.12.16.12,15490.424037276876
Anhui,2025.12.16.16,29018.728259929994
Anhui,2025.12.16.20,32031.24880915914
Fujian,2025.01.22.00,28521.92241269857
Fujian,2025.01.22.04,25360.884846056513
Fujian,2025.01.22.08,25987.946733378674
Fujian,2025.01.22.12,29726.456853925767
Fujian,2025.01.22.16,31185.705166456602
Fujian,2025.01.22.20,30915.27332304499
Fujian,2025.02.08.00,23391.54673147005
Fujian,2025.02.08.04,20720.92309517054
Fujian,2025.02.08.08,20400.782840488915
Fujian,2025.02.08.12,23565.948726756444
Fujian,2025.02.08.16,25286.151603920607
Fujian,2025.02.08.20,25339.78739983221
Fujian,2025.03.21.00,28636.0623881547
Fujian,2025.03.21.04,26077.87607756452
Fujian,2025.03.21.08,25745.853352332208
Fujian,2025.03.21.12,28657.901372191875
Fujian,2025.03.21.16,32049.681704428873
Fujian,2025.03.21.20,31769.286972221227
Fujian,2025.04.11.00,31145.984196474194
Fujian,2025.04.11.04,27710.368410585532
Fujian,2025.04.11.08,27643.06973464087
Fujian,2025.04.11.12,32053.023839608555
Fujian,2025.04.11.16,34157.36404673876
Fujian,2025.04.11.20,33887.23760375924
Fujian,2025.05.22.00,30460.453965988265
Fujian,2025.05.22.04,27095.825147074658
Fujian,2025.05.22.08,25554.452833315416
Fujian,2025.05.22.12,29046.901714603595
Fujian,2025.05.22.16,32474.856698836837
Fujian,2025.05.22.20,33135.7075887188
Fujian,2025.06.16.00,33166.55067904977
Fujian,2025.06.16.04,30019.56534783358
Fujian,2025.06.16.08,28546.146555560506
Fujian,2025.06.16.12,34322.366169758505
Fujian,2025.06.16.16,37045.16220708543
Fujian,2025.06.16.20,36906.76254691063
Fujian,2025.07.22.00,37241.2302572477
Fujian,2025.07.22.04,33201.003102106864
Fujian,2025.07.22.08,33410.99121086304
Fujian,2025.07.22.12,38616.00960126156
Fujian,2025.07.22.16,40621.307646217
Fujian,2025.07.22.20,40480.20244211806
Fujian,2025.08.19.00,37719.54442508036
Fujian,2025.08.19.04,34318.358957360295
Fujian,2025.08.19.08,34538.65904804287
Fujian,2025.08.19.12,40334.05306767783
Fujian,2025.08.19.16,42587.17719571514
Fujian,2025.08.19.20,42496.11954460553
Fujian,2025.09.20.00,36305.53616824492
Fujian,2025.09.20.04,32184.439412857024
Fujian,2025.09.20.08,29961.713870743086
Fujian,2025.09.20.12,33363.878145583
Fujian,2025.09.20.16,39339.52049478383
Fujian,2025.09.20.20,39358.61585696737
Fujian,2025.10.26.00,31715.20814115016
Fujian,2025.10.26.04,28771.855182174026
Fujian,2025.10.26.08,27188.956544241184
Fujian,2025.10.26.12,30663.23640836885
Fujian,2025.10.26.16,35569.2610523508
Fujian,2025.10.26.20,35912.740452497
Fujian,2025.11.19.00,31426.94496866757
Fujian,2025.11.19.04,27954.09815183749
Fujian,2025.11.19.08,27169.992286541503
Fujian,2025.11.19.12,31759.126325658188
Fujian,2025.11.19.16,34991.50211165998
Fujian,2025.11.19.20,34063.73438938437
Fujian,2025.12.16.00,31292.771869392884
Fujian,2025.12.16.04,28312.582791030414
Fujian,2025.12.16.08,26567.832806315524
Fujian,2025.12.16.12,29400.881984681524
Fujian,2025.12.16.16,34738.24331536684
Fujian,2025.12.16.20,34502.11300880665
Jiangsu,2025.01.22.00,86207.15009089926
Jiangsu,2025.01.22.04,79283.37564359473
Jiangsu,2025.01.22.08,86206.57478963232
Jiangsu,2025.01.22.12,93720.04996789577
Jiangsu,2025.01.22.16,103488.75203255023
Jiangsu,2025.01.22.20,99319.0527683925
Jiangsu,2025.02.08.00,72696.45745297933
Jiangsu,2025.02.08.04,66734.03671603021
Jiangsu,2025.02.08.08,71103.36435687338
Jiangsu,2025.02.08.12,76603.27894955596
Jiangsu,2025.02.08.16,81714.52109057551
Jiangsu,2025.02.08.20,83405.6779917313
Jiangsu,2025.03.21.00,80837.05822815618
Jiangsu,2025.03.21.04,73151.74831761225
Jiangsu,2025.03.21.08,78595.66042645143
Jiangsu,2025.03.21.12,86866.14430697633
Jiangsu,2025.03.21.16,90760.09967735302
Jiangsu,2025.03.21.20,91674.59763905371
Jiangsu,2025.04.11.00,76263.34924816874
Jiangsu,2025.04.11.04,70407.24083241425
Jiangsu,2025.04.11.08,74393.89927059482
Jiangsu,2025.04.11.12,81074.49624540412
Jiangsu,2025.04.11.16,85771.40923816833
Jiangsu,2025.04.11.20,89813.84804276607
Jiangsu,2025.05.22.00,78560.76407185607
Jiangsu,2025.05.22.04,68692.19832831911
Jiangsu,2025.05.22.08,63245.350225079725
Jiangsu,2025.05.22.12,65502.88163616072
Jiangsu,2025.05.22.16,78744.52453180173
Jiangsu,2025.05.22.20,86019.4044420668
Jiangsu,2025.06.16.00,84261.38957453454
Jiangsu,2025.06.16.04,73934.9749733624
Jiangsu,2025.06.16.08,69249.61204376863
Jiangsu,2025.06.16.12,72831.82212084075
Jiangsu,2025.06.16.16,85548.86526112196
Jiangsu,2025.06.16.20,92767.77181185239
Jiangsu,2025.07.22.00,95456.54920153684
Jiangsu,2025.07.22.04,86555.7685222903
Jiangsu,2025.07.22.08,87034.29130411457
Jiangsu,2025.07.22.12,91966.02249243611
Jiangsu,2025.07.22.16,103726.61540841486
Jiangsu,2025.07.22.20,108217.38813789499
