load_zone,timestamp,component,injects_or_withdraws,value
Henan,2025.11.19.12,EvChargePower,withdraws,-788.7697675
Henan,2025.11.19.16,ZoneTotalDistributedDispatch,injects,1425.3162414400003
Henan,2025.11.19.16,InjectIntoDistributedGrid,injects,53880.765873396
Henan,2025.11.19.16,StorageNetDisChargeforDis,injects,0.0
Henan,2025.11.19.16,EvDischargePower,injects,0.019305
Henan,2025.11.19.16,zone_demand_mw,withdraws,-55306.101419836
Henan,2025.11.19.16,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.11.19.16,EvChargePower,withdraws,-0.0
Henan,2025.11.19.20,ZoneTotalDistributedDispatch,injects,0.0
Henan,2025.11.19.20,InjectIntoDistributedGrid,injects,54219.826861350746
Henan,2025.11.19.20,StorageNetDisChargeforDis,injects,0.0
Henan,2025.11.19.20,EvDischargePower,injects,0.0
Henan,2025.11.19.20,zone_demand_mw,withdraws,-53214.9867541139
Henan,2025.11.19.20,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.11.19.20,EvChargePower,withdraws,-1004.8401072368415
Henan,2025.12.16.00,ZoneTotalDistributedDispatch,injects,0.0
Henan,2025.12.16.00,InjectIntoDistributedGrid,injects,57110.589861054745
Henan,2025.12.16.00,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.00,EvDischargePower,injects,0.0
Henan,2025.12.16.00,zone_demand_mw,withdraws,-56641.3599938179
Henan,2025.12.16.00,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.00,EvChargePower,withdraws,-469.22986723684227
Henan,2025.12.16.04,ZoneTotalDistributedDispatch,injects,0.0
Henan,2025.12.16.04,InjectIntoDistributedGrid,injects,50896.092711851
Henan,2025.12.16.04,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.04,EvDischargePower,injects,0.0
Henan,2025.12.16.04,zone_demand_mw,withdraws,-50896.092711851
Henan,2025.12.16.04,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.04,EvChargePower,withdraws,-0.0
Henan,2025.12.16.08,ZoneTotalDistributedDispatch,injects,5345.686673600001
Henan,2025.12.16.08,InjectIntoDistributedGrid,injects,47246.573318758696
Henan,2025.12.16.08,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.08,EvDischargePower,injects,0.0
Henan,2025.12.16.08,zone_demand_mw,withdraws,-52592.2599923587
Henan,2025.12.16.08,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.08,EvChargePower,withdraws,-0.0
Henan,2025.12.16.12,ZoneTotalDistributedDispatch,injects,22491.971572000002
Henan,2025.12.16.12,InjectIntoDistributedGrid,injects,41776.761988759295
Henan,2025.12.16.12,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.12,EvDischargePower,injects,0.0
Henan,2025.12.16.12,zone_demand_mw,withdraws,-63479.9637932593
Henan,2025.12.16.12,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.12,EvChargePower,withdraws,-788.7697675
Henan,2025.12.16.16,ZoneTotalDistributedDispatch,injects,2868.359796960001
Henan,2025.12.16.16,InjectIntoDistributedGrid,injects,60149.503829357396
Henan,2025.12.16.16,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.16,EvDischargePower,injects,0.019305
Henan,2025.12.16.16,zone_demand_mw,withdraws,-63017.8829313174
Henan,2025.12.16.16,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.16,EvChargePower,withdraws,-0.0
Henan,2025.12.16.20,ZoneTotalDistributedDispatch,injects,0.0
Henan,2025.12.16.20,InjectIntoDistributedGrid,injects,60635.187065628
Henan,2025.12.16.20,StorageNetDisChargeforDis,injects,0.0
Henan,2025.12.16.20,EvDischargePower,injects,0.0
Henan,2025.12.16.20,zone_demand_mw,withdraws,-60635.187065628
Henan,2025.12.16.20,StorageNetChargeforDis,withdraws,-0.0
Henan,2025.12.16.20,EvChargePower,withdraws,-0.0
Hubei,2025.01.22.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.01.22.00,InjectIntoDistributedGrid,injects,34371.44434489078
Hubei,2025.01.22.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.00,EvDischargePower,injects,0.0
Hubei,2025.01.22.00,zone_demand_mw,withdraws,-34178.9138691013
Hubei,2025.01.22.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.00,EvChargePower,withdraws,-192.53047578947357
Hubei,2025.01.22.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.01.22.04,InjectIntoDistributedGrid,injects,30937.572015856604
Hubei,2025.01.22.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.04,EvDischargePower,injects,0.0
Hubei,2025.01.22.04,zone_demand_mw,withdraws,-30834.6390558566
Hubei,2025.01.22.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.04,EvChargePower,withdraws,-102.93296000000001
Hubei,2025.01.22.08,ZoneTotalDistributedDispatch,injects,196.73757348000004
Hubei,2025.01.22.08,InjectIntoDistributedGrid,injects,30792.054602491
Hubei,2025.01.22.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.08,EvDischargePower,injects,0.0
Hubei,2025.01.22.08,zone_demand_mw,withdraws,-30988.792175971
Hubei,2025.01.22.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.08,EvChargePower,withdraws,-0.0
Hubei,2025.01.22.12,ZoneTotalDistributedDispatch,injects,3016.691174000001
Hubei,2025.01.22.12,InjectIntoDistributedGrid,injects,33828.69693026961
Hubei,2025.01.22.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.12,EvDischargePower,injects,0.0
Hubei,2025.01.22.12,zone_demand_mw,withdraws,-36472.2561242696
Hubei,2025.01.22.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.12,EvChargePower,withdraws,-373.13198
Hubei,2025.01.22.16,ZoneTotalDistributedDispatch,injects,891.2134275333336
Hubei,2025.01.22.16,InjectIntoDistributedGrid,injects,37421.88833299214
Hubei,2025.01.22.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.16,EvDischargePower,injects,0.0
Hubei,2025.01.22.16,zone_demand_mw,withdraws,-38143.2311215781
Hubei,2025.01.22.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.16,EvChargePower,withdraws,-169.87063894736843
Hubei,2025.01.22.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.01.22.20,InjectIntoDistributedGrid,injects,35750.8008245248
Hubei,2025.01.22.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.01.22.20,EvDischargePower,injects,0.0
Hubei,2025.01.22.20,zone_demand_mw,withdraws,-35750.8008245248
Hubei,2025.01.22.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.01.22.20,EvChargePower,withdraws,-0.0
Hubei,2025.02.08.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.02.08.00,InjectIntoDistributedGrid,injects,30252.223753934013
Hubei,2025.02.08.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.00,EvDischargePower,injects,0.0
Hubei,2025.02.08.00,zone_demand_mw,withdraws,-30234.7209834077
Hubei,2025.02.08.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.00,EvChargePower,withdraws,-17.502770526315736
Hubei,2025.02.08.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.02.08.04,InjectIntoDistributedGrid,injects,27276.3702219547
Hubei,2025.02.08.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.04,EvDischargePower,injects,0.0
Hubei,2025.02.08.04,zone_demand_mw,withdraws,-27276.3702219547
Hubei,2025.02.08.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.04,EvChargePower,withdraws,-0.0
Hubei,2025.02.08.08,ZoneTotalDistributedDispatch,injects,174.32734116000003
Hubei,2025.02.08.08,InjectIntoDistributedGrid,injects,27238.4069733821
Hubei,2025.02.08.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.08,EvDischargePower,injects,0.0
Hubei,2025.02.08.08,zone_demand_mw,withdraws,-27412.7343145421
Hubei,2025.02.08.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.08,EvChargePower,withdraws,-0.0
Hubei,2025.02.08.12,ZoneTotalDistributedDispatch,injects,685.5236808000002
Hubei,2025.02.08.12,InjectIntoDistributedGrid,injects,31866.687183404014
Hubei,2025.02.08.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.12,EvDischargePower,injects,0.0
Hubei,2025.02.08.12,zone_demand_mw,withdraws,-32263.4151505198
Hubei,2025.02.08.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.12,EvChargePower,withdraws,-288.79571368421045
Hubei,2025.02.08.16,ZoneTotalDistributedDispatch,injects,727.9532022000002
Hubei,2025.02.08.16,InjectIntoDistributedGrid,injects,33505.770297833136
Hubei,2025.02.08.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.16,EvDischargePower,injects,0.0
Hubei,2025.02.08.16,zone_demand_mw,withdraws,-33741.5622621384
Hubei,2025.02.08.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.16,EvChargePower,withdraws,-492.1612378947367
Hubei,2025.02.08.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.02.08.20,InjectIntoDistributedGrid,injects,31625.214657276403
Hubei,2025.02.08.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.02.08.20,EvDischargePower,injects,0.0
Hubei,2025.02.08.20,zone_demand_mw,withdraws,-31625.2146572764
Hubei,2025.02.08.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.02.08.20,EvChargePower,withdraws,-0.0
Hubei,2025.03.21.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.03.21.00,InjectIntoDistributedGrid,injects,29198.0686185723
Hubei,2025.03.21.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.00,EvDischargePower,injects,0.0
Hubei,2025.03.21.00,zone_demand_mw,withdraws,-29198.0686185723
Hubei,2025.03.21.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.00,EvChargePower,withdraws,-0.0
Hubei,2025.03.21.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.03.21.04,InjectIntoDistributedGrid,injects,26341.1502902004
Hubei,2025.03.21.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.04,EvDischargePower,injects,0.0
Hubei,2025.03.21.04,zone_demand_mw,withdraws,-26341.1502902004
Hubei,2025.03.21.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.04,EvChargePower,withdraws,-0.0
Hubei,2025.03.21.08,ZoneTotalDistributedDispatch,injects,359.8724934000001
Hubei,2025.03.21.08,InjectIntoDistributedGrid,injects,26115.5397226122
Hubei,2025.03.21.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.08,EvDischargePower,injects,0.0
Hubei,2025.03.21.08,zone_demand_mw,withdraws,-26472.8388920122
Hubei,2025.03.21.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.08,EvChargePower,withdraws,-2.573324
Hubei,2025.03.21.12,ZoneTotalDistributedDispatch,injects,756.8137089333335
Hubei,2025.03.21.12,InjectIntoDistributedGrid,injects,30773.523589790566
Hubei,2025.03.21.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.12,EvDischargePower,injects,0.0
Hubei,2025.03.21.12,zone_demand_mw,withdraws,-31157.2053187239
Hubei,2025.03.21.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.12,EvChargePower,withdraws,-373.13198
Hubei,2025.03.21.16,ZoneTotalDistributedDispatch,injects,427.7529970000001
Hubei,2025.03.21.16,InjectIntoDistributedGrid,injects,32911.392065719505
Hubei,2025.03.21.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.16,EvDischargePower,injects,0.0
Hubei,2025.03.21.16,zone_demand_mw,withdraws,-32584.6714698774
Hubei,2025.03.21.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.16,EvChargePower,withdraws,-754.4735928421053
Hubei,2025.03.21.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.03.21.20,InjectIntoDistributedGrid,injects,30540.8866894118
Hubei,2025.03.21.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.03.21.20,EvDischargePower,injects,0.0
Hubei,2025.03.21.20,zone_demand_mw,withdraws,-30540.8866894118
Hubei,2025.03.21.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.03.21.20,EvChargePower,withdraws,-0.0
Hubei,2025.04.11.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.04.11.00,InjectIntoDistributedGrid,injects,29256.220115552136
Hubei,2025.04.11.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.00,EvDischargePower,injects,0.0
Hubei,2025.04.11.00,zone_demand_mw,withdraws,-28574.0287976574
Hubei,2025.04.11.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.00,EvChargePower,withdraws,-682.1913178947368
Hubei,2025.04.11.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.04.11.04,InjectIntoDistributedGrid,injects,25778.1703573655
Hubei,2025.04.11.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.04,EvDischargePower,injects,0.0
Hubei,2025.04.11.04,zone_demand_mw,withdraws,-25778.1703573655
Hubei,2025.04.11.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.04,EvChargePower,withdraws,-0.0
Hubei,2025.04.11.08,ZoneTotalDistributedDispatch,injects,317.56592280000007
Hubei,2025.04.11.08,InjectIntoDistributedGrid,injects,25589.4785032462
Hubei,2025.04.11.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.08,EvDischargePower,injects,0.0
Hubei,2025.04.11.08,zone_demand_mw,withdraws,-25907.0444260462
Hubei,2025.04.11.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.08,EvChargePower,withdraws,-0.0
Hubei,2025.04.11.12,ZoneTotalDistributedDispatch,injects,1002.8753560000002
Hubei,2025.04.11.12,InjectIntoDistributedGrid,injects,29488.418217625098
Hubei,2025.04.11.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.12,EvDischargePower,injects,0.0
Hubei,2025.04.11.12,zone_demand_mw,withdraws,-30491.2935736251
Hubei,2025.04.11.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.12,EvChargePower,withdraws,-0.0
Hubei,2025.04.11.16,ZoneTotalDistributedDispatch,injects,534.8393675333335
Hubei,2025.04.11.16,InjectIntoDistributedGrid,injects,31353.411636515662
Hubei,2025.04.11.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.16,EvDischargePower,injects,0.0
Hubei,2025.04.11.16,zone_demand_mw,withdraws,-31888.251004049
Hubei,2025.04.11.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.16,EvChargePower,withdraws,-0.0
Hubei,2025.04.11.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.04.11.20,InjectIntoDistributedGrid,injects,30191.945389169257
Hubei,2025.04.11.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.04.11.20,EvDischargePower,injects,0.0
Hubei,2025.04.11.20,zone_demand_mw,withdraws,-29888.1473007482
Hubei,2025.04.11.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.04.11.20,EvChargePower,withdraws,-303.79808842105257
Hubei,2025.05.22.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.05.22.00,InjectIntoDistributedGrid,injects,29454.00915043594
Hubei,2025.05.22.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.00,EvDischargePower,injects,0.0
Hubei,2025.05.22.00,zone_demand_mw,withdraws,-28854.5600965412
Hubei,2025.05.22.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.00,EvChargePower,withdraws,-599.4490538947371
Hubei,2025.05.22.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.05.22.04,InjectIntoDistributedGrid,injects,26134.1857113258
Hubei,2025.05.22.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.04,EvDischargePower,injects,0.0
Hubei,2025.05.22.04,zone_demand_mw,withdraws,-26031.2527513258
Hubei,2025.05.22.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.04,EvChargePower,withdraws,-102.93296000000004
Hubei,2025.05.22.08,ZoneTotalDistributedDispatch,injects,2124.3460326666673
Hubei,2025.05.22.08,InjectIntoDistributedGrid,injects,24039.619358538137
Hubei,2025.05.22.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.08,EvDischargePower,injects,0.0
Hubei,2025.05.22.08,zone_demand_mw,withdraws,-26161.3920672048
Hubei,2025.05.22.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.08,EvChargePower,withdraws,-2.573324
Hubei,2025.05.22.12,ZoneTotalDistributedDispatch,injects,3551.707637333334
Hubei,2025.05.22.12,InjectIntoDistributedGrid,injects,27612.07234934816
Hubei,2025.05.22.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.12,EvDischargePower,injects,0.0
Hubei,2025.05.22.12,zone_demand_mw,withdraws,-30790.6480066815
Hubei,2025.05.22.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.12,EvChargePower,withdraws,-373.13198
Hubei,2025.05.22.16,ZoneTotalDistributedDispatch,injects,778.9037582666668
Hubei,2025.05.22.16,InjectIntoDistributedGrid,injects,31422.416590558627
Hubei,2025.05.22.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.16,EvDischargePower,injects,0.0
Hubei,2025.05.22.16,zone_demand_mw,withdraws,-32201.3203488253
Hubei,2025.05.22.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.16,EvChargePower,withdraws,-0.0
Hubei,2025.05.22.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.05.22.20,InjectIntoDistributedGrid,injects,30519.13365503075
Hubei,2025.05.22.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.05.22.20,EvDischargePower,injects,0.0
Hubei,2025.05.22.20,zone_demand_mw,withdraws,-30181.5802234518
Hubei,2025.05.22.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.05.22.20,EvChargePower,withdraws,-337.5534315789474
Hubei,2025.06.16.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.06.16.00,InjectIntoDistributedGrid,injects,32301.078703963103
Hubei,2025.06.16.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.00,EvDischargePower,injects,0.0
Hubei,2025.06.16.00,zone_demand_mw,withdraws,-32301.0787039631
Hubei,2025.06.16.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.00,EvChargePower,withdraws,-0.0
Hubei,2025.06.16.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.06.16.04,InjectIntoDistributedGrid,injects,29140.542814379
Hubei,2025.06.16.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.04,EvDischargePower,injects,0.0
Hubei,2025.06.16.04,zone_demand_mw,withdraws,-29140.542814379
Hubei,2025.06.16.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.04,EvChargePower,withdraws,-0.0
Hubei,2025.06.16.08,ZoneTotalDistributedDispatch,injects,1796.2534333333338
Hubei,2025.06.16.08,InjectIntoDistributedGrid,injects,27492.54644690907
Hubei,2025.06.16.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.08,EvDischargePower,injects,0.0
Hubei,2025.06.16.08,zone_demand_mw,withdraws,-29286.2265562424
Hubei,2025.06.16.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.08,EvChargePower,withdraws,-2.573324
Hubei,2025.06.16.12,ZoneTotalDistributedDispatch,injects,3668.6025273333344
Hubei,2025.06.16.12,InjectIntoDistributedGrid,injects,30928.172796655275
Hubei,2025.06.16.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.12,EvDischargePower,injects,0.0
Hubei,2025.06.16.12,zone_demand_mw,withdraws,-34468.4216734623
Hubei,2025.06.16.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.12,EvChargePower,withdraws,-128.3536505263158
Hubei,2025.06.16.16,ZoneTotalDistributedDispatch,injects,1571.0535493333339
Hubei,2025.06.16.16,InjectIntoDistributedGrid,injects,35674.15417887433
Hubei,2025.06.16.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.16,EvDischargePower,injects,0.0
Hubei,2025.06.16.16,zone_demand_mw,withdraws,-36047.5910732603
Hubei,2025.06.16.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.16,EvChargePower,withdraws,-1197.6166549473687
Hubei,2025.06.16.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.06.16.20,InjectIntoDistributedGrid,injects,33786.604091204
Hubei,2025.06.16.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.06.16.20,EvDischargePower,injects,0.0
Hubei,2025.06.16.20,zone_demand_mw,withdraws,-33786.604091204
Hubei,2025.06.16.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.06.16.20,EvChargePower,withdraws,-0.0
Hubei,2025.07.22.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.07.22.00,InjectIntoDistributedGrid,injects,37573.01232534723
Hubei,2025.07.22.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.00,EvDischargePower,injects,0.0
Hubei,2025.07.22.00,zone_demand_mw,withdraws,-37270.4735760279
Hubei,2025.07.22.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.00,EvChargePower,withdraws,-302.53874931932705
Hubei,2025.07.22.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.07.22.04,InjectIntoDistributedGrid,injects,33726.63453691261
Hubei,2025.07.22.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.04,EvDischargePower,injects,0.0
Hubei,2025.07.22.04,zone_demand_mw,withdraws,-33623.7015769126
Hubei,2025.07.22.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.04,EvChargePower,withdraws,-102.93296000000001
Hubei,2025.07.22.08,ZoneTotalDistributedDispatch,injects,576.8148484000002
Hubei,2025.07.22.08,InjectIntoDistributedGrid,injects,33217.556669388505
Hubei,2025.07.22.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.08,EvDischargePower,injects,0.0
Hubei,2025.07.22.08,zone_demand_mw,withdraws,-33791.7981937885
Hubei,2025.07.22.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.08,EvChargePower,withdraws,-2.573324
Hubei,2025.07.22.12,ZoneTotalDistributedDispatch,injects,2212.765095333334
Hubei,2025.07.22.12,InjectIntoDistributedGrid,injects,37931.62068587637
Hubei,2025.07.22.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.12,EvDischargePower,injects,0.0
Hubei,2025.07.22.12,zone_demand_mw,withdraws,-39771.2538012097
Hubei,2025.07.22.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.12,EvChargePower,withdraws,-373.13198
Hubei,2025.07.22.16,ZoneTotalDistributedDispatch,injects,1300.4459468000002
Hubei,2025.07.22.16,InjectIntoDistributedGrid,injects,40753.21094668951
Hubei,2025.07.22.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.16,EvDischargePower,injects,0.0
Hubei,2025.07.22.16,zone_demand_mw,withdraws,-41593.3722489141
Hubei,2025.07.22.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.16,EvChargePower,withdraws,-460.28464457540986
Hubei,2025.07.22.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.07.22.20,InjectIntoDistributedGrid,injects,38984.526854380594
Hubei,2025.07.22.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.07.22.20,EvDischargePower,injects,0.014390999999999998
Hubei,2025.07.22.20,zone_demand_mw,withdraws,-38984.5412453806
Hubei,2025.07.22.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.07.22.20,EvChargePower,withdraws,-0.0
Hubei,2025.08.19.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.08.19.00,InjectIntoDistributedGrid,injects,41328.4458879667
Hubei,2025.08.19.00,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.00,EvDischargePower,injects,0.0
Hubei,2025.08.19.00,zone_demand_mw,withdraws,-41049.0474951246
Hubei,2025.08.19.00,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.00,EvChargePower,withdraws,-279.3983928421051
Hubei,2025.08.19.04,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.08.19.04,InjectIntoDistributedGrid,injects,37032.5566209153
Hubei,2025.08.19.04,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.04,EvDischargePower,injects,0.0
Hubei,2025.08.19.04,zone_demand_mw,withdraws,-37032.5566209153
Hubei,2025.08.19.04,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.04,EvChargePower,withdraws,-0.0
Hubei,2025.08.19.08,ZoneTotalDistributedDispatch,injects,433.91919620000016
Hubei,2025.08.19.08,InjectIntoDistributedGrid,injects,36786.34942144589
Hubei,2025.08.19.08,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.08,EvDischargePower,injects,0.0
Hubei,2025.08.19.08,zone_demand_mw,withdraws,-37217.6952936459
Hubei,2025.08.19.08,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.08,EvChargePower,withdraws,-2.573324
Hubei,2025.08.19.12,ZoneTotalDistributedDispatch,injects,722.7915454666669
Hubei,2025.08.19.12,InjectIntoDistributedGrid,injects,43453.70351486104
Hubei,2025.08.19.12,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.12,EvDischargePower,injects,0.0
Hubei,2025.08.19.12,zone_demand_mw,withdraws,-43803.3630803277
Hubei,2025.08.19.12,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.12,EvChargePower,withdraws,-373.13198
Hubei,2025.08.19.16,ZoneTotalDistributedDispatch,injects,476.44667840000017
Hubei,2025.08.19.16,InjectIntoDistributedGrid,injects,45333.76577959891
Hubei,2025.08.19.16,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.16,EvDischargePower,injects,0.0
Hubei,2025.08.19.16,zone_demand_mw,withdraws,-45810.2124579989
Hubei,2025.08.19.16,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.16,EvChargePower,withdraws,-0.0
Hubei,2025.08.19.20,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.08.19.20,InjectIntoDistributedGrid,injects,42936.89163602581
Hubei,2025.08.19.20,StorageNetDisChargeforDis,injects,0.0
Hubei,2025.08.19.20,EvDischargePower,injects,0.0
Hubei,2025.08.19.20,zone_demand_mw,withdraws,-42936.8916360258
Hubei,2025.08.19.20,StorageNetChargeforDis,withdraws,-0.0
Hubei,2025.08.19.20,EvChargePower,withdraws,-0.0
Hubei,2025.09.20.00,ZoneTotalDistributedDispatch,injects,0.0
Hubei,2025.09.20.00,InjectIntoDistributedGrid,injects,33720.9051494925
Hubei,2025.09.20.00,StorageNetDisChargeforDis,injects,0.0
