ZONE_TIMEPOINTS_1,ZONE_TIMEPOINTS_2,WithdrawFromCentralGrid
Anhui,2025.07.22.12,27529.202960668423
Anhui,2025.07.22.16,31052.191265386886
Anhui,2025.07.22.20,35394.434582506154
Anhui,2025.08.19.00,30782.048734850407
Anhui,2025.08.19.04,26455.7328874962
Anhui,2025.08.19.08,26629.06299419599
Anhui,2025.08.19.12,30056.938302401737
Anhui,2025.08.19.16,32660.67302020099
Anhui,2025.08.19.20,35476.833977990966
Anhui,2025.09.20.00,26250.193732151703
Anhui,2025.09.20.04,22007.95082584139
Anhui,2025.09.20.08,19682.0273969415
Anhui,2025.09.20.12,19655.37748635438
Anhui,2025.09.20.16,25851.42303826093
Anhui,2025.09.20.20,29232.488390883216
Anhui,2025.10.26.00,23814.296664554473
Anhui,2025.10.26.04,20387.257016613832
Anhui,2025.10.26.08,17534.481738780778
Anhui,2025.10.26.12,18080.10026896357
Anhui,2025.10.26.16,24765.202351513515
Anhui,2025.10.26.20,27192.72171212033
Anhui,2025.11.19.00,25107.18950427778
Anhui,2025.11.19.04,21421.890160909927
Anhui,2025.11.19.08,21933.531254819434
Anhui,2025.11.19.12,24246.438418740338
Anhui,2025.11.19.16,27063.663093039708
Anhui,2025.11.19.20,28528.14866377994
Anhui,2025.12.16.00,28046.32368415185
Anhui,2025.12.16.04,24165.02883704477
Anhui,2025.12.16.08,22519.146719843822
Anhui,2025.12.16.12,22903.709477614786
Anhui,2025.12.16.16,29778.283399528726
Anhui,2025.12.16.20,32107.718186000133
Fujian,2025.01.22.00,27866.275261376137
Fujian,2025.01.22.04,25379.529604976346
Fujian,2025.01.22.08,26168.742501646888
Fujian,2025.01.22.12,30889.69232755638
Fujian,2025.01.22.16,31944.88738445774
Fujian,2025.01.22.20,30915.27332304499
Fujian,2025.02.08.00,23292.14244424724
Fujian,2025.02.08.04,20820.32738239335
Fujian,2025.02.08.08,20999.35066841922
Fujian,2025.02.08.12,24892.04822008163
Fujian,2025.02.08.16,25794.485387385288
Fujian,2025.02.08.20,25339.78739983221
Fujian,2025.03.21.00,28765.831264328768
Fujian,2025.03.21.04,25978.47179034171
Fujian,2025.03.21.08,26411.60562976621
Fujian,2025.03.21.12,30867.033945264735
Fujian,2025.03.21.16,32270.07938249979
Fujian,2025.03.21.20,31769.286972221227
Fujian,2025.04.11.00,31145.984196474194
Fujian,2025.04.11.04,27710.368410585532
Fujian,2025.04.11.08,28261.466246140342
Fujian,2025.04.11.12,33282.76988543749
Fujian,2025.04.11.16,34615.31157635861
Fujian,2025.04.11.20,33887.23760375924
Fujian,2025.05.22.00,30051.165868394757
Fujian,2025.05.22.04,27195.229434297467
Fujian,2025.05.22.08,26898.160559292188
Fujian,2025.05.22.12,31757.350840263578
Fujian,2025.05.22.16,33362.65477382155
Fujian,2025.05.22.20,33168.30575578377
Fujian,2025.06.16.00,33583.4852602758
Fujian,2025.06.16.04,30019.56534783358
Fujian,2025.06.16.08,29917.57460086146
Fujian,2025.06.16.12,35855.46227968459
Fujian,2025.06.16.16,37409.92339087857
Fujian,2025.06.16.20,36711.17354452081
Fujian,2025.07.22.00,37241.20879890279
Fujian,2025.07.22.04,33201.003102106864
Fujian,2025.07.22.08,33956.051063629675
Fujian,2025.07.22.12,39921.578743817
Fujian,2025.07.22.16,41259.1576420037
Fujian,2025.07.22.20,40480.20244211806
Fujian,2025.08.19.00,38603.719400904294
Fujian,2025.08.19.04,34218.954670137486
Fujian,2025.08.19.08,35099.65636605766
Fujian,2025.08.19.12,41476.41875673802
Fujian,2025.08.19.16,42882.80215921594
Fujian,2025.08.19.20,41846.6413104867
Fujian,2025.09.20.00,35476.89881038353
Fujian,2025.09.20.04,32283.843700079833
Fujian,2025.09.20.08,31754.721249834955
Fujian,2025.09.20.12,37084.70491696632
Fujian,2025.09.20.16,39868.647027735526
Fujian,2025.09.20.20,40256.40358588973
Fujian,2025.10.26.00,32322.429492036616
Fujian,2025.10.26.04,28771.855182174026
Fujian,2025.10.26.08,28588.795198306652
Fujian,2025.10.26.12,33429.07300224425
Fujian,2025.10.26.16,36113.207278743284
Fujian,2025.10.26.20,35185.338513465154
Fujian,2025.11.19.00,30704.221470279306
Fujian,2025.11.19.04,27954.09815183749
Fujian,2025.11.19.08,28101.378373943826
Fujian,2025.11.19.12,33225.69785723158
Fujian,2025.11.19.16,35123.71761253115
Fujian,2025.11.19.20,34786.45788777263
Fujian,2025.12.16.00,31102.598562606912
Fujian,2025.12.16.04,28312.582791030414
Fujian,2025.12.16.08,27987.105734826615
Fujian,2025.12.16.12,32449.987428504126
Fujian,2025.12.16.16,35414.10285322601
Fujian,2025.12.16.20,34502.128205216366
Jiangsu,2025.01.22.00,86882.74869483423
Jiangsu,2025.01.22.04,79283.37564359473
Jiangsu,2025.01.22.08,86465.7615714893
Jiangsu,2025.01.22.12,96821.22936788407
Jiangsu,2025.01.22.16,102820.40092511749
Jiangsu,2025.01.22.20,99319.0527683925
Jiangsu,2025.02.08.00,72269.36619680244
Jiangsu,2025.02.08.04,66638.54808228281
Jiangsu,2025.02.08.08,71723.90258511188
Jiangsu,2025.02.08.12,78595.17509338158
Jiangsu,2025.02.08.16,84794.68464491774
Jiangsu,2025.02.08.20,83261.36506391996
Jiangsu,2025.03.21.00,79540.05105656167
Jiangsu,2025.03.21.04,73151.74831761225
Jiangsu,2025.03.21.08,79158.20835069506
Jiangsu,2025.03.21.12,88896.94285080266
Jiangsu,2025.03.21.16,92069.67187190187
Jiangsu,2025.03.21.20,92989.13579362328
Jiangsu,2025.04.11.00,78559.31306965488
Jiangsu,2025.04.11.04,70138.21660854941
Jiangsu,2025.04.11.08,75259.03660200465
Jiangsu,2025.04.11.12,83774.58570605096
Jiangsu,2025.04.11.16,87452.22749410378
Jiangsu,2025.04.11.20,87812.73608619842
Jiangsu,2025.05.22.00,74888.58341610106
Jiangsu,2025.05.22.04,68873.86584679852
Jiangsu,2025.05.22.08,67433.86136511332
Jiangsu,2025.05.22.12,72718.73348527176
Jiangsu,2025.05.22.16,83835.19229459061
Jiangsu,2025.05.22.20,87554.8347824085
Jiangsu,2025.06.16.00,81519.16684566776
Jiangsu,2025.06.16.04,74116.64249184182
Jiangsu,2025.06.16.08,73351.94699663778
Jiangsu,2025.06.16.12,79985.60573921315
Jiangsu,2025.06.16.16,90713.65178475466
Jiangsu,2025.06.16.20,93116.82344784938
Jiangsu,2025.07.22.00,96973.31607971952
Jiangsu,2025.07.22.04,86555.7685222903
Jiangsu,2025.07.22.08,89732.62458780217
Jiangsu,2025.07.22.12,97405.68253188612
Jiangsu,2025.07.22.16,106447.75643100779
Jiangsu,2025.07.22.20,108373.00527919509
