GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
Anhui-Coal-2022,2025.09.20.16,Coal,278406.9821110323
Anhui-Coal-2022,2025.09.20.20,Coal,302656.6969060218
Anhui-Coal-2022,2025.10.26.00,Coal,219948.42852307137
Anhui-Coal-2022,2025.10.26.04,Coal,149616.51877082643
Anhui-Coal-2022,2025.10.26.08,Coal,101353.12561894693
Anhui-Coal-2022,2025.10.26.12,Coal,172741.79087926156
Anhui-Coal-2022,2025.10.26.16,Coal,253772.11687926156
Anhui-Coal-2022,2025.10.26.20,Coal,284345.8960382734
Anhui-Coal-2022,2025.11.19.00,Coal,298387.1831466101
Anhui-Coal-2022,2025.11.19.04,Coal,250767.8557531931
Anhui-Coal-2022,2025.11.19.08,Coal,265513.5177964713
Anhui-Coal-2022,2025.11.19.12,Coal,251113.41242659473
Anhui-Coal-2022,2025.11.19.16,Coal,332143.73842659476
Anhui-Coal-2022,2025.11.19.20,Coal,323261.4350797739
Anhui-Coal-2022,2025.12.16.00,Coal,342688.1294690559
Anhui-Coal-2022,2025.12.16.04,Coal,283661.1368086368
Anhui-Coal-2022,2025.12.16.08,Coal,250129.2396709299
Anhui-Coal-2022,2025.12.16.12,Coal,254195.9765215176
Anhui-Coal-2022,2025.12.16.16,Coal,335226.3025215176
Anhui-Coal-2022,2025.12.16.20,Coal,378113.3038982171
Anhui-Gas-2022,2025.01.22.00,Gas,0.0
Anhui-Gas-2022,2025.01.22.04,Gas,0.0
Anhui-Gas-2022,2025.01.22.08,Gas,0.0
Anhui-Gas-2022,2025.01.22.12,Gas,0.0
Anhui-Gas-2022,2025.01.22.16,Gas,0.0
Anhui-Gas-2022,2025.01.22.20,Gas,0.0
Anhui-Gas-2022,2025.02.08.00,Gas,0.0
Anhui-Gas-2022,2025.02.08.04,Gas,0.0
Anhui-Gas-2022,2025.02.08.08,Gas,0.0
Anhui-Gas-2022,2025.02.08.12,Gas,0.0
Anhui-Gas-2022,2025.02.08.16,Gas,0.0
Anhui-Gas-2022,2025.02.08.20,Gas,0.0
Anhui-Gas-2022,2025.03.21.00,Gas,0.0
Anhui-Gas-2022,2025.03.21.04,Gas,0.0
Anhui-Gas-2022,2025.03.21.08,Gas,0.0
Anhui-Gas-2022,2025.03.21.12,Gas,0.0
Anhui-Gas-2022,2025.03.21.16,Gas,0.0
Anhui-Gas-2022,2025.03.21.20,Gas,0.0
Anhui-Gas-2022,2025.04.11.00,Gas,0.0
Anhui-Gas-2022,2025.04.11.04,Gas,0.0
Anhui-Gas-2022,2025.04.11.08,Gas,0.0
Anhui-Gas-2022,2025.04.11.12,Gas,0.0
Anhui-Gas-2022,2025.04.11.16,Gas,0.0
Anhui-Gas-2022,2025.04.11.20,Gas,0.0
Anhui-Gas-2022,2025.05.22.00,Gas,0.0
Anhui-Gas-2022,2025.05.22.04,Gas,0.0
Anhui-Gas-2022,2025.05.22.08,Gas,0.0
Anhui-Gas-2022,2025.05.22.12,Gas,0.0
Anhui-Gas-2022,2025.05.22.16,Gas,0.0
Anhui-Gas-2022,2025.05.22.20,Gas,0.0
Anhui-Gas-2022,2025.06.16.00,Gas,0.0
Anhui-Gas-2022,2025.06.16.04,Gas,0.0
Anhui-Gas-2022,2025.06.16.08,Gas,0.0
Anhui-Gas-2022,2025.06.16.12,Gas,0.0
Anhui-Gas-2022,2025.06.16.16,Gas,0.0
Anhui-Gas-2022,2025.06.16.20,Gas,0.0
Anhui-Gas-2022,2025.07.22.00,Gas,0.0
Anhui-Gas-2022,2025.07.22.04,Gas,0.0
Anhui-Gas-2022,2025.07.22.08,Gas,0.0
Anhui-Gas-2022,2025.07.22.12,Gas,0.0
Anhui-Gas-2022,2025.07.22.16,Gas,0.0
Anhui-Gas-2022,2025.07.22.20,Gas,0.0
Anhui-Gas-2022,2025.08.19.00,Gas,0.0
Anhui-Gas-2022,2025.08.19.04,Gas,0.0
Anhui-Gas-2022,2025.08.19.08,Gas,0.0
Anhui-Gas-2022,2025.08.19.12,Gas,0.0
Anhui-Gas-2022,2025.08.19.16,Gas,0.0
Anhui-Gas-2022,2025.08.19.20,Gas,0.0
Anhui-Gas-2022,2025.09.20.00,Gas,0.0
Anhui-Gas-2022,2025.09.20.04,Gas,0.0
Anhui-Gas-2022,2025.09.20.08,Gas,0.0
Anhui-Gas-2022,2025.09.20.12,Gas,0.0
Anhui-Gas-2022,2025.09.20.16,Gas,0.0
Anhui-Gas-2022,2025.09.20.20,Gas,0.0
Anhui-Gas-2022,2025.10.26.00,Gas,0.0
Anhui-Gas-2022,2025.10.26.04,Gas,0.0
Anhui-Gas-2022,2025.10.26.08,Gas,0.0
Anhui-Gas-2022,2025.10.26.12,Gas,0.0
Anhui-Gas-2022,2025.10.26.16,Gas,0.0
Anhui-Gas-2022,2025.10.26.20,Gas,0.0
Anhui-Gas-2022,2025.11.19.00,Gas,0.0
Anhui-Gas-2022,2025.11.19.04,Gas,0.0
Anhui-Gas-2022,2025.11.19.08,Gas,0.0
Anhui-Gas-2022,2025.11.19.12,Gas,0.0
Anhui-Gas-2022,2025.11.19.16,Gas,0.0
Anhui-Gas-2022,2025.11.19.20,Gas,0.0
Anhui-Gas-2022,2025.12.16.00,Gas,0.0
Anhui-Gas-2022,2025.12.16.04,Gas,0.0
Anhui-Gas-2022,2025.12.16.08,Gas,0.0
Anhui-Gas-2022,2025.12.16.12,Gas,0.0
Anhui-Gas-2022,2025.12.16.16,Gas,0.0
Anhui-Gas-2022,2025.12.16.20,Gas,0.0
Beijing-Coal-2022,2025.01.22.00,Coal,5800.795
Beijing-Coal-2022,2025.01.22.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.01.22.08,Coal,5800.795
Beijing-Coal-2022,2025.01.22.12,Coal,5800.795
Beijing-Coal-2022,2025.01.22.16,Coal,5800.795
Beijing-Coal-2022,2025.01.22.20,Coal,5800.795
Beijing-Coal-2022,2025.02.08.00,Coal,5800.795
Beijing-Coal-2022,2025.02.08.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.02.08.08,Coal,5800.795
Beijing-Coal-2022,2025.02.08.12,Coal,5800.795
Beijing-Coal-2022,2025.02.08.16,Coal,5800.795
Beijing-Coal-2022,2025.02.08.20,Coal,5800.795
Beijing-Coal-2022,2025.03.21.00,Coal,5800.795
Beijing-Coal-2022,2025.03.21.04,Coal,5800.795
Beijing-Coal-2022,2025.03.21.08,Coal,5800.795
Beijing-Coal-2022,2025.03.21.12,Coal,5800.795
Beijing-Coal-2022,2025.03.21.16,Coal,5800.795
Beijing-Coal-2022,2025.03.21.20,Coal,5800.795
Beijing-Coal-2022,2025.04.11.00,Coal,5800.795
Beijing-Coal-2022,2025.04.11.04,Coal,4640.636
Beijing-Coal-2022,2025.04.11.08,Coal,3480.4770000000003
Beijing-Coal-2022,2025.04.11.12,Coal,3480.4769999999994
Beijing-Coal-2022,2025.04.11.16,Coal,4640.6359999999995
Beijing-Coal-2022,2025.04.11.20,Coal,5800.795
Beijing-Coal-2022,2025.05.22.00,Coal,5800.795000000001
Beijing-Coal-2022,2025.05.22.04,Coal,4640.636
Beijing-Coal-2022,2025.05.22.08,Coal,3480.4770000000003
Beijing-Coal-2022,2025.05.22.12,Coal,4640.636
Beijing-Coal-2022,2025.05.22.16,Coal,5800.795000000001
Beijing-Coal-2022,2025.05.22.20,Coal,5800.795
Beijing-Coal-2022,2025.06.16.00,Coal,5800.795
Beijing-Coal-2022,2025.06.16.04,Coal,5800.795
Beijing-Coal-2022,2025.06.16.08,Coal,5800.795000000001
Beijing-Coal-2022,2025.06.16.12,Coal,5800.795
Beijing-Coal-2022,2025.06.16.16,Coal,5800.795
Beijing-Coal-2022,2025.06.16.20,Coal,5800.795
Beijing-Coal-2022,2025.07.22.00,Coal,5800.795
Beijing-Coal-2022,2025.07.22.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.07.22.08,Coal,5800.795
Beijing-Coal-2022,2025.07.22.12,Coal,5800.795
Beijing-Coal-2022,2025.07.22.16,Coal,5800.795
Beijing-Coal-2022,2025.07.22.20,Coal,5800.795
Beijing-Coal-2022,2025.08.19.00,Coal,4640.6359999999995
Beijing-Coal-2022,2025.08.19.04,Coal,3596.4928999999997
Beijing-Coal-2022,2025.08.19.08,Coal,2436.3338999999996
Beijing-Coal-2022,2025.08.19.12,Coal,3480.4769999999994
Beijing-Coal-2022,2025.08.19.16,Coal,4640.6359999999995
Beijing-Coal-2022,2025.08.19.20,Coal,5800.795
Beijing-Coal-2022,2025.09.20.00,Coal,5800.795
Beijing-Coal-2022,2025.09.20.04,Coal,5800.795
Beijing-Coal-2022,2025.09.20.08,Coal,5800.795
Beijing-Coal-2022,2025.09.20.12,Coal,5800.795
Beijing-Coal-2022,2025.09.20.16,Coal,5800.795
Beijing-Coal-2022,2025.09.20.20,Coal,5800.795
Beijing-Coal-2022,2025.10.26.00,Coal,5800.795
Beijing-Coal-2022,2025.10.26.04,Coal,5800.795
Beijing-Coal-2022,2025.10.26.08,Coal,5800.795
Beijing-Coal-2022,2025.10.26.12,Coal,5800.795
Beijing-Coal-2022,2025.10.26.16,Coal,5800.795
Beijing-Coal-2022,2025.10.26.20,Coal,5800.795
Beijing-Coal-2022,2025.11.19.00,Coal,5800.795
Beijing-Coal-2022,2025.11.19.04,Coal,5800.695183214117
Beijing-Coal-2022,2025.11.19.08,Coal,5800.795
Beijing-Coal-2022,2025.11.19.12,Coal,5800.795
Beijing-Coal-2022,2025.11.19.16,Coal,5800.795
Beijing-Coal-2022,2025.11.19.20,Coal,5800.795
Beijing-Coal-2022,2025.12.16.00,Coal,5800.795
Beijing-Coal-2022,2025.12.16.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.12.16.08,Coal,4990.79697577407
Beijing-Coal-2022,2025.12.16.12,Coal,5800.795
Beijing-Coal-2022,2025.12.16.16,Coal,5800.795
Beijing-Coal-2022,2025.12.16.20,Coal,5800.795
Beijing-Gas-2022,2025.01.22.00,Gas,0.0
Beijing-Gas-2022,2025.01.22.04,Gas,0.0
Beijing-Gas-2022,2025.01.22.08,Gas,0.0
Beijing-Gas-2022,2025.01.22.12,Gas,0.0
Beijing-Gas-2022,2025.01.22.16,Gas,0.0
Beijing-Gas-2022,2025.01.22.20,Gas,15149.595840648215
Beijing-Gas-2022,2025.02.08.00,Gas,0.0
Beijing-Gas-2022,2025.02.08.04,Gas,0.0
Beijing-Gas-2022,2025.02.08.08,Gas,0.0
Beijing-Gas-2022,2025.02.08.12,Gas,0.0
Beijing-Gas-2022,2025.02.08.16,Gas,0.0
Beijing-Gas-2022,2025.02.08.20,Gas,0.0
Beijing-Gas-2022,2025.03.21.00,Gas,0.0
Beijing-Gas-2022,2025.03.21.04,Gas,0.0
Beijing-Gas-2022,2025.03.21.08,Gas,0.0
Beijing-Gas-2022,2025.03.21.12,Gas,0.0
Beijing-Gas-2022,2025.03.21.16,Gas,0.0
Beijing-Gas-2022,2025.03.21.20,Gas,0.0
Beijing-Gas-2022,2025.04.11.00,Gas,0.0
Beijing-Gas-2022,2025.04.11.04,Gas,0.0
Beijing-Gas-2022,2025.04.11.08,Gas,0.0
Beijing-Gas-2022,2025.04.11.12,Gas,0.0
Beijing-Gas-2022,2025.04.11.16,Gas,0.0
Beijing-Gas-2022,2025.04.11.20,Gas,0.0
Beijing-Gas-2022,2025.05.22.00,Gas,0.0
Beijing-Gas-2022,2025.05.22.04,Gas,0.0
Beijing-Gas-2022,2025.05.22.08,Gas,0.0
Beijing-Gas-2022,2025.05.22.12,Gas,0.0
Beijing-Gas-2022,2025.05.22.16,Gas,0.0
Beijing-Gas-2022,2025.05.22.20,Gas,0.0
Beijing-Gas-2022,2025.06.16.00,Gas,0.0
Beijing-Gas-2022,2025.06.16.04,Gas,0.0
Beijing-Gas-2022,2025.06.16.08,Gas,0.0
Beijing-Gas-2022,2025.06.16.12,Gas,0.0
Beijing-Gas-2022,2025.06.16.16,Gas,0.0
Beijing-Gas-2022,2025.06.16.20,Gas,0.0
Beijing-Gas-2022,2025.07.22.00,Gas,0.0
Beijing-Gas-2022,2025.07.22.04,Gas,0.0
Beijing-Gas-2022,2025.07.22.08,Gas,0.0
Beijing-Gas-2022,2025.07.22.12,Gas,0.0
Beijing-Gas-2022,2025.07.22.16,Gas,7529.687829758024
Beijing-Gas-2022,2025.07.22.20,Gas,6132.660373186342
Beijing-Gas-2022,2025.08.19.00,Gas,0.0
Beijing-Gas-2022,2025.08.19.04,Gas,0.0
Beijing-Gas-2022,2025.08.19.08,Gas,0.0
Beijing-Gas-2022,2025.08.19.12,Gas,0.0
Beijing-Gas-2022,2025.08.19.16,Gas,0.0
Beijing-Gas-2022,2025.08.19.20,Gas,0.0
Beijing-Gas-2022,2025.09.20.00,Gas,0.0
Beijing-Gas-2022,2025.09.20.04,Gas,0.0
Beijing-Gas-2022,2025.09.20.08,Gas,0.0
Beijing-Gas-2022,2025.09.20.12,Gas,0.0
Beijing-Gas-2022,2025.09.20.16,Gas,0.0
Beijing-Gas-2022,2025.09.20.20,Gas,0.0
Beijing-Gas-2022,2025.10.26.00,Gas,0.0
Beijing-Gas-2022,2025.10.26.04,Gas,0.0
Beijing-Gas-2022,2025.10.26.08,Gas,0.0
Beijing-Gas-2022,2025.10.26.12,Gas,0.0
Beijing-Gas-2022,2025.10.26.16,Gas,0.0
Beijing-Gas-2022,2025.10.26.20,Gas,0.0
Beijing-Gas-2022,2025.11.19.00,Gas,0.0
Beijing-Gas-2022,2025.11.19.04,Gas,0.0
Beijing-Gas-2022,2025.11.19.08,Gas,0.0
Beijing-Gas-2022,2025.11.19.12,Gas,0.0
Beijing-Gas-2022,2025.11.19.16,Gas,0.0
Beijing-Gas-2022,2025.11.19.20,Gas,0.0
Beijing-Gas-2022,2025.12.16.00,Gas,0.0
Beijing-Gas-2022,2025.12.16.04,Gas,0.0
Beijing-Gas-2022,2025.12.16.08,Gas,0.0
Beijing-Gas-2022,2025.12.16.12,Gas,0.0
Beijing-Gas-2022,2025.12.16.16,Gas,7929.655911866819
Beijing-Gas-2022,2025.12.16.20,Gas,25979.488415602384
Chongqing-Coal-2022,2025.01.22.00,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.04,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.08,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.12,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.16,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.20,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.00,Coal,104941.65500000003
Chongqing-Coal-2022,2025.02.08.04,Coal,104941.65500000003
Chongqing-Coal-2022,2025.02.08.08,Coal,104941.65500000003
Chongqing-Coal-2022,2025.02.08.12,Coal,104941.65500000003
Chongqing-Coal-2022,2025.02.08.16,Coal,104941.65500000003
Chongqing-Coal-2022,2025.02.08.20,Coal,104941.65500000003
Chongqing-Coal-2022,2025.03.21.00,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.04,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.08,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.12,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.16,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.20,Coal,91686.33267123783
Chongqing-Coal-2022,2025.04.11.00,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.04,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.08,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.12,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.16,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.20,Coal,104941.655
Chongqing-Coal-2022,2025.05.22.00,Coal,75892.39582286507
Chongqing-Coal-2022,2025.05.22.04,Coal,54904.06482286507
Chongqing-Coal-2022,2025.05.22.08,Coal,56951.046480243844
Chongqing-Coal-2022,2025.05.22.12,Coal,48083.26093406041
Chongqing-Coal-2022,2025.05.22.16,Coal,69071.59193406042
Chongqing-Coal-2022,2025.05.22.20,Coal,57559.65994505035
Chongqing-Coal-2022,2025.06.16.00,Coal,49029.72621049206
Chongqing-Coal-2022,2025.06.16.04,Coal,33213.6854974301
Chongqing-Coal-2022,2025.06.16.08,Coal,50739.258370627955
Chongqing-Coal-2022,2025.06.16.12,Coal,42282.715308856634
Chongqing-Coal-2022,2025.06.16.16,Coal,37847.34045259047
Chongqing-Coal-2022,2025.06.16.20,Coal,58835.67145259047
Chongqing-Coal-2022,2025.07.22.00,Coal,27714.00218687799
Chongqing-Coal-2022,2025.07.22.04,Coal,18774.00148143348
Chongqing-Coal-2022,2025.07.22.08,Coal,16862.050153089793
Chongqing-Coal-2022,2025.07.22.12,Coal,23174.228016646524
Chongqing-Coal-2022,2025.07.22.16,Coal,44162.55901664652
Chongqing-Coal-2022,2025.07.22.20,Coal,40911.14608539132
Chongqing-Coal-2022,2025.08.19.00,Coal,55947.58506145106
Chongqing-Coal-2022,2025.08.19.04,Coal,37899.97697711201
Chongqing-Coal-2022,2025.08.19.08,Coal,31166.48605360651
Chongqing-Coal-2022,2025.08.19.12,Coal,44400.02870714561
Chongqing-Coal-2022,2025.08.19.16,Coal,51783.536877168335
Chongqing-Coal-2022,2025.08.19.20,Coal,63176.10155890802
Chongqing-Coal-2022,2025.09.20.00,Coal,25605.97066787708
Chongqing-Coal-2022,2025.09.20.04,Coal,17345.980129852218
Chongqing-Coal-2022,2025.09.20.08,Coal,14703.396978588587
Chongqing-Coal-2022,2025.09.20.12,Coal,28070.121504578216
Chongqing-Coal-2022,2025.09.20.16,Coal,39363.70245850499
Chongqing-Coal-2022,2025.09.20.20,Coal,33840.43529992715
Chongqing-Coal-2022,2025.10.26.00,Coal,36729.579249999995
Chongqing-Coal-2022,2025.10.26.04,Coal,33232.83125154135
Chongqing-Coal-2022,2025.10.26.08,Coal,41541.03906442669
Chongqing-Coal-2022,2025.10.26.12,Coal,51926.29883053336
Chongqing-Coal-2022,2025.10.26.16,Coal,44075.49509999999
Chongqing-Coal-2022,2025.10.26.20,Coal,44075.49509999999
Chongqing-Coal-2022,2025.11.19.00,Coal,83035.25323639071
Chongqing-Coal-2022,2025.11.19.04,Coal,62046.92223639071
Chongqing-Coal-2022,2025.11.19.08,Coal,74845.88836775893
Chongqing-Coal-2022,2025.11.19.12,Coal,95834.21936775894
Chongqing-Coal-2022,2025.11.19.16,Coal,104941.655
Chongqing-Coal-2022,2025.11.19.20,Coal,104023.58423639071
Chongqing-Coal-2022,2025.12.16.00,Coal,104941.65500000003
Chongqing-Coal-2022,2025.12.16.04,Coal,83953.32400000002
Chongqing-Coal-2022,2025.12.16.08,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.12,Coal,102572.61521809746
Chongqing-Coal-2022,2025.12.16.16,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.20,Coal,104941.655
Chongqing-Gas-2022,2025.01.22.00,Gas,0.0
Chongqing-Gas-2022,2025.01.22.04,Gas,0.0
Chongqing-Gas-2022,2025.01.22.08,Gas,0.0
Chongqing-Gas-2022,2025.01.22.12,Gas,0.0
Chongqing-Gas-2022,2025.01.22.16,Gas,0.0
Chongqing-Gas-2022,2025.01.22.20,Gas,0.0
Chongqing-Gas-2022,2025.02.08.00,Gas,0.0
Chongqing-Gas-2022,2025.02.08.04,Gas,0.0
Chongqing-Gas-2022,2025.02.08.08,Gas,0.0
Chongqing-Gas-2022,2025.02.08.12,Gas,0.0
Chongqing-Gas-2022,2025.02.08.16,Gas,0.0
Chongqing-Gas-2022,2025.02.08.20,Gas,0.0
Chongqing-Gas-2022,2025.03.21.00,Gas,0.0
Chongqing-Gas-2022,2025.03.21.04,Gas,0.0
Chongqing-Gas-2022,2025.03.21.08,Gas,0.0
Chongqing-Gas-2022,2025.03.21.12,Gas,0.0
Chongqing-Gas-2022,2025.03.21.16,Gas,0.0
Chongqing-Gas-2022,2025.03.21.20,Gas,0.0
Chongqing-Gas-2022,2025.04.11.00,Gas,0.0
Chongqing-Gas-2022,2025.04.11.04,Gas,0.0
Chongqing-Gas-2022,2025.04.11.08,Gas,0.0
Chongqing-Gas-2022,2025.04.11.12,Gas,0.0
Chongqing-Gas-2022,2025.04.11.16,Gas,0.0
Chongqing-Gas-2022,2025.04.11.20,Gas,0.0
Chongqing-Gas-2022,2025.05.22.00,Gas,0.0
Chongqing-Gas-2022,2025.05.22.04,Gas,0.0
Chongqing-Gas-2022,2025.05.22.08,Gas,0.0
Chongqing-Gas-2022,2025.05.22.12,Gas,0.0
Chongqing-Gas-2022,2025.05.22.16,Gas,0.0
Chongqing-Gas-2022,2025.05.22.20,Gas,0.0
Chongqing-Gas-2022,2025.06.16.00,Gas,0.0
Chongqing-Gas-2022,2025.06.16.04,Gas,0.0
Chongqing-Gas-2022,2025.06.16.08,Gas,0.0
Chongqing-Gas-2022,2025.06.16.12,Gas,0.0
Chongqing-Gas-2022,2025.06.16.16,Gas,0.0
Chongqing-Gas-2022,2025.06.16.20,Gas,0.0
Chongqing-Gas-2022,2025.07.22.00,Gas,0.0
Chongqing-Gas-2022,2025.07.22.04,Gas,0.0
Chongqing-Gas-2022,2025.07.22.08,Gas,0.0
Chongqing-Gas-2022,2025.07.22.12,Gas,0.0
Chongqing-Gas-2022,2025.07.22.16,Gas,0.0
Chongqing-Gas-2022,2025.07.22.20,Gas,0.0
Chongqing-Gas-2022,2025.08.19.00,Gas,0.0
Chongqing-Gas-2022,2025.08.19.04,Gas,0.0
Chongqing-Gas-2022,2025.08.19.08,Gas,0.0
Chongqing-Gas-2022,2025.08.19.12,Gas,0.0
Chongqing-Gas-2022,2025.08.19.16,Gas,0.0
Chongqing-Gas-2022,2025.08.19.20,Gas,0.0
Chongqing-Gas-2022,2025.09.20.00,Gas,0.0
Chongqing-Gas-2022,2025.09.20.04,Gas,0.0
Chongqing-Gas-2022,2025.09.20.08,Gas,0.0
Chongqing-Gas-2022,2025.09.20.12,Gas,0.0
Chongqing-Gas-2022,2025.09.20.16,Gas,0.0
Chongqing-Gas-2022,2025.09.20.20,Gas,0.0
Chongqing-Gas-2022,2025.10.26.00,Gas,0.0
Chongqing-Gas-2022,2025.10.26.04,Gas,0.0
Chongqing-Gas-2022,2025.10.26.08,Gas,0.0
Chongqing-Gas-2022,2025.10.26.12,Gas,0.0
Chongqing-Gas-2022,2025.10.26.16,Gas,0.0
Chongqing-Gas-2022,2025.10.26.20,Gas,0.0
Chongqing-Gas-2022,2025.11.19.00,Gas,0.0
Chongqing-Gas-2022,2025.11.19.04,Gas,0.0
Chongqing-Gas-2022,2025.11.19.08,Gas,0.0
Chongqing-Gas-2022,2025.11.19.12,Gas,0.0
Chongqing-Gas-2022,2025.11.19.16,Gas,0.0
Chongqing-Gas-2022,2025.11.19.20,Gas,0.0
Chongqing-Gas-2022,2025.12.16.00,Gas,0.0
Chongqing-Gas-2022,2025.12.16.04,Gas,0.0
Chongqing-Gas-2022,2025.12.16.08,Gas,0.0
Chongqing-Gas-2022,2025.12.16.12,Gas,0.0
Chongqing-Gas-2022,2025.12.16.16,Gas,0.0
Chongqing-Gas-2022,2025.12.16.20,Gas,0.0
East_Inner_Mongolia-Coal-2022,2025.01.22.00,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.04,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.08,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.12,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.16,Coal,338219.29593561636
East_Inner_Mongolia-Coal-2022,2025.01.22.20,Coal,341089.06715709565
East_Inner_Mongolia-Coal-2022,2025.02.08.00,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.04,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.08,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.12,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.16,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.20,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.03.21.00,Coal,374731.8762506586
