GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Tibet-Central_PV-2022,2025.01.22.00,0.0
Tibet-Central_PV-2022,2025.01.22.04,0.0
Tibet-Central_PV-2022,2025.01.22.08,0.0013119414285714286
Tibet-Central_PV-2022,2025.01.22.12,0.42401557142857144
Tibet-Central_PV-2022,2025.01.22.16,0.4735707142857143
Tibet-Central_PV-2022,2025.01.22.20,0.0
Tibet-Central_PV-2022,2025.02.08.00,0.0
Tibet-Central_PV-2022,2025.02.08.04,0.0
Tibet-Central_PV-2022,2025.02.08.08,0.00839365
Tibet-Central_PV-2022,2025.02.08.12,0.5569042857142856
Tibet-Central_PV-2022,2025.02.08.16,0.5439491428571428
Tibet-Central_PV-2022,2025.02.08.20,0.013376857142857143
Tibet-Central_PV-2022,2025.03.21.00,0.0
Tibet-Central_PV-2022,2025.03.21.04,0.0
Tibet-Central_PV-2022,2025.03.21.08,0.23756503685714286
Tibet-Central_PV-2022,2025.03.21.12,0.631818
Tibet-Central_PV-2022,2025.03.21.16,0.7197628571428571
Tibet-Central_PV-2022,2025.03.21.20,0.13141177714285715
Tibet-Central_PV-2022,2025.04.11.00,0.0
Tibet-Central_PV-2022,2025.04.11.04,0.0
Tibet-Central_PV-2022,2025.04.11.08,0.4322510857142857
Tibet-Central_PV-2022,2025.04.11.12,0.7288032857142858
Tibet-Central_PV-2022,2025.04.11.16,0.6789688571428572
Tibet-Central_PV-2022,2025.04.11.20,0.22398712857142858
Tibet-Central_PV-2022,2025.05.22.00,0.0
Tibet-Central_PV-2022,2025.05.22.04,0.0
Tibet-Central_PV-2022,2025.05.22.08,0.4428311
Tibet-Central_PV-2022,2025.05.22.12,0.8335741428571428
Tibet-Central_PV-2022,2025.05.22.16,0.7434255714285715
Tibet-Central_PV-2022,2025.05.22.20,0.25297408137142857
Tibet-Central_PV-2022,2025.06.16.00,0.0
Tibet-Central_PV-2022,2025.06.16.04,0.0
Tibet-Central_PV-2022,2025.06.16.08,0.38259999032857145
Tibet-Central_PV-2022,2025.06.16.12,0.785616
Tibet-Central_PV-2022,2025.06.16.16,0.7037591428571428
Tibet-Central_PV-2022,2025.06.16.20,0.2908505428571429
Tibet-Central_PV-2022,2025.07.22.00,0.0
Tibet-Central_PV-2022,2025.07.22.04,0.0
Tibet-Central_PV-2022,2025.07.22.08,0.17683714285714286
Tibet-Central_PV-2022,2025.07.22.12,0.5995801428571428
Tibet-Central_PV-2022,2025.07.22.16,0.6608108571428571
Tibet-Central_PV-2022,2025.07.22.20,0.25826139142857146
Tibet-Central_PV-2022,2025.08.19.00,0.0
Tibet-Central_PV-2022,2025.08.19.04,0.0
Tibet-Central_PV-2022,2025.08.19.08,0.20725945714285715
Tibet-Central_PV-2022,2025.08.19.12,0.5865518571428572
Tibet-Central_PV-2022,2025.08.19.16,0.7169917142857143
Tibet-Central_PV-2022,2025.08.19.20,0.13927557271428573
Tibet-Central_PV-2022,2025.09.20.00,0.0
Tibet-Central_PV-2022,2025.09.20.04,0.0
Tibet-Central_PV-2022,2025.09.20.08,0.32264074285714284
Tibet-Central_PV-2022,2025.09.20.12,0.7296825714285714
Tibet-Central_PV-2022,2025.09.20.16,0.7303215714285715
Tibet-Central_PV-2022,2025.09.20.20,0.02559943142857143
Tibet-Central_PV-2022,2025.10.26.00,0.0
Tibet-Central_PV-2022,2025.10.26.04,0.0
Tibet-Central_PV-2022,2025.10.26.08,0.19631394000000002
Tibet-Central_PV-2022,2025.10.26.12,0.6731014285714286
Tibet-Central_PV-2022,2025.10.26.16,0.7410338571428571
Tibet-Central_PV-2022,2025.10.26.20,0.0
Tibet-Central_PV-2022,2025.11.19.00,0.0
Tibet-Central_PV-2022,2025.11.19.04,0.0
Tibet-Central_PV-2022,2025.11.19.08,0.09576585714285714
Tibet-Central_PV-2022,2025.11.19.12,0.6646704285714286
Tibet-Central_PV-2022,2025.11.19.16,0.6504502857142856
Tibet-Central_PV-2022,2025.11.19.20,0.0
Tibet-Central_PV-2022,2025.12.16.00,0.0
Tibet-Central_PV-2022,2025.12.16.04,0.0
Tibet-Central_PV-2022,2025.12.16.08,0.017272367142857143
Tibet-Central_PV-2022,2025.12.16.12,0.637838
Tibet-Central_PV-2022,2025.12.16.16,0.6355104285714285
Tibet-Central_PV-2022,2025.12.16.20,0.0
Tibet-PV-2022,2025.01.22.00,0.0
Tibet-PV-2022,2025.01.22.04,0.0
Tibet-PV-2022,2025.01.22.08,0.0028071488333333335
Tibet-PV-2022,2025.01.22.12,0.47791495
Tibet-PV-2022,2025.01.22.16,0.4999860333333333
Tibet-PV-2022,2025.01.22.20,0.0
Tibet-PV-2022,2025.02.08.00,0.0
Tibet-PV-2022,2025.02.08.04,0.0
Tibet-PV-2022,2025.02.08.08,0.006489658750000001
Tibet-PV-2022,2025.02.08.12,0.5721016666666666
Tibet-PV-2022,2025.02.08.16,0.516686675
Tibet-PV-2022,2025.02.08.20,0.011281316666666666
Tibet-PV-2022,2025.03.21.00,0.0
Tibet-PV-2022,2025.03.21.04,0.0
Tibet-PV-2022,2025.03.21.08,0.0480932
Tibet-PV-2022,2025.03.21.12,0.6160877083333333
Tibet-PV-2022,2025.03.21.16,0.62076035
Tibet-PV-2022,2025.03.21.20,0.017968841666666666
Tibet-PV-2022,2025.04.11.00,0.0
Tibet-PV-2022,2025.04.11.04,0.0
Tibet-PV-2022,2025.04.11.08,0.08064200166666667
Tibet-PV-2022,2025.04.11.12,0.6645326666666667
Tibet-PV-2022,2025.04.11.16,0.5155913416666666
Tibet-PV-2022,2025.04.11.20,0.018773349999999998
Tibet-PV-2022,2025.05.22.00,0.0
Tibet-PV-2022,2025.05.22.04,0.0
Tibet-PV-2022,2025.05.22.08,0.13959620833333333
Tibet-PV-2022,2025.05.22.12,0.7465612500000001
Tibet-PV-2022,2025.05.22.16,0.5493839166666666
Tibet-PV-2022,2025.05.22.20,0.024882895
Tibet-PV-2022,2025.06.16.00,0.0
Tibet-PV-2022,2025.06.16.04,0.0
Tibet-PV-2022,2025.06.16.08,0.11914075833333333
Tibet-PV-2022,2025.06.16.12,0.6730670833333333
Tibet-PV-2022,2025.06.16.16,0.5095216666666667
Tibet-PV-2022,2025.06.16.20,0.029695523333333335
Tibet-PV-2022,2025.07.22.00,0.0
Tibet-PV-2022,2025.07.22.04,0.0
Tibet-PV-2022,2025.07.22.08,0.06855276666666667
Tibet-PV-2022,2025.07.22.12,0.48726433333333335
Tibet-PV-2022,2025.07.22.16,0.5047774166666666
Tibet-PV-2022,2025.07.22.20,0.030486044666666667
Tibet-PV-2022,2025.08.19.00,0.0
Tibet-PV-2022,2025.08.19.04,0.0
Tibet-PV-2022,2025.08.19.08,0.06137005
Tibet-PV-2022,2025.08.19.12,0.4599279333333333
Tibet-PV-2022,2025.08.19.16,0.5636205666666667
Tibet-PV-2022,2025.08.19.20,0.022358143416666667
Tibet-PV-2022,2025.09.20.00,0.0
Tibet-PV-2022,2025.09.20.04,0.0
Tibet-PV-2022,2025.09.20.08,0.08975742416666666
Tibet-PV-2022,2025.09.20.12,0.6975271666666667
Tibet-PV-2022,2025.09.20.16,0.5866085833333333
Tibet-PV-2022,2025.09.20.20,0.002333964166666667
Tibet-PV-2022,2025.10.26.00,0.0
Tibet-PV-2022,2025.10.26.04,0.0
Tibet-PV-2022,2025.10.26.08,0.0964165
Tibet-PV-2022,2025.10.26.12,0.7549899166666667
Tibet-PV-2022,2025.10.26.16,0.6370530916666667
Tibet-PV-2022,2025.10.26.20,0.0
Tibet-PV-2022,2025.11.19.00,0.0
Tibet-PV-2022,2025.11.19.04,0.0
Tibet-PV-2022,2025.11.19.08,0.04316124166666666
Tibet-PV-2022,2025.11.19.12,0.7794355833333334
Tibet-PV-2022,2025.11.19.16,0.592796
Tibet-PV-2022,2025.11.19.20,0.0
Tibet-PV-2022,2025.12.16.00,0.0
Tibet-PV-2022,2025.12.16.04,0.0
Tibet-PV-2022,2025.12.16.08,0.025835386749999998
Tibet-PV-2022,2025.12.16.12,0.8187805
Tibet-PV-2022,2025.12.16.16,0.6121435875
Tibet-PV-2022,2025.12.16.20,0.0
Tibet-Wind-2022,2025.01.22.00,0.0331146
Tibet-Wind-2022,2025.01.22.04,0.0385894
Tibet-Wind-2022,2025.01.22.08,0.0368269
Tibet-Wind-2022,2025.01.22.12,0.0103436
Tibet-Wind-2022,2025.01.22.16,0.0080071
Tibet-Wind-2022,2025.01.22.20,0.0341687
Tibet-Wind-2022,2025.02.08.00,0.10197
Tibet-Wind-2022,2025.02.08.04,0.0999013
Tibet-Wind-2022,2025.02.08.08,0.0984068
Tibet-Wind-2022,2025.02.08.12,0.089323
Tibet-Wind-2022,2025.02.08.16,0.0552495
Tibet-Wind-2022,2025.02.08.20,0.0795926
Tibet-Wind-2022,2025.03.21.00,0.0686626
Tibet-Wind-2022,2025.03.21.04,0.0516894
Tibet-Wind-2022,2025.03.21.08,0.0808521
Tibet-Wind-2022,2025.03.21.12,0.166321
Tibet-Wind-2022,2025.03.21.16,0.191862
Tibet-Wind-2022,2025.03.21.20,0.157835
Tibet-Wind-2022,2025.04.11.00,0.0666812
Tibet-Wind-2022,2025.04.11.04,0.0435243
Tibet-Wind-2022,2025.04.11.08,0.124953
Tibet-Wind-2022,2025.04.11.12,0.151204
Tibet-Wind-2022,2025.04.11.16,0.224749
Tibet-Wind-2022,2025.04.11.20,0.0872802
Tibet-Wind-2022,2025.05.22.00,0.00365509
Tibet-Wind-2022,2025.05.22.04,0.0
Tibet-Wind-2022,2025.05.22.08,0.0
Tibet-Wind-2022,2025.05.22.12,0.0116667
Tibet-Wind-2022,2025.05.22.16,0.0997843
Tibet-Wind-2022,2025.05.22.20,0.0776235
Tibet-Wind-2022,2025.06.16.00,0.0292771
Tibet-Wind-2022,2025.06.16.04,0.0166301
Tibet-Wind-2022,2025.06.16.08,0.0
Tibet-Wind-2022,2025.06.16.12,0.000913232
Tibet-Wind-2022,2025.06.16.16,0.0387105
Tibet-Wind-2022,2025.06.16.20,0.0386831
Tibet-Wind-2022,2025.07.22.00,0.100672
Tibet-Wind-2022,2025.07.22.04,0.0930772
Tibet-Wind-2022,2025.07.22.08,0.0478365
Tibet-Wind-2022,2025.07.22.12,0.0469225
Tibet-Wind-2022,2025.07.22.16,0.048699
Tibet-Wind-2022,2025.07.22.20,0.0414364
Tibet-Wind-2022,2025.08.19.00,0.0392936
Tibet-Wind-2022,2025.08.19.04,0.0482768
Tibet-Wind-2022,2025.08.19.08,0.0230197
Tibet-Wind-2022,2025.08.19.12,0.0465567
Tibet-Wind-2022,2025.08.19.16,0.171753
Tibet-Wind-2022,2025.08.19.20,0.0835066
Tibet-Wind-2022,2025.09.20.00,0.0404302
Tibet-Wind-2022,2025.09.20.04,0.015057
Tibet-Wind-2022,2025.09.20.08,0.0153259
Tibet-Wind-2022,2025.09.20.12,0.03098
Tibet-Wind-2022,2025.09.20.16,0.0782786
Tibet-Wind-2022,2025.09.20.20,0.10599
Tibet-Wind-2022,2025.10.26.00,0.00425402
Tibet-Wind-2022,2025.10.26.04,0.0
Tibet-Wind-2022,2025.10.26.08,0.00127874
Tibet-Wind-2022,2025.10.26.12,0.0
Tibet-Wind-2022,2025.10.26.16,0.0376858
Tibet-Wind-2022,2025.10.26.20,0.0295844
Tibet-Wind-2022,2025.11.19.00,0.17139
Tibet-Wind-2022,2025.11.19.04,0.172405
Tibet-Wind-2022,2025.11.19.08,0.207361
Tibet-Wind-2022,2025.11.19.12,0.215848
Tibet-Wind-2022,2025.11.19.16,0.224534
Tibet-Wind-2022,2025.11.19.20,0.206232
Tibet-Wind-2022,2025.12.16.00,0.236469
Tibet-Wind-2022,2025.12.16.04,0.243184
Tibet-Wind-2022,2025.12.16.08,0.218948
Tibet-Wind-2022,2025.12.16.12,0.193912
Tibet-Wind-2022,2025.12.16.16,0.190256
Tibet-Wind-2022,2025.12.16.20,0.186204
West_Inner_Mongolia-Central_PV-2022,2025.01.22.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.01.22.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.01.22.08,0.059344636086956525
West_Inner_Mongolia-Central_PV-2022,2025.01.22.12,0.38572939130434786
West_Inner_Mongolia-Central_PV-2022,2025.01.22.16,0.19100810434782609
West_Inner_Mongolia-Central_PV-2022,2025.01.22.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.02.08.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.02.08.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.02.08.08,0.07708134608695652
West_Inner_Mongolia-Central_PV-2022,2025.02.08.12,0.3023472173913043
West_Inner_Mongolia-Central_PV-2022,2025.02.08.16,0.24354864782608696
West_Inner_Mongolia-Central_PV-2022,2025.02.08.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.03.21.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.03.21.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.03.21.08,0.30017999130434786
West_Inner_Mongolia-Central_PV-2022,2025.03.21.12,0.6274406086956522
West_Inner_Mongolia-Central_PV-2022,2025.03.21.16,0.5598764782608696
West_Inner_Mongolia-Central_PV-2022,2025.03.21.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.04.11.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.04.11.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.04.11.08,0.3596627043478261
West_Inner_Mongolia-Central_PV-2022,2025.04.11.12,0.6327585652173913
West_Inner_Mongolia-Central_PV-2022,2025.04.11.16,0.3691857
West_Inner_Mongolia-Central_PV-2022,2025.04.11.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.05.22.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.05.22.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.05.22.08,0.6883128391304347
West_Inner_Mongolia-Central_PV-2022,2025.05.22.12,0.6699484782608696
West_Inner_Mongolia-Central_PV-2022,2025.05.22.16,0.5140209956521739
West_Inner_Mongolia-Central_PV-2022,2025.05.22.20,0.000785376695652174
West_Inner_Mongolia-Central_PV-2022,2025.06.16.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.06.16.04,8.05391304347826e-05
West_Inner_Mongolia-Central_PV-2022,2025.06.16.08,0.5482645217391304
West_Inner_Mongolia-Central_PV-2022,2025.06.16.12,0.6227106086956521
West_Inner_Mongolia-Central_PV-2022,2025.06.16.16,0.4866313478260869
West_Inner_Mongolia-Central_PV-2022,2025.06.16.20,2.4123634782608692e-05
West_Inner_Mongolia-Central_PV-2022,2025.07.22.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.07.22.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.07.22.08,0.31219561739130436
West_Inner_Mongolia-Central_PV-2022,2025.07.22.12,0.5807956956521739
West_Inner_Mongolia-Central_PV-2022,2025.07.22.16,0.4056095739130435
West_Inner_Mongolia-Central_PV-2022,2025.07.22.20,0.0011909503478260868
West_Inner_Mongolia-Central_PV-2022,2025.08.19.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.08.19.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.08.19.08,0.5587535652173913
West_Inner_Mongolia-Central_PV-2022,2025.08.19.12,0.614991552173913
West_Inner_Mongolia-Central_PV-2022,2025.08.19.16,0.4188743086956522
West_Inner_Mongolia-Central_PV-2022,2025.08.19.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.09.20.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.09.20.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.09.20.08,0.18130558260869564
West_Inner_Mongolia-Central_PV-2022,2025.09.20.12,0.2576470695652174
West_Inner_Mongolia-Central_PV-2022,2025.09.20.16,0.1792951043478261
West_Inner_Mongolia-Central_PV-2022,2025.09.20.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.10.26.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.10.26.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.10.26.08,0.2578241826086956
West_Inner_Mongolia-Central_PV-2022,2025.10.26.12,0.380836
West_Inner_Mongolia-Central_PV-2022,2025.10.26.16,0.19851219130434786
West_Inner_Mongolia-Central_PV-2022,2025.10.26.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.11.19.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.11.19.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.11.19.08,0.3471090347826087
West_Inner_Mongolia-Central_PV-2022,2025.11.19.12,0.4408173913043478
West_Inner_Mongolia-Central_PV-2022,2025.11.19.16,0.30750771304347824
West_Inner_Mongolia-Central_PV-2022,2025.11.19.20,0.0
West_Inner_Mongolia-Central_PV-2022,2025.12.16.00,0.0
West_Inner_Mongolia-Central_PV-2022,2025.12.16.04,0.0
West_Inner_Mongolia-Central_PV-2022,2025.12.16.08,0.14728127391304346
West_Inner_Mongolia-Central_PV-2022,2025.12.16.12,0.40246078260869567
West_Inner_Mongolia-Central_PV-2022,2025.12.16.16,0.26283352608695654
West_Inner_Mongolia-Central_PV-2022,2025.12.16.20,0.0
West_Inner_Mongolia-PV-2022,2025.01.22.00,0.0
West_Inner_Mongolia-PV-2022,2025.01.22.04,0.0
West_Inner_Mongolia-PV-2022,2025.01.22.08,0.04872778233333333
West_Inner_Mongolia-PV-2022,2025.01.22.12,0.5970934333333333
West_Inner_Mongolia-PV-2022,2025.01.22.16,0.15940442999999999
West_Inner_Mongolia-PV-2022,2025.01.22.20,0.0
West_Inner_Mongolia-PV-2022,2025.02.08.00,0.0
West_Inner_Mongolia-PV-2022,2025.02.08.04,0.0
West_Inner_Mongolia-PV-2022,2025.02.08.08,0.05343029866666667
West_Inner_Mongolia-PV-2022,2025.02.08.12,0.36546483333333335
West_Inner_Mongolia-PV-2022,2025.02.08.16,0.20195355666666667
West_Inner_Mongolia-PV-2022,2025.02.08.20,0.0
West_Inner_Mongolia-PV-2022,2025.03.21.00,0.0
West_Inner_Mongolia-PV-2022,2025.03.21.04,0.0
West_Inner_Mongolia-PV-2022,2025.03.21.08,0.18153914999999998
West_Inner_Mongolia-PV-2022,2025.03.21.12,0.7512889666666667
West_Inner_Mongolia-PV-2022,2025.03.21.16,0.3771535333333333
West_Inner_Mongolia-PV-2022,2025.03.21.20,0.0
West_Inner_Mongolia-PV-2022,2025.04.11.00,0.0
West_Inner_Mongolia-PV-2022,2025.04.11.04,0.0
West_Inner_Mongolia-PV-2022,2025.04.11.08,0.23322646333333333
West_Inner_Mongolia-PV-2022,2025.04.11.12,0.6959509666666667
West_Inner_Mongolia-PV-2022,2025.04.11.16,0.26207613
West_Inner_Mongolia-PV-2022,2025.04.11.20,0.0
West_Inner_Mongolia-PV-2022,2025.05.22.00,0.0
West_Inner_Mongolia-PV-2022,2025.05.22.04,0.0
West_Inner_Mongolia-PV-2022,2025.05.22.08,0.36580824333333334
West_Inner_Mongolia-PV-2022,2025.05.22.12,0.6400235333333334
West_Inner_Mongolia-PV-2022,2025.05.22.16,0.2999408333333333
West_Inner_Mongolia-PV-2022,2025.05.22.20,0.0
West_Inner_Mongolia-PV-2022,2025.06.16.00,0.0
West_Inner_Mongolia-PV-2022,2025.06.16.04,0.0
West_Inner_Mongolia-PV-2022,2025.06.16.08,0.3049754333333333
West_Inner_Mongolia-PV-2022,2025.06.16.12,0.5971322800000001
West_Inner_Mongolia-PV-2022,2025.06.16.16,0.30354173333333334
West_Inner_Mongolia-PV-2022,2025.06.16.20,0.0
West_Inner_Mongolia-PV-2022,2025.07.22.00,0.0
West_Inner_Mongolia-PV-2022,2025.07.22.04,0.0
West_Inner_Mongolia-PV-2022,2025.07.22.08,0.17814485666666666
West_Inner_Mongolia-PV-2022,2025.07.22.12,0.5402005333333334
West_Inner_Mongolia-PV-2022,2025.07.22.16,0.27273422
West_Inner_Mongolia-PV-2022,2025.07.22.20,1.3978833333333332e-05
West_Inner_Mongolia-PV-2022,2025.08.19.00,0.0
West_Inner_Mongolia-PV-2022,2025.08.19.04,0.0
West_Inner_Mongolia-PV-2022,2025.08.19.08,0.31363132
West_Inner_Mongolia-PV-2022,2025.08.19.12,0.65160242
West_Inner_Mongolia-PV-2022,2025.08.19.16,0.26444865
West_Inner_Mongolia-PV-2022,2025.08.19.20,0.0
West_Inner_Mongolia-PV-2022,2025.09.20.00,0.0
West_Inner_Mongolia-PV-2022,2025.09.20.04,0.0
West_Inner_Mongolia-PV-2022,2025.09.20.08,0.14140898
West_Inner_Mongolia-PV-2022,2025.09.20.12,0.29192932000000005
West_Inner_Mongolia-PV-2022,2025.09.20.16,0.13700742666666665
West_Inner_Mongolia-PV-2022,2025.09.20.20,0.0
West_Inner_Mongolia-PV-2022,2025.10.26.00,0.0
West_Inner_Mongolia-PV-2022,2025.10.26.04,0.0
West_Inner_Mongolia-PV-2022,2025.10.26.08,0.20653121666666668
West_Inner_Mongolia-PV-2022,2025.10.26.12,0.48760400000000004
West_Inner_Mongolia-PV-2022,2025.10.26.16,0.13635096
West_Inner_Mongolia-PV-2022,2025.10.26.20,0.0
West_Inner_Mongolia-PV-2022,2025.11.19.00,0.0
West_Inner_Mongolia-PV-2022,2025.11.19.04,0.0
West_Inner_Mongolia-PV-2022,2025.11.19.08,0.2611841333333333
West_Inner_Mongolia-PV-2022,2025.11.19.12,0.7495013666666667
West_Inner_Mongolia-PV-2022,2025.11.19.16,0.20082931
West_Inner_Mongolia-PV-2022,2025.11.19.20,0.0
West_Inner_Mongolia-PV-2022,2025.12.16.00,0.0
West_Inner_Mongolia-PV-2022,2025.12.16.04,0.0
West_Inner_Mongolia-PV-2022,2025.12.16.08,0.10860415500000001
West_Inner_Mongolia-PV-2022,2025.12.16.12,0.7327261
West_Inner_Mongolia-PV-2022,2025.12.16.16,0.19545164333333334
West_Inner_Mongolia-PV-2022,2025.12.16.20,0.0
West_Inner_Mongolia-Wind-2022,2025.01.22.00,0.0688843
West_Inner_Mongolia-Wind-2022,2025.01.22.04,0.10889
West_Inner_Mongolia-Wind-2022,2025.01.22.08,0.0537102
West_Inner_Mongolia-Wind-2022,2025.01.22.12,0.026298900000000004
West_Inner_Mongolia-Wind-2022,2025.01.22.16,0.0324237
West_Inner_Mongolia-Wind-2022,2025.01.22.20,0.00928588
West_Inner_Mongolia-Wind-2022,2025.02.08.00,0.12410999999999998
West_Inner_Mongolia-Wind-2022,2025.02.08.04,0.1244
West_Inner_Mongolia-Wind-2022,2025.02.08.08,0.115225
West_Inner_Mongolia-Wind-2022,2025.02.08.12,0.0676229
West_Inner_Mongolia-Wind-2022,2025.02.08.16,0.07403
West_Inner_Mongolia-Wind-2022,2025.02.08.20,0.0648768
West_Inner_Mongolia-Wind-2022,2025.03.21.00,0.24943200000000001
West_Inner_Mongolia-Wind-2022,2025.03.21.04,0.21531899999999998
West_Inner_Mongolia-Wind-2022,2025.03.21.08,0.24424
West_Inner_Mongolia-Wind-2022,2025.03.21.12,0.169335
West_Inner_Mongolia-Wind-2022,2025.03.21.16,0.149674
West_Inner_Mongolia-Wind-2022,2025.03.21.20,0.160658
West_Inner_Mongolia-Wind-2022,2025.04.11.00,0.202494
West_Inner_Mongolia-Wind-2022,2025.04.11.04,0.152512
West_Inner_Mongolia-Wind-2022,2025.04.11.08,0.141355
West_Inner_Mongolia-Wind-2022,2025.04.11.12,0.0640685
West_Inner_Mongolia-Wind-2022,2025.04.11.16,0.0677975
West_Inner_Mongolia-Wind-2022,2025.04.11.20,0.124529
West_Inner_Mongolia-Wind-2022,2025.05.22.00,0.231494
West_Inner_Mongolia-Wind-2022,2025.05.22.04,0.12480500000000001
West_Inner_Mongolia-Wind-2022,2025.05.22.08,0.0076897300000000005
West_Inner_Mongolia-Wind-2022,2025.05.22.12,0.0573075
West_Inner_Mongolia-Wind-2022,2025.05.22.16,0.0714441
West_Inner_Mongolia-Wind-2022,2025.05.22.20,0.048969
West_Inner_Mongolia-Wind-2022,2025.06.16.00,0.21263899999999997
West_Inner_Mongolia-Wind-2022,2025.06.16.04,0.0908672
West_Inner_Mongolia-Wind-2022,2025.06.16.08,0.0302873
West_Inner_Mongolia-Wind-2022,2025.06.16.12,0.0148713
West_Inner_Mongolia-Wind-2022,2025.06.16.16,0.031192900000000003
West_Inner_Mongolia-Wind-2022,2025.06.16.20,0.11630699999999998
West_Inner_Mongolia-Wind-2022,2025.07.22.00,0.0950723
West_Inner_Mongolia-Wind-2022,2025.07.22.04,0.0571789
West_Inner_Mongolia-Wind-2022,2025.07.22.08,0.0161648
West_Inner_Mongolia-Wind-2022,2025.07.22.12,0.0371214
West_Inner_Mongolia-Wind-2022,2025.07.22.16,0.0478964
West_Inner_Mongolia-Wind-2022,2025.07.22.20,0.0352194
West_Inner_Mongolia-Wind-2022,2025.08.19.00,0.157138
West_Inner_Mongolia-Wind-2022,2025.08.19.04,0.086656
West_Inner_Mongolia-Wind-2022,2025.08.19.08,0.0739985
West_Inner_Mongolia-Wind-2022,2025.08.19.12,0.104779
West_Inner_Mongolia-Wind-2022,2025.08.19.16,0.0866912
West_Inner_Mongolia-Wind-2022,2025.08.19.20,0.059048
West_Inner_Mongolia-Wind-2022,2025.09.20.00,0.0292595
West_Inner_Mongolia-Wind-2022,2025.09.20.04,0.0216479
West_Inner_Mongolia-Wind-2022,2025.09.20.08,0.0736273
West_Inner_Mongolia-Wind-2022,2025.09.20.12,0.118072
West_Inner_Mongolia-Wind-2022,2025.09.20.16,0.135873
West_Inner_Mongolia-Wind-2022,2025.09.20.20,0.10466
West_Inner_Mongolia-Wind-2022,2025.10.26.00,0.161542
West_Inner_Mongolia-Wind-2022,2025.10.26.04,0.099619
West_Inner_Mongolia-Wind-2022,2025.10.26.08,0.0693032
West_Inner_Mongolia-Wind-2022,2025.10.26.12,0.065628
West_Inner_Mongolia-Wind-2022,2025.10.26.16,0.081697
West_Inner_Mongolia-Wind-2022,2025.10.26.20,0.06027239999999999
West_Inner_Mongolia-Wind-2022,2025.11.19.00,0.096496
West_Inner_Mongolia-Wind-2022,2025.11.19.04,0.112758
West_Inner_Mongolia-Wind-2022,2025.11.19.08,0.178344
West_Inner_Mongolia-Wind-2022,2025.11.19.12,0.134218
West_Inner_Mongolia-Wind-2022,2025.11.19.16,0.0934367
West_Inner_Mongolia-Wind-2022,2025.11.19.20,0.122354
West_Inner_Mongolia-Wind-2022,2025.12.16.00,0.201511
West_Inner_Mongolia-Wind-2022,2025.12.16.04,0.225443
West_Inner_Mongolia-Wind-2022,2025.12.16.08,0.190177
West_Inner_Mongolia-Wind-2022,2025.12.16.12,0.237576
West_Inner_Mongolia-Wind-2022,2025.12.16.16,0.24285600000000002
West_Inner_Mongolia-Wind-2022,2025.12.16.20,0.230411
Xinjiang-Central_PV-2022,2025.01.22.00,0.0
Xinjiang-Central_PV-2022,2025.01.22.04,0.0
Xinjiang-Central_PV-2022,2025.01.22.08,0.0
Xinjiang-Central_PV-2022,2025.01.22.12,0.34017292857142856
Xinjiang-Central_PV-2022,2025.01.22.16,0.27624086666666664
Xinjiang-Central_PV-2022,2025.01.22.20,0.0
Xinjiang-Central_PV-2022,2025.02.08.00,0.0
Xinjiang-Central_PV-2022,2025.02.08.04,0.0
Xinjiang-Central_PV-2022,2025.02.08.08,0.0
Xinjiang-Central_PV-2022,2025.02.08.12,0.33560404761904766
Xinjiang-Central_PV-2022,2025.02.08.16,0.29193511904761904
Xinjiang-Central_PV-2022,2025.02.08.20,0.0
Xinjiang-Central_PV-2022,2025.03.21.00,0.0
Xinjiang-Central_PV-2022,2025.03.21.04,0.0
Xinjiang-Central_PV-2022,2025.03.21.08,0.028504005761904764
Xinjiang-Central_PV-2022,2025.03.21.12,0.533217238095238
