GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Gansu-Central_PV-2022,2025.08.19.20,0.0009204857647058825
Gansu-Central_PV-2022,2025.09.20.00,0.0
Gansu-Central_PV-2022,2025.09.20.04,0.0
Gansu-Central_PV-2022,2025.09.20.08,0.15579914705882353
Gansu-Central_PV-2022,2025.09.20.12,0.42768823529411765
Gansu-Central_PV-2022,2025.09.20.16,0.42280188235294114
Gansu-Central_PV-2022,2025.09.20.20,0.0
Gansu-Central_PV-2022,2025.10.26.00,0.0
Gansu-Central_PV-2022,2025.10.26.04,0.0
Gansu-Central_PV-2022,2025.10.26.08,0.1702799294117647
Gansu-Central_PV-2022,2025.10.26.12,0.41806515294117647
Gansu-Central_PV-2022,2025.10.26.16,0.38837085294117646
Gansu-Central_PV-2022,2025.10.26.20,0.0
Gansu-Central_PV-2022,2025.11.19.00,0.0
Gansu-Central_PV-2022,2025.11.19.04,0.0
Gansu-Central_PV-2022,2025.11.19.08,0.11151523176470589
Gansu-Central_PV-2022,2025.11.19.12,0.4038070588235294
Gansu-Central_PV-2022,2025.11.19.16,0.2853828352941176
Gansu-Central_PV-2022,2025.11.19.20,0.0
Gansu-Central_PV-2022,2025.12.16.00,0.0
Gansu-Central_PV-2022,2025.12.16.04,0.0
Gansu-Central_PV-2022,2025.12.16.08,0.04232189647058823
Gansu-Central_PV-2022,2025.12.16.12,0.38670511764705884
Gansu-Central_PV-2022,2025.12.16.16,0.33483494117647056
Gansu-Central_PV-2022,2025.12.16.20,0.0
Gansu-PV-2022,2025.01.22.00,0.0
Gansu-PV-2022,2025.01.22.04,0.0
Gansu-PV-2022,2025.01.22.08,0.0031942855
Gansu-PV-2022,2025.01.22.12,0.5277729944444445
Gansu-PV-2022,2025.01.22.16,0.3068195
Gansu-PV-2022,2025.01.22.20,0.0
Gansu-PV-2022,2025.02.08.00,0.0
Gansu-PV-2022,2025.02.08.04,0.0
Gansu-PV-2022,2025.02.08.08,0.009417656666666666
Gansu-PV-2022,2025.02.08.12,0.5088620555555555
Gansu-PV-2022,2025.02.08.16,0.3361938888888889
Gansu-PV-2022,2025.02.08.20,0.0
Gansu-PV-2022,2025.03.21.00,0.0
Gansu-PV-2022,2025.03.21.04,0.0
Gansu-PV-2022,2025.03.21.08,0.08685193888888888
Gansu-PV-2022,2025.03.21.12,0.5272161888888889
Gansu-PV-2022,2025.03.21.16,0.31903269444444443
Gansu-PV-2022,2025.03.21.20,0.0
Gansu-PV-2022,2025.04.11.00,0.0
Gansu-PV-2022,2025.04.11.04,0.0
Gansu-PV-2022,2025.04.11.08,0.09996766111111112
Gansu-PV-2022,2025.04.11.12,0.44434244444444443
Gansu-PV-2022,2025.04.11.16,0.3718670388888889
Gansu-PV-2022,2025.04.11.20,0.0
Gansu-PV-2022,2025.05.22.00,0.0
Gansu-PV-2022,2025.05.22.04,0.0
Gansu-PV-2022,2025.05.22.08,0.16381695555555556
Gansu-PV-2022,2025.05.22.12,0.40367844444444445
Gansu-PV-2022,2025.05.22.16,0.28043844444444443
Gansu-PV-2022,2025.05.22.20,0.0008014955555555555
Gansu-PV-2022,2025.06.16.00,0.0
Gansu-PV-2022,2025.06.16.04,0.0
Gansu-PV-2022,2025.06.16.08,0.15479573888888887
Gansu-PV-2022,2025.06.16.12,0.6346368888888888
Gansu-PV-2022,2025.06.16.16,0.38990583333333334
Gansu-PV-2022,2025.06.16.20,0.002518057222222222
Gansu-PV-2022,2025.07.22.00,0.0
Gansu-PV-2022,2025.07.22.04,0.0
Gansu-PV-2022,2025.07.22.08,0.1870671111111111
Gansu-PV-2022,2025.07.22.12,0.6907323888888889
Gansu-PV-2022,2025.07.22.16,0.46281872222222226
Gansu-PV-2022,2025.07.22.20,0.0035963699999999998
Gansu-PV-2022,2025.08.19.00,0.0
Gansu-PV-2022,2025.08.19.04,0.0
Gansu-PV-2022,2025.08.19.08,0.10807002222222223
Gansu-PV-2022,2025.08.19.12,0.3345636111111111
Gansu-PV-2022,2025.08.19.16,0.2570675611111111
Gansu-PV-2022,2025.08.19.20,0.0
Gansu-PV-2022,2025.09.20.00,0.0
Gansu-PV-2022,2025.09.20.04,0.0
Gansu-PV-2022,2025.09.20.08,0.07506897222222222
Gansu-PV-2022,2025.09.20.12,0.43647877777777777
Gansu-PV-2022,2025.09.20.16,0.3218642222222222
Gansu-PV-2022,2025.09.20.20,0.0
Gansu-PV-2022,2025.10.26.00,0.0
Gansu-PV-2022,2025.10.26.04,0.0
Gansu-PV-2022,2025.10.26.08,0.10310263888888888
Gansu-PV-2022,2025.10.26.12,0.5399806611111111
Gansu-PV-2022,2025.10.26.16,0.2964177777777778
Gansu-PV-2022,2025.10.26.20,0.0
Gansu-PV-2022,2025.11.19.00,0.0
Gansu-PV-2022,2025.11.19.04,0.0
Gansu-PV-2022,2025.11.19.08,0.072506218
Gansu-PV-2022,2025.11.19.12,0.5805343888888889
Gansu-PV-2022,2025.11.19.16,0.2330950587222222
Gansu-PV-2022,2025.11.19.20,0.0
Gansu-PV-2022,2025.12.16.00,0.0
Gansu-PV-2022,2025.12.16.04,0.0
Gansu-PV-2022,2025.12.16.08,0.03836575027777778
Gansu-PV-2022,2025.12.16.12,0.6134542222222222
Gansu-PV-2022,2025.12.16.16,0.29090511999999996
Gansu-PV-2022,2025.12.16.20,0.0
Gansu-Wind-2022,2025.01.22.00,0.0668188
Gansu-Wind-2022,2025.01.22.04,0.0502254
Gansu-Wind-2022,2025.01.22.08,0.0259791
Gansu-Wind-2022,2025.01.22.12,0.0
Gansu-Wind-2022,2025.01.22.16,0.0170069
Gansu-Wind-2022,2025.01.22.20,0.0860921
Gansu-Wind-2022,2025.02.08.00,0.106433
Gansu-Wind-2022,2025.02.08.04,0.117545
Gansu-Wind-2022,2025.02.08.08,0.107738
Gansu-Wind-2022,2025.02.08.12,0.0733069
Gansu-Wind-2022,2025.02.08.16,0.0526644
Gansu-Wind-2022,2025.02.08.20,0.055325599999999996
Gansu-Wind-2022,2025.03.21.00,0.330324
Gansu-Wind-2022,2025.03.21.04,0.247648
Gansu-Wind-2022,2025.03.21.08,0.12172800000000002
Gansu-Wind-2022,2025.03.21.12,0.125537
Gansu-Wind-2022,2025.03.21.16,0.141355
Gansu-Wind-2022,2025.03.21.20,0.170045
Gansu-Wind-2022,2025.04.11.00,0.090928
Gansu-Wind-2022,2025.04.11.04,0.0333353
Gansu-Wind-2022,2025.04.11.08,0.0301328
Gansu-Wind-2022,2025.04.11.12,0.0130169
Gansu-Wind-2022,2025.04.11.16,0.0546381
Gansu-Wind-2022,2025.04.11.20,0.236053
Gansu-Wind-2022,2025.05.22.00,0.11949400000000002
Gansu-Wind-2022,2025.05.22.04,0.101128
Gansu-Wind-2022,2025.05.22.08,0.026536699999999996
Gansu-Wind-2022,2025.05.22.12,0.0262103
Gansu-Wind-2022,2025.05.22.16,0.0292284
Gansu-Wind-2022,2025.05.22.20,0.0380289
Gansu-Wind-2022,2025.06.16.00,0.128061
Gansu-Wind-2022,2025.06.16.04,0.0702017
Gansu-Wind-2022,2025.06.16.08,0.0201831
Gansu-Wind-2022,2025.06.16.12,0.00292102
Gansu-Wind-2022,2025.06.16.16,0.013287200000000002
Gansu-Wind-2022,2025.06.16.20,0.070399
Gansu-Wind-2022,2025.07.22.00,0.150422
Gansu-Wind-2022,2025.07.22.04,0.0920656
Gansu-Wind-2022,2025.07.22.08,0.0514887
Gansu-Wind-2022,2025.07.22.12,0.0552218
Gansu-Wind-2022,2025.07.22.16,0.102739
Gansu-Wind-2022,2025.07.22.20,0.0922878
Gansu-Wind-2022,2025.08.19.00,0.161127
Gansu-Wind-2022,2025.08.19.04,0.10412
Gansu-Wind-2022,2025.08.19.08,0.0632513
Gansu-Wind-2022,2025.08.19.12,0.0621563
Gansu-Wind-2022,2025.08.19.16,0.0590263
Gansu-Wind-2022,2025.08.19.20,0.05858329999999999
Gansu-Wind-2022,2025.09.20.00,0.137848
Gansu-Wind-2022,2025.09.20.04,0.144781
Gansu-Wind-2022,2025.09.20.08,0.147497
Gansu-Wind-2022,2025.09.20.12,0.122363
Gansu-Wind-2022,2025.09.20.16,0.139783
Gansu-Wind-2022,2025.09.20.20,0.18113
Gansu-Wind-2022,2025.10.26.00,0.146012
Gansu-Wind-2022,2025.10.26.04,0.107815
Gansu-Wind-2022,2025.10.26.08,0.0449166
Gansu-Wind-2022,2025.10.26.12,0.0152717
Gansu-Wind-2022,2025.10.26.16,0.0208795
Gansu-Wind-2022,2025.10.26.20,0.0278497
Gansu-Wind-2022,2025.11.19.00,0.0978928
Gansu-Wind-2022,2025.11.19.04,0.0952984
Gansu-Wind-2022,2025.11.19.08,0.116
Gansu-Wind-2022,2025.11.19.12,0.0902232
Gansu-Wind-2022,2025.11.19.16,0.103623
Gansu-Wind-2022,2025.11.19.20,0.159682
Gansu-Wind-2022,2025.12.16.00,0.23911500000000002
Gansu-Wind-2022,2025.12.16.04,0.251583
Gansu-Wind-2022,2025.12.16.08,0.228506
Gansu-Wind-2022,2025.12.16.12,0.231477
Gansu-Wind-2022,2025.12.16.16,0.257283
Gansu-Wind-2022,2025.12.16.20,0.304587
Guangdong-Central_PV-2022,2025.01.22.00,0.0
Guangdong-Central_PV-2022,2025.01.22.04,0.0
Guangdong-Central_PV-2022,2025.01.22.08,0.03233500714285714
Guangdong-Central_PV-2022,2025.01.22.12,0.36326785714285714
Guangdong-Central_PV-2022,2025.01.22.16,0.19057502142857144
Guangdong-Central_PV-2022,2025.01.22.20,0.0
Guangdong-Central_PV-2022,2025.02.08.00,0.0
Guangdong-Central_PV-2022,2025.02.08.04,0.0
Guangdong-Central_PV-2022,2025.02.08.08,0.2806812142857143
Guangdong-Central_PV-2022,2025.02.08.12,0.503659
Guangdong-Central_PV-2022,2025.02.08.16,0.30019192857142857
Guangdong-Central_PV-2022,2025.02.08.20,0.0
Guangdong-Central_PV-2022,2025.03.21.00,0.0
Guangdong-Central_PV-2022,2025.03.21.04,0.0
Guangdong-Central_PV-2022,2025.03.21.08,0.12939172142857142
Guangdong-Central_PV-2022,2025.03.21.12,0.30114478571428577
Guangdong-Central_PV-2022,2025.03.21.16,0.08108102142857143
Guangdong-Central_PV-2022,2025.03.21.20,0.0
Guangdong-Central_PV-2022,2025.04.11.00,0.0
Guangdong-Central_PV-2022,2025.04.11.04,0.0
Guangdong-Central_PV-2022,2025.04.11.08,0.26987
Guangdong-Central_PV-2022,2025.04.11.12,0.3912451428571429
Guangdong-Central_PV-2022,2025.04.11.16,0.18944810714285715
Guangdong-Central_PV-2022,2025.04.11.20,0.0
Guangdong-Central_PV-2022,2025.05.22.00,0.0
Guangdong-Central_PV-2022,2025.05.22.04,0.0
Guangdong-Central_PV-2022,2025.05.22.08,0.5415621642857144
Guangdong-Central_PV-2022,2025.05.22.12,0.7172570714285714
Guangdong-Central_PV-2022,2025.05.22.16,0.5923512857142857
Guangdong-Central_PV-2022,2025.05.22.20,0.0
Guangdong-Central_PV-2022,2025.06.16.00,0.0
Guangdong-Central_PV-2022,2025.06.16.04,0.0
Guangdong-Central_PV-2022,2025.06.16.08,0.16620409285714285
Guangdong-Central_PV-2022,2025.06.16.12,0.2911760785714286
Guangdong-Central_PV-2022,2025.06.16.16,0.07310310714285714
Guangdong-Central_PV-2022,2025.06.16.20,0.0
Guangdong-Central_PV-2022,2025.07.22.00,0.0
Guangdong-Central_PV-2022,2025.07.22.04,0.0
Guangdong-Central_PV-2022,2025.07.22.08,0.24946711428571428
Guangdong-Central_PV-2022,2025.07.22.12,0.31470378571428576
Guangdong-Central_PV-2022,2025.07.22.16,0.23331185714285715
Guangdong-Central_PV-2022,2025.07.22.20,0.0
Guangdong-Central_PV-2022,2025.08.19.00,0.0
Guangdong-Central_PV-2022,2025.08.19.04,0.0
Guangdong-Central_PV-2022,2025.08.19.08,0.07637160714285714
Guangdong-Central_PV-2022,2025.08.19.12,0.21393207142857143
Guangdong-Central_PV-2022,2025.08.19.16,0.07793592142857143
Guangdong-Central_PV-2022,2025.08.19.20,0.0
Guangdong-Central_PV-2022,2025.09.20.00,0.0
Guangdong-Central_PV-2022,2025.09.20.04,0.0
Guangdong-Central_PV-2022,2025.09.20.08,0.38657774285714286
Guangdong-Central_PV-2022,2025.09.20.12,0.6636710714285714
Guangdong-Central_PV-2022,2025.09.20.16,0.4074102142857143
Guangdong-Central_PV-2022,2025.09.20.20,0.0
Guangdong-Central_PV-2022,2025.10.26.00,0.0
Guangdong-Central_PV-2022,2025.10.26.04,0.0
Guangdong-Central_PV-2022,2025.10.26.08,0.42529007142857145
Guangdong-Central_PV-2022,2025.10.26.12,0.6037579285714286
Guangdong-Central_PV-2022,2025.10.26.16,0.23510114285714284
Guangdong-Central_PV-2022,2025.10.26.20,0.0
Guangdong-Central_PV-2022,2025.11.19.00,0.0
Guangdong-Central_PV-2022,2025.11.19.04,0.0
Guangdong-Central_PV-2022,2025.11.19.08,0.2585978214285714
Guangdong-Central_PV-2022,2025.11.19.12,0.4498320714285714
Guangdong-Central_PV-2022,2025.11.19.16,0.15158705714285717
Guangdong-Central_PV-2022,2025.11.19.20,0.0
Guangdong-Central_PV-2022,2025.12.16.00,0.0
Guangdong-Central_PV-2022,2025.12.16.04,0.0
Guangdong-Central_PV-2022,2025.12.16.08,0.2411168142857143
Guangdong-Central_PV-2022,2025.12.16.12,0.4738610714285714
Guangdong-Central_PV-2022,2025.12.16.16,0.17540985714285715
Guangdong-Central_PV-2022,2025.12.16.20,0.0
Guangdong-PV-2022,2025.01.22.00,0.0
Guangdong-PV-2022,2025.01.22.04,0.0
Guangdong-PV-2022,2025.01.22.08,0.031304705
Guangdong-PV-2022,2025.01.22.12,0.390707125
Guangdong-PV-2022,2025.01.22.16,0.14964484375
Guangdong-PV-2022,2025.01.22.20,0.0
Guangdong-PV-2022,2025.02.08.00,0.0
Guangdong-PV-2022,2025.02.08.04,0.0
Guangdong-PV-2022,2025.02.08.08,0.1821605625
Guangdong-PV-2022,2025.02.08.12,0.5515840625
Guangdong-PV-2022,2025.02.08.16,0.21844159375
Guangdong-PV-2022,2025.02.08.20,0.0
Guangdong-PV-2022,2025.03.21.00,0.0
Guangdong-PV-2022,2025.03.21.04,0.0
Guangdong-PV-2022,2025.03.21.08,0.1127408625
Guangdong-PV-2022,2025.03.21.12,0.2948262875
Guangdong-PV-2022,2025.03.21.16,0.08252076875
Guangdong-PV-2022,2025.03.21.20,0.0
Guangdong-PV-2022,2025.04.11.00,0.0
Guangdong-PV-2022,2025.04.11.04,0.0
Guangdong-PV-2022,2025.04.11.08,0.20112125
Guangdong-PV-2022,2025.04.11.12,0.3779579375
Guangdong-PV-2022,2025.04.11.16,0.15163628125
Guangdong-PV-2022,2025.04.11.20,0.0
Guangdong-PV-2022,2025.05.22.00,0.0
Guangdong-PV-2022,2025.05.22.04,0.0
Guangdong-PV-2022,2025.05.22.08,0.32362668125
Guangdong-PV-2022,2025.05.22.12,0.6666654375
Guangdong-PV-2022,2025.05.22.16,0.3173594375
Guangdong-PV-2022,2025.05.22.20,0.0
Guangdong-PV-2022,2025.06.16.00,0.0
Guangdong-PV-2022,2025.06.16.04,0.0
Guangdong-PV-2022,2025.06.16.08,0.14346924375
Guangdong-PV-2022,2025.06.16.12,0.26817179375
Guangdong-PV-2022,2025.06.16.16,0.07462499375
Guangdong-PV-2022,2025.06.16.20,0.0
Guangdong-PV-2022,2025.07.22.00,0.0
Guangdong-PV-2022,2025.07.22.04,0.0
Guangdong-PV-2022,2025.07.22.08,0.1726066125
Guangdong-PV-2022,2025.07.22.12,0.292880625
Guangdong-PV-2022,2025.07.22.16,0.18468975
Guangdong-PV-2022,2025.07.22.20,0.0
Guangdong-PV-2022,2025.08.19.00,0.0
Guangdong-PV-2022,2025.08.19.04,0.0
Guangdong-PV-2022,2025.08.19.08,0.07733003125
Guangdong-PV-2022,2025.08.19.12,0.2001114375
Guangdong-PV-2022,2025.08.19.16,0.07700778125
Guangdong-PV-2022,2025.08.19.20,0.0
Guangdong-PV-2022,2025.09.20.00,0.0
Guangdong-PV-2022,2025.09.20.04,0.0
Guangdong-PV-2022,2025.09.20.08,0.26500049999999997
Guangdong-PV-2022,2025.09.20.12,0.6794253125
Guangdong-PV-2022,2025.09.20.16,0.24663337500000002
Guangdong-PV-2022,2025.09.20.20,0.0
Guangdong-PV-2022,2025.10.26.00,0.0
Guangdong-PV-2022,2025.10.26.04,0.0
Guangdong-PV-2022,2025.10.26.08,0.3031811875
Guangdong-PV-2022,2025.10.26.12,0.665142375
Guangdong-PV-2022,2025.10.26.16,0.14728599375
Guangdong-PV-2022,2025.10.26.20,0.0
Guangdong-PV-2022,2025.11.19.00,0.0
Guangdong-PV-2022,2025.11.19.04,0.0
Guangdong-PV-2022,2025.11.19.08,0.19496771875
Guangdong-PV-2022,2025.11.19.12,0.5058200625
Guangdong-PV-2022,2025.11.19.16,0.10320135
Guangdong-PV-2022,2025.11.19.20,0.0
Guangdong-PV-2022,2025.12.16.00,0.0
Guangdong-PV-2022,2025.12.16.04,0.0
Guangdong-PV-2022,2025.12.16.08,0.180224
Guangdong-PV-2022,2025.12.16.12,0.557493625
Guangdong-PV-2022,2025.12.16.16,0.1219881875
Guangdong-PV-2022,2025.12.16.20,0.0
Guangdong-Wind-2022,2025.01.22.00,0.18109508695652177
Guangdong-Wind-2022,2025.01.22.04,0.11869791304347826
Guangdong-Wind-2022,2025.01.22.08,0.06003375652173913
Guangdong-Wind-2022,2025.01.22.12,0.015656773913043476
Guangdong-Wind-2022,2025.01.22.16,0.004143037217391304
Guangdong-Wind-2022,2025.01.22.20,0.002185636956521739
Guangdong-Wind-2022,2025.02.08.00,0.058701182608695654
Guangdong-Wind-2022,2025.02.08.04,0.055840417391304346
Guangdong-Wind-2022,2025.02.08.08,0.05627781739130435
Guangdong-Wind-2022,2025.02.08.12,0.0396505
Guangdong-Wind-2022,2025.02.08.16,0.0454858
Guangdong-Wind-2022,2025.02.08.20,0.10688460869565218
Guangdong-Wind-2022,2025.03.21.00,0.1716081304347826
Guangdong-Wind-2022,2025.03.21.04,0.2178364347826087
Guangdong-Wind-2022,2025.03.21.08,0.23089195652173916
Guangdong-Wind-2022,2025.03.21.12,0.17851039130434782
Guangdong-Wind-2022,2025.03.21.16,0.18843378260869564
Guangdong-Wind-2022,2025.03.21.20,0.16847322608695653
Guangdong-Wind-2022,2025.04.11.00,0.10744031304347827
Guangdong-Wind-2022,2025.04.11.04,0.09867055652173913
Guangdong-Wind-2022,2025.04.11.08,0.1472809
Guangdong-Wind-2022,2025.04.11.12,0.1470869
Guangdong-Wind-2022,2025.04.11.16,0.17284572173913043
Guangdong-Wind-2022,2025.04.11.20,0.18159113913043481
Guangdong-Wind-2022,2025.05.22.00,0.1153176347826087
Guangdong-Wind-2022,2025.05.22.04,0.12566379130434782
Guangdong-Wind-2022,2025.05.22.08,0.07246598260869565
Guangdong-Wind-2022,2025.05.22.12,0.06369986956521738
Guangdong-Wind-2022,2025.05.22.16,0.08866247391304348
Guangdong-Wind-2022,2025.05.22.20,0.12087548260869566
Guangdong-Wind-2022,2025.06.16.00,0.030837165217391306
Guangdong-Wind-2022,2025.06.16.04,0.03155607826086957
Guangdong-Wind-2022,2025.06.16.08,0.046145399999999996
Guangdong-Wind-2022,2025.06.16.12,0.043778
Guangdong-Wind-2022,2025.06.16.16,0.06405880869565218
Guangdong-Wind-2022,2025.06.16.20,0.08446328695652175
Guangdong-Wind-2022,2025.07.22.00,0.06096837826086956
Guangdong-Wind-2022,2025.07.22.04,0.0553183
Guangdong-Wind-2022,2025.07.22.08,0.026198708695652172
Guangdong-Wind-2022,2025.07.22.12,0.04692753043478261
Guangdong-Wind-2022,2025.07.22.16,0.044957873913043477
Guangdong-Wind-2022,2025.07.22.20,0.02917867391304348
Guangdong-Wind-2022,2025.08.19.00,0.059320708695652175
Guangdong-Wind-2022,2025.08.19.04,0.13457021739130434
Guangdong-Wind-2022,2025.08.19.08,0.09805664347826086
Guangdong-Wind-2022,2025.08.19.12,0.14248221739130434
Guangdong-Wind-2022,2025.08.19.16,0.18394760869565216
Guangdong-Wind-2022,2025.08.19.20,0.13897639130434783
Guangdong-Wind-2022,2025.09.20.00,0.05268740869565218
Guangdong-Wind-2022,2025.09.20.04,0.029561721739130433
Guangdong-Wind-2022,2025.09.20.08,0.015450495652173912
Guangdong-Wind-2022,2025.09.20.12,0.010890323478260869
Guangdong-Wind-2022,2025.09.20.16,0.015509591304347826
Guangdong-Wind-2022,2025.09.20.20,0.00574521652173913
Guangdong-Wind-2022,2025.10.26.00,0.09110120000000001
Guangdong-Wind-2022,2025.10.26.04,0.11682534782608696
Guangdong-Wind-2022,2025.10.26.08,0.14550404347826087
Guangdong-Wind-2022,2025.10.26.12,0.12158091304347826
Guangdong-Wind-2022,2025.10.26.16,0.1088488695652174
Guangdong-Wind-2022,2025.10.26.20,0.13486682608695655
Guangdong-Wind-2022,2025.11.19.00,0.6439212173913044
Guangdong-Wind-2022,2025.11.19.04,0.6904937826086956
Guangdong-Wind-2022,2025.11.19.08,0.5929362608695652
Guangdong-Wind-2022,2025.11.19.12,0.4912537826086957
Guangdong-Wind-2022,2025.11.19.16,0.4420156956521739
Guangdong-Wind-2022,2025.11.19.20,0.5520107391304347
Guangdong-Wind-2022,2025.12.16.00,0.6140858260869565
Guangdong-Wind-2022,2025.12.16.04,0.5924307826086956
Guangdong-Wind-2022,2025.12.16.08,0.5542553913043479
Guangdong-Wind-2022,2025.12.16.12,0.46244386956521744
Guangdong-Wind-2022,2025.12.16.16,0.37371126086956524
Guangdong-Wind-2022,2025.12.16.20,0.38919295652173913
Guangxi-Central_PV-2022,2025.01.22.00,0.0
Guangxi-Central_PV-2022,2025.01.22.04,0.0
Guangxi-Central_PV-2022,2025.01.22.08,0.03830019416666667
Guangxi-Central_PV-2022,2025.01.22.12,0.33870808333333335
Guangxi-Central_PV-2022,2025.01.22.16,0.21877990833333336
Guangxi-Central_PV-2022,2025.01.22.20,0.0
Guangxi-Central_PV-2022,2025.02.08.00,0.0
Guangxi-Central_PV-2022,2025.02.08.04,0.0
Guangxi-Central_PV-2022,2025.02.08.08,0.17669587499999997
Guangxi-Central_PV-2022,2025.02.08.12,0.43280908333333334
Guangxi-Central_PV-2022,2025.02.08.16,0.402808
Guangxi-Central_PV-2022,2025.02.08.20,0.0
Guangxi-Central_PV-2022,2025.03.21.00,0.0
Guangxi-Central_PV-2022,2025.03.21.04,0.0
Guangxi-Central_PV-2022,2025.03.21.08,0.12921995
Guangxi-Central_PV-2022,2025.03.21.12,0.3471410833333333
Guangxi-Central_PV-2022,2025.03.21.16,0.24351104999999998
Guangxi-Central_PV-2022,2025.03.21.20,0.0
Guangxi-Central_PV-2022,2025.04.11.00,0.0
Guangxi-Central_PV-2022,2025.04.11.04,0.0
Guangxi-Central_PV-2022,2025.04.11.08,0.15571404166666666
Guangxi-Central_PV-2022,2025.04.11.12,0.25128725
Guangxi-Central_PV-2022,2025.04.11.16,0.14580075
Guangxi-Central_PV-2022,2025.04.11.20,0.0
Guangxi-Central_PV-2022,2025.05.22.00,0.0
Guangxi-Central_PV-2022,2025.05.22.04,0.0
Guangxi-Central_PV-2022,2025.05.22.08,0.38714291666666667
Guangxi-Central_PV-2022,2025.05.22.12,0.5653318333333334
Guangxi-Central_PV-2022,2025.05.22.16,0.275945125
Guangxi-Central_PV-2022,2025.05.22.20,0.0
Guangxi-Central_PV-2022,2025.06.16.00,0.0
Guangxi-Central_PV-2022,2025.06.16.04,0.0
Guangxi-Central_PV-2022,2025.06.16.08,0.21597121666666666
Guangxi-Central_PV-2022,2025.06.16.12,0.3885168333333333
Guangxi-Central_PV-2022,2025.06.16.16,0.16956488333333333
Guangxi-Central_PV-2022,2025.06.16.20,0.0
Guangxi-Central_PV-2022,2025.07.22.00,0.0
Guangxi-Central_PV-2022,2025.07.22.04,0.0
Guangxi-Central_PV-2022,2025.07.22.08,0.3071588666666667
Guangxi-Central_PV-2022,2025.07.22.12,0.5062189166666666
Guangxi-Central_PV-2022,2025.07.22.16,0.2819559166666667
Guangxi-Central_PV-2022,2025.07.22.20,0.0
Guangxi-Central_PV-2022,2025.08.19.00,0.0
Guangxi-Central_PV-2022,2025.08.19.04,0.0
Guangxi-Central_PV-2022,2025.08.19.08,0.27827475
Guangxi-Central_PV-2022,2025.08.19.12,0.4867839166666667
Guangxi-Central_PV-2022,2025.08.19.16,0.31288283333333333
Guangxi-Central_PV-2022,2025.08.19.20,0.0
Guangxi-Central_PV-2022,2025.09.20.00,0.0
Guangxi-Central_PV-2022,2025.09.20.04,0.0
Guangxi-Central_PV-2022,2025.09.20.08,0.183296825
Guangxi-Central_PV-2022,2025.09.20.12,0.546376
Guangxi-Central_PV-2022,2025.09.20.16,0.49388816666666663
Guangxi-Central_PV-2022,2025.09.20.20,0.0
Guangxi-Central_PV-2022,2025.10.26.00,0.0
Guangxi-Central_PV-2022,2025.10.26.04,0.0
Guangxi-Central_PV-2022,2025.10.26.08,0.11711985833333333
Guangxi-Central_PV-2022,2025.10.26.12,0.367197
Guangxi-Central_PV-2022,2025.10.26.16,0.20043099166666667
Guangxi-Central_PV-2022,2025.10.26.20,0.0
Guangxi-Central_PV-2022,2025.11.19.00,0.0
Guangxi-Central_PV-2022,2025.11.19.04,0.0
Guangxi-Central_PV-2022,2025.11.19.08,0.0652541
Guangxi-Central_PV-2022,2025.11.19.12,0.3413531666666667
Guangxi-Central_PV-2022,2025.11.19.16,0.19305711666666667
Guangxi-Central_PV-2022,2025.11.19.20,0.0
Guangxi-Central_PV-2022,2025.12.16.00,0.0
Guangxi-Central_PV-2022,2025.12.16.04,0.0
Guangxi-Central_PV-2022,2025.12.16.08,0.17347089999999998
Guangxi-Central_PV-2022,2025.12.16.12,0.46411091666666665
Guangxi-Central_PV-2022,2025.12.16.16,0.26500691666666665
Guangxi-Central_PV-2022,2025.12.16.20,0.0
Guangxi-PV-2022,2025.01.22.00,0.0
Guangxi-PV-2022,2025.01.22.04,0.0
Guangxi-PV-2022,2025.01.22.08,0.033155925
Guangxi-PV-2022,2025.01.22.12,0.37101883333333335
Guangxi-PV-2022,2025.01.22.16,0.17732750833333333
Guangxi-PV-2022,2025.01.22.20,0.0
Guangxi-PV-2022,2025.02.08.00,0.0
Guangxi-PV-2022,2025.02.08.04,0.0
Guangxi-PV-2022,2025.02.08.08,0.10918216666666668
Guangxi-PV-2022,2025.02.08.12,0.4627318333333333
Guangxi-PV-2022,2025.02.08.16,0.30424425
Guangxi-PV-2022,2025.02.08.20,0.0
Guangxi-PV-2022,2025.03.21.00,0.0
Guangxi-PV-2022,2025.03.21.04,0.0
Guangxi-PV-2022,2025.03.21.08,0.11450405000000001
Guangxi-PV-2022,2025.03.21.12,0.3389205833333333
Guangxi-PV-2022,2025.03.21.16,0.20059352500000002
Guangxi-PV-2022,2025.03.21.20,0.0
Guangxi-PV-2022,2025.04.11.00,0.0
Guangxi-PV-2022,2025.04.11.04,0.0
Guangxi-PV-2022,2025.04.11.08,0.13272644166666667
Guangxi-PV-2022,2025.04.11.12,0.23648158333333333
Guangxi-PV-2022,2025.04.11.16,0.12712586666666667
Guangxi-PV-2022,2025.04.11.20,0.0
Guangxi-PV-2022,2025.05.22.00,0.0
Guangxi-PV-2022,2025.05.22.04,0.0
Guangxi-PV-2022,2025.05.22.08,0.23777691666666667
Guangxi-PV-2022,2025.05.22.12,0.5262689166666666
Guangxi-PV-2022,2025.05.22.16,0.183628625
Guangxi-PV-2022,2025.05.22.20,0.0
Guangxi-PV-2022,2025.06.16.00,0.0
Guangxi-PV-2022,2025.06.16.04,0.0
Guangxi-PV-2022,2025.06.16.08,0.161379075
