,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
Tibet-Hydro_Nonpumped-2022,2025.05.22,857.2752318879917,1714.5504637759834
Tibet-Hydro_Nonpumped-2022,2025.06.16,1035.5781010843289,2071.1562021686577
Tibet-Hydro_Nonpumped-2022,2025.07.22,1384.08,2768.16
Tibet-Hydro_Nonpumped-2022,2025.08.19,1375.118320323022,2750.236640646044
Tibet-Hydro_Nonpumped-2022,2025.09.20,1384.08,2768.16
Tibet-Hydro_Nonpumped-2022,2025.10.26,1196.8965258508624,2393.7930517017203
Tibet-Hydro_Nonpumped-2022,2025.11.19,719.7917744761612,1439.5835489523272
Tibet-Hydro_Nonpumped-2022,2025.12.16,449.851277932904,899.7025558658071
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.01.22,317.37452905564976,634.7490581112995
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.02.08,296.3014953558053,592.6029907116133
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.03.21,313.1720989937907,626.3441979875786
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.04.11,468.6618678886385,937.3237357772741
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.05.22,707.5911088923755,1415.182217784751
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.06.16,854.6760176635048,1709.3520353270096
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.07.22,1142.3400000000001,2284.6800000000003
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.08.19,1134.959572071808,2269.919144143616
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.09.20,1142.3400000000001,2284.6800000000003
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.10.26,987.813746170379,1975.6274923407605
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.11.19,594.0646981810073,1188.1293963620174
West_Inner_Mongolia-Hydro_Nonpumped-2022,2025.12.16,371.27520708055465,742.5504141611093
Xinjiang-Hydro_Nonpumped-2022,2025.01.22,1262.3006149385208,2524.6012298770415
Xinjiang-Hydro_Nonpumped-2022,2025.02.08,1188.9110521091611,2377.8221042183222
Xinjiang-Hydro_Nonpumped-2022,2025.03.21,1247.6227023726487,2495.2454047452975
Xinjiang-Hydro_Nonpumped-2022,2025.04.11,1864.0950972760352,3728.1901945520754
Xinjiang-Hydro_Nonpumped-2022,2025.05.22,2818.1595147628605,5636.319029525711
Xinjiang-Hydro_Nonpumped-2022,2025.06.16,3405.27605096612,6810.552101932229
Xinjiang-Hydro_Nonpumped-2022,2025.07.22,4536.179999999999,9072.359999999999
Xinjiang-Hydro_Nonpumped-2022,2025.08.19,4506.119627680048,9012.239255360106
Xinjiang-Hydro_Nonpumped-2022,2025.09.20,4536.179999999999,9072.359999999999
Xinjiang-Hydro_Nonpumped-2022,2025.10.26,3933.680970474278,7867.361940948577
Xinjiang-Hydro_Nonpumped-2022,2025.11.19,2363.144158084062,4726.288316168124
Xinjiang-Hydro_Nonpumped-2022,2025.12.16,1482.4693369949844,2964.9386739899687
Yunnan-Hydro_Nonpumped-2022,2025.01.22,4799.443214862709,9598.886429725451
Yunnan-Hydro_Nonpumped-2022,2025.02.08,5050.394326712857,10100.788653425714
Yunnan-Hydro_Nonpumped-2022,2025.03.21,6618.839797857693,13237.679595715357
Yunnan-Hydro_Nonpumped-2022,2025.04.11,11935.869990225414,23871.739980450904
Yunnan-Hydro_Nonpumped-2022,2025.05.22,22805.19716335641,45610.39432671289
Yunnan-Hydro_Nonpumped-2022,2025.06.16,37376.05565699625,74752.1113139925
Yunnan-Hydro_Nonpumped-2022,2025.07.22,38450.880000000005,76901.76000000001
Yunnan-Hydro_Nonpumped-2022,2025.08.19,35258.654346261945,70517.30869252389
Yunnan-Hydro_Nonpumped-2022,2025.09.20,22162.13452233878,44324.26904467756
Yunnan-Hydro_Nonpumped-2022,2025.10.26,13284.7332116045,26569.466423209076
Yunnan-Hydro_Nonpumped-2022,2025.11.19,9442.041688953403,18884.083377906805
Yunnan-Hydro_Nonpumped-2022,2025.12.16,5881.670570586895,11763.34114117379
Zhejiang-Hydro_Nonpumped-2022,2025.01.22,546.470624580623,1092.941249161246
Zhejiang-Hydro_Nonpumped-2022,2025.02.08,725.7434227450301,1451.4868454900602
Zhejiang-Hydro_Nonpumped-2022,2025.03.21,1158.0054909510482,2316.0109819020963
Zhejiang-Hydro_Nonpumped-2022,2025.04.11,1336.9322206361733,2673.8644412723525
Zhejiang-Hydro_Nonpumped-2022,2025.05.22,1970.96272980224,3941.92545960448
Zhejiang-Hydro_Nonpumped-2022,2025.06.16,2968.038010485721,5936.076020971456
Zhejiang-Hydro_Nonpumped-2022,2025.07.22,6560.16,13120.32
Zhejiang-Hydro_Nonpumped-2022,2025.08.19,4388.031018234534,8776.062036469068
Zhejiang-Hydro_Nonpumped-2022,2025.09.20,2440.256068186498,4880.512136372996
Zhejiang-Hydro_Nonpumped-2022,2025.10.26,1626.9527349507625,3253.905469901525
Zhejiang-Hydro_Nonpumped-2022,2025.11.19,1130.3185878187724,2260.6371756375415
Zhejiang-Hydro_Nonpumped-2022,2025.12.16,693.5573962346792,1387.1147924693585
