ZONE_TIMEPOINTS_1,ZONE_TIMEPOINTS_2,WithdrawFromCentralGrid
Jiangsu,2025.07.22.00,97366.88947673484
Jiangsu,2025.07.22.04,86555.7685222903
Jiangsu,2025.07.22.08,89725.89898220556
Jiangsu,2025.07.22.12,97405.68253188615
Jiangsu,2025.07.22.16,105412.19254855227
Jiangsu,2025.07.22.20,109021.72137023193
Jiangsu,2025.08.19.00,100067.00139489106
Jiangsu,2025.08.19.04,88963.73065352207
Jiangsu,2025.08.19.08,95385.77981970122
Jiangsu,2025.08.19.12,108179.75124675402
Jiangsu,2025.08.19.16,104548.12006774338
Jiangsu,2025.08.19.20,115529.28211082614
Jiangsu,2025.09.20.00,83890.64214602238
Jiangsu,2025.09.20.04,76768.93099933621
Jiangsu,2025.09.20.08,80827.0746065657
Jiangsu,2025.09.20.12,87533.6129005977
Jiangsu,2025.09.20.16,96512.93499121678
Jiangsu,2025.09.20.20,97628.70293653947
Jiangsu,2025.10.26.00,79263.64695526018
Jiangsu,2025.10.26.04,70585.01750390802
Jiangsu,2025.10.26.08,71513.5827344315
Jiangsu,2025.10.26.12,77088.27696316523
Jiangsu,2025.10.26.16,88489.93472923711
Jiangsu,2025.10.26.20,89304.76044443197
Jiangsu,2025.11.19.00,82918.83047015025
Jiangsu,2025.11.19.04,73969.29618718068
Jiangsu,2025.11.19.08,79663.2699031106
Jiangsu,2025.11.19.12,88143.65677627391
Jiangsu,2025.11.19.16,94217.87680565706
Jiangsu,2025.11.19.20,92838.4989879
Jiangsu,2025.12.16.00,89117.48906255834
Jiangsu,2025.12.16.04,80978.35847237086
Jiangsu,2025.12.16.08,84227.10217247505
Jiangsu,2025.12.16.12,90324.37299246673
Jiangsu,2025.12.16.16,97715.78869119461
Jiangsu,2025.12.16.20,104173.50174474035
Shanghai,2025.01.22.00,30998.456425543714
Shanghai,2025.01.22.04,24007.572525441396
Shanghai,2025.01.22.08,29692.89512188522
Shanghai,2025.01.22.12,35927.090227764784
Shanghai,2025.01.22.16,34713.10061136038
Shanghai,2025.01.22.20,34489.453931941345
Shanghai,2025.02.08.00,24488.805764059223
Shanghai,2025.02.08.04,20730.851574986063
Shanghai,2025.02.08.08,25562.91704800908
Shanghai,2025.02.08.12,31043.092964632844
Shanghai,2025.02.08.16,32828.810825370456
Shanghai,2025.02.08.20,29322.153872053223
Shanghai,2025.03.21.00,24428.05538734058
Shanghai,2025.03.21.04,20463.654338838238
Shanghai,2025.03.21.08,25259.452409257447
Shanghai,2025.03.21.12,31689.64556620877
Shanghai,2025.03.21.16,30718.861933580676
Shanghai,2025.03.21.20,28450.1177329037
Shanghai,2025.04.11.00,21965.91689061024
Shanghai,2025.04.11.04,18544.095330524393
Shanghai,2025.04.11.08,22687.118646034636
Shanghai,2025.04.11.12,27288.816707235455
Shanghai,2025.04.11.16,28897.044948556355
Shanghai,2025.04.11.20,26634.335800815603
Shanghai,2025.05.22.00,20999.972463888887
Shanghai,2025.05.22.04,17839.92977513453
Shanghai,2025.05.22.08,21598.98442926959
Shanghai,2025.05.22.12,27259.62162855048
Shanghai,2025.05.22.16,27723.122000447616
Shanghai,2025.05.22.20,24963.488411642615
Shanghai,2025.06.16.00,23915.28586042831
Shanghai,2025.06.16.04,20008.88921097317
Shanghai,2025.06.16.08,24386.366639588807
Shanghai,2025.06.16.12,30687.73704550201
Shanghai,2025.06.16.16,29640.887242623332
Shanghai,2025.06.16.20,28731.04345912451
Shanghai,2025.07.22.00,29382.255927202277
Shanghai,2025.07.22.04,24911.808683175976
Shanghai,2025.07.22.08,30174.062252325977
Shanghai,2025.07.22.12,37780.312498618594
Shanghai,2025.07.22.16,38626.03276950529
Shanghai,2025.07.22.20,32857.36604178221
Shanghai,2025.08.19.00,34459.86222148341
Shanghai,2025.08.19.04,27352.559474582158
Shanghai,2025.08.19.08,33707.31148872851
Shanghai,2025.08.19.12,40363.998035610464
Shanghai,2025.08.19.16,41047.74234308105
Shanghai,2025.08.19.20,38082.83556424911
Shanghai,2025.09.20.00,25982.498221488546
Shanghai,2025.09.20.04,21979.388153269265
Shanghai,2025.09.20.08,26527.522138048786
Shanghai,2025.09.20.12,33157.104929653964
Shanghai,2025.09.20.16,32805.41652990423
Shanghai,2025.09.20.20,30555.873946143613
Shanghai,2025.10.26.00,22640.75511938486
Shanghai,2025.10.26.04,18910.450530052694
Shanghai,2025.10.26.08,22706.451844200426
Shanghai,2025.10.26.12,28816.681586791343
Shanghai,2025.10.26.16,27136.293488811858
Shanghai,2025.10.26.20,27282.71814656021
Shanghai,2025.11.19.00,23607.59057097278
Shanghai,2025.11.19.04,19037.87884355787
Shanghai,2025.11.19.08,23373.954157916898
Shanghai,2025.11.19.12,28760.405711052692
Shanghai,2025.11.19.16,28539.817911612885
Shanghai,2025.11.19.20,26599.140487041463
Shanghai,2025.12.16.00,28636.12582378632
Shanghai,2025.12.16.04,23051.862500215313
Shanghai,2025.12.16.08,28071.9769496282
Shanghai,2025.12.16.12,34977.33529375069
Shanghai,2025.12.16.16,33358.07897790658
Shanghai,2025.12.16.20,32034.385502424077
Zhejiang,2025.01.22.00,56391.494002237276
Zhejiang,2025.01.22.04,49575.69776887772
Zhejiang,2025.01.22.08,61401.234525942564
Zhejiang,2025.01.22.12,66991.99461959452
Zhejiang,2025.01.22.16,75623.83167486792
Zhejiang,2025.01.22.20,64432.09675103939
Zhejiang,2025.02.08.00,43224.6198640629
Zhejiang,2025.02.08.04,36878.06107556072
Zhejiang,2025.02.08.08,45318.35136807604
Zhejiang,2025.02.08.12,48557.70384258264
Zhejiang,2025.02.08.16,53881.43525392987
Zhejiang,2025.02.08.20,47806.01296586579
Zhejiang,2025.03.21.00,59208.605064297655
Zhejiang,2025.03.21.04,50992.67990051615
Zhejiang,2025.03.21.08,61443.62258461965
Zhejiang,2025.03.21.12,64572.43652875565
Zhejiang,2025.03.21.16,73713.61187681732
Zhejiang,2025.03.21.20,66287.47064554626
Zhejiang,2025.04.11.00,59089.57884995976
Zhejiang,2025.04.11.04,50284.1885335887
Zhejiang,2025.04.11.08,61550.5592975868
Zhejiang,2025.04.11.12,66427.70114044921
Zhejiang,2025.04.11.16,72951.12863862519
Zhejiang,2025.04.11.20,66203.98526478904
Zhejiang,2025.05.22.00,54472.40768071394
Zhejiang,2025.05.22.04,47901.07841637487
Zhejiang,2025.05.22.08,54422.47780806283
Zhejiang,2025.05.22.12,55873.52760762899
Zhejiang,2025.05.22.16,68749.89794929264
Zhejiang,2025.05.22.20,62239.376772081414
Zhejiang,2025.06.16.00,58780.1510955
Zhejiang,2025.06.16.04,50848.206071134955
Zhejiang,2025.06.16.08,55671.711174480995
Zhejiang,2025.06.16.12,57016.99505506642
Zhejiang,2025.06.16.16,70004.99394317054
Zhejiang,2025.06.16.20,67134.63182021705
Zhejiang,2025.07.22.00,68200.79544778862
Zhejiang,2025.07.22.04,58017.32569274125
Zhejiang,2025.07.22.08,68038.99174140347
Zhejiang,2025.07.22.12,71379.5226239495
Zhejiang,2025.07.22.16,80818.83185022927
Zhejiang,2025.07.22.20,75733.01316030633
Zhejiang,2025.08.19.00,76173.53762518131
Zhejiang,2025.08.19.04,62089.599154340554
Zhejiang,2025.08.19.08,75195.06096428575
Zhejiang,2025.08.19.12,79628.54645686685
Zhejiang,2025.08.19.16,82563.6109597111
Zhejiang,2025.08.19.20,85746.19787856519
Zhejiang,2025.09.20.00,63564.98508721558
Zhejiang,2025.09.20.04,54974.630218164624
Zhejiang,2025.09.20.08,60198.228304982054
Zhejiang,2025.09.20.12,61620.23844005545
Zhejiang,2025.09.20.16,77451.98577195755
Zhejiang,2025.09.20.20,72465.30866000974
Zhejiang,2025.10.26.00,56998.976288431266
Zhejiang,2025.10.26.04,49833.33047311901
Zhejiang,2025.10.26.08,58407.727230734316
Zhejiang,2025.10.26.12,58061.915879590706
Zhejiang,2025.10.26.16,72029.39799178152
Zhejiang,2025.10.26.20,65318.44726844672
Zhejiang,2025.11.19.00,60544.46303664419
Zhejiang,2025.11.19.04,51615.290838835055
Zhejiang,2025.11.19.08,63652.72079156811
Zhejiang,2025.11.19.12,69005.97604382753
Zhejiang,2025.11.19.16,76994.31774143106
Zhejiang,2025.11.19.20,68394.1364734728
Zhejiang,2025.12.16.00,66271.00771350523
Zhejiang,2025.12.16.04,56531.79433326061
Zhejiang,2025.12.16.08,65027.32745990307
Zhejiang,2025.12.16.12,65433.51686222324
Zhejiang,2025.12.16.16,82181.53184354278
Zhejiang,2025.12.16.20,73540.29909534319
Beijing,2025.01.22.00,16136.260180360028
Beijing,2025.01.22.04,12941.903588500634
Beijing,2025.01.22.08,17142.589146833263
Beijing,2025.01.22.12,21692.620655965417
Beijing,2025.01.22.16,20575.875220173817
Beijing,2025.01.22.20,20478.342614605925
Beijing,2025.02.08.00,14528.418340031227
Beijing,2025.02.08.04,11300.094446204119
Beijing,2025.02.08.08,15006.236524910773
Beijing,2025.02.08.12,19259.967496663787
Beijing,2025.02.08.16,18256.14246193777
Beijing,2025.02.08.20,17914.356852740355
Beijing,2025.03.21.00,11427.003137007105
Beijing,2025.03.21.04,9389.625840611996
Beijing,2025.03.21.08,12333.872256088174
Beijing,2025.03.21.12,15211.290685030397
Beijing,2025.03.21.16,15769.529572265768
Beijing,2025.03.21.20,15418.248235480633
Beijing,2025.04.11.00,10715.817873498752
Beijing,2025.04.11.04,8184.636997530381
Beijing,2025.04.11.08,10480.223913478143
Beijing,2025.04.11.12,13589.411875462094
Beijing,2025.04.11.16,12715.917308676375
Beijing,2025.04.11.20,13676.265237521875
Beijing,2025.05.22.00,9922.08790265465
Beijing,2025.05.22.04,8433.433575683559
Beijing,2025.05.22.08,11095.724898811088
Beijing,2025.05.22.12,14048.785337161602
Beijing,2025.05.22.16,16026.47163771126
Beijing,2025.05.22.20,13506.269975719975
Beijing,2025.06.16.00,12436.568984608211
Beijing,2025.06.16.04,10256.332940667033
Beijing,2025.06.16.08,13593.3036367075
Beijing,2025.06.16.12,16992.021668835496
Beijing,2025.06.16.16,17862.29385740903
Beijing,2025.06.16.20,16756.50598054964
Beijing,2025.07.22.00,15856.955653133935
Beijing,2025.07.22.04,12106.073743737805
Beijing,2025.07.22.08,16096.515551879516
Beijing,2025.07.22.12,20086.570080346675
Beijing,2025.07.22.16,19738.40109196682
Beijing,2025.07.22.20,19641.436536513098
Beijing,2025.08.19.00,13175.83154910243
Beijing,2025.08.19.04,10836.445740846462
Beijing,2025.08.19.08,14380.870627828406
Beijing,2025.08.19.12,18420.19338049198
Beijing,2025.08.19.16,19236.4994139875
Beijing,2025.08.19.20,17377.056085334003
Beijing,2025.09.20.00,12248.37458238893
Beijing,2025.09.20.04,9696.096904711247
Beijing,2025.09.20.08,12788.739539735272
Beijing,2025.09.20.12,15994.098787913625
Beijing,2025.09.20.16,15931.69340159599
Beijing,2025.09.20.20,15667.20456549979
Beijing,2025.10.26.00,10253.979814882581
Beijing,2025.10.26.04,8149.343709377318
Beijing,2025.10.26.08,10926.298757595883
Beijing,2025.10.26.12,13377.848741061143
Beijing,2025.10.26.16,13639.200680320593
Beijing,2025.10.26.20,13695.314365666165
Beijing,2025.11.19.00,13657.411673246015
Beijing,2025.11.19.04,11097.868300766211
Beijing,2025.11.19.08,14757.141898567475
Beijing,2025.11.19.12,18916.92716004268
Beijing,2025.11.19.16,17763.057839707857
Beijing,2025.11.19.20,17945.05297636668
Beijing,2025.12.16.00,16699.925602736614
Beijing,2025.12.16.04,13255.340234109926
Beijing,2025.12.16.08,17468.651183085327
Beijing,2025.12.16.12,21866.585633051393
Beijing,2025.12.16.16,21185.565772937385
Beijing,2025.12.16.20,21523.698177828097
Hebei,2025.01.22.00,80676.98301048929
Hebei,2025.01.22.04,69306.92658198638
Hebei,2025.01.22.08,72795.43644926207
Hebei,2025.01.22.12,67273.25466940783
Hebei,2025.01.22.16,91679.18450630674
Hebei,2025.01.22.20,70400.371967883
Hebei,2025.02.08.00,69961.27917210867
Hebei,2025.02.08.04,59623.618927981945
Hebei,2025.02.08.08,63968.091079581536
Hebei,2025.02.08.12,68025.46571994481
Hebei,2025.02.08.16,79788.5184947588
Hebei,2025.02.08.20,60857.1046478773
Hebei,2025.03.21.00,70691.70840548196
Hebei,2025.03.21.04,61566.333078084375
Hebei,2025.03.21.08,62081.37078241299
Hebei,2025.03.21.12,70166.83056262045
Hebei,2025.03.21.16,80218.86001551944
Hebei,2025.03.21.20,61188.734975701795
Hebei,2025.04.11.00,73110.07125665997
Hebei,2025.04.11.04,62582.416404304546
Hebei,2025.04.11.08,55255.24785038785
Hebei,2025.04.11.12,53749.34265317149
Hebei,2025.04.11.16,80400.89929225865
Hebei,2025.04.11.20,63891.3780917037
Hebei,2025.05.22.00,71850.58886538351
Hebei,2025.05.22.04,62047.958047162625
Hebei,2025.05.22.08,46658.207408962146
Hebei,2025.05.22.12,44917.982521952006
Hebei,2025.05.22.16,73766.33814559874
Hebei,2025.05.22.20,61268.88504880803
Hebei,2025.06.16.00,78429.85458699113
Hebei,2025.06.16.04,68264.7523460922
Hebei,2025.06.16.08,57375.89000095358
Hebei,2025.06.16.12,62878.43309732344
Hebei,2025.06.16.16,84468.49402481246
Hebei,2025.06.16.20,69609.80263360392
Hebei,2025.07.22.00,82665.55287470063
Hebei,2025.07.22.04,72114.5124415337
Hebei,2025.07.22.08,75661.75252211755
Hebei,2025.07.22.12,88186.69869151419
Hebei,2025.07.22.16,94243.56723389136
Hebei,2025.07.22.20,71462.2133064239
Hebei,2025.08.19.00,79211.55698904605
Hebei,2025.08.19.04,68866.37838100655
Hebei,2025.08.19.08,56884.37618563016
Hebei,2025.08.19.12,53410.16784115643
Hebei,2025.08.19.16,81128.18789816591
Hebei,2025.08.19.20,67988.69714928638
Hebei,2025.09.20.00,71858.39582410286
Hebei,2025.09.20.04,62582.416404304546
Hebei,2025.09.20.08,67007.36859938632
Hebei,2025.09.20.12,85813.99152493723
Hebei,2025.09.20.16,88792.62916986605
Hebei,2025.09.20.20,62406.58821736368
Hebei,2025.10.26.00,67464.40490358327
Hebei,2025.10.26.04,57234.95782969979
Hebei,2025.10.26.08,51610.71090325672
Hebei,2025.10.26.12,53429.897894196525
Hebei,2025.10.26.16,76295.94460734086
Hebei,2025.10.26.20,58739.52139131215
Hebei,2025.11.19.00,76833.17344771595
Hebei,2025.11.19.04,66018.04242823253
Hebei,2025.11.19.08,67787.2156840942
Hebei,2025.11.19.12,71977.26252847668
Hebei,2025.11.19.16,91494.14877428915
Hebei,2025.11.19.20,67159.05177180063
Hebei,2025.12.16.00,89829.95980899018
Hebei,2025.12.16.04,76927.51265899654
Hebei,2025.12.16.08,74661.76877145782
Hebei,2025.12.16.12,66314.96397288507
Hebei,2025.12.16.16,106946.24637931999
Hebei,2025.12.16.20,77910.74886249145
Shandong,2025.01.22.00,82884.52465550633
Shandong,2025.01.22.04,74525.24470571478
Shandong,2025.01.22.08,77806.00978079958
Shandong,2025.01.22.12,78547.37619214668
Shandong,2025.01.22.16,87452.1571888227
Shandong,2025.01.22.20,83990.99715943188
Shandong,2025.02.08.00,75350.09399618921
Shandong,2025.02.08.04,68783.54909546748
Shandong,2025.02.08.08,69704.36425546114
Shandong,2025.02.08.12,68242.18640921102
Shandong,2025.02.08.16,79756.12002956979
Shandong,2025.02.08.20,77553.03032324783
Shandong,2025.03.21.00,74994.40103698723
Shandong,2025.03.21.04,67760.29782878057
Shandong,2025.03.21.08,69820.37377110371
Shandong,2025.03.21.12,76003.23284118273
Shandong,2025.03.21.16,81178.50413498654
Shandong,2025.03.21.20,76118.7204935338
Shandong,2025.04.11.00,77143.27300909832
Shandong,2025.04.11.04,70475.11609998385
Shandong,2025.04.11.08,71098.50756384616
Shandong,2025.04.11.12,67263.30308055006
Shandong,2025.04.11.16,82557.16442361806
Shandong,2025.04.11.20,81582.8424573565
Shandong,2025.05.22.00,74805.90419062713
Shandong,2025.05.22.04,68339.78535805196
Shandong,2025.05.22.08,62468.125635364086
Shandong,2025.05.22.12,60001.58505248489
Shandong,2025.05.22.16,75064.7317088431
Shandong,2025.05.22.20,78630.0194881353
Shandong,2025.06.16.00,85693.33622711358
Shandong,2025.06.16.04,77714.43199812385
Shandong,2025.06.16.08,72790.24253611098
Shandong,2025.06.16.12,73447.339752472
Shandong,2025.06.16.16,87812.18313008564
Shandong,2025.06.16.20,87994.85379156913
Shandong,2025.07.22.00,88709.2222154471
Shandong,2025.07.22.04,81290.191582649
Shandong,2025.07.22.08,79572.22175881657
Shandong,2025.07.22.12,81600.82911038678
Shandong,2025.07.22.16,91847.13730398941
Shandong,2025.07.22.20,93234.405790872
Shandong,2025.08.19.00,82059.80742036538
Shandong,2025.08.19.04,74966.6721349831
Shandong,2025.08.19.08,73325.1244025245
Shandong,2025.08.19.12,76927.91655297646
Shandong,2025.08.19.16,84166.57149551153
Shandong,2025.08.19.20,84697.21225223265
Shandong,2025.09.20.00,79811.06960441638
Shandong,2025.09.20.04,71579.9580083548
Shandong,2025.09.20.08,76128.52296975585
Shandong,2025.09.20.12,83080.98020685249
Shandong,2025.09.20.16,84286.8123380264
Shandong,2025.09.20.20,80588.59094871393
Shandong,2025.10.26.00,74503.65647214383
Shandong,2025.10.26.04,68063.66433439229
Shandong,2025.10.26.08,66203.75990720971
Shandong,2025.10.26.12,65482.65115001733
Shandong,2025.10.26.16,80815.13055847245
Shandong,2025.10.26.20,77188.17337963748
Shandong,2025.11.19.00,81047.28433234614
Shandong,2025.11.19.04,74041.67013028913
Shandong,2025.11.19.08,77036.2760179567
Shandong,2025.11.19.12,77952.06213001443
Shandong,2025.11.19.16,88814.2749567831
Shandong,2025.11.19.20,84414.36683627496
Shandong,2025.12.16.00,85837.88289447605
Shandong,2025.12.16.04,78418.17603527846
Shandong,2025.12.16.08,78866.36136908375
Shandong,2025.12.16.12,75624.71713301995
Shandong,2025.12.16.16,93670.33906400994
Shandong,2025.12.16.20,89439.352047781
Shanxi,2025.01.22.00,41827.822436536386
Shanxi,2025.01.22.04,39442.394096895885
Shanxi,2025.01.22.08,41724.08831443337
Shanxi,2025.01.22.12,45249.162862381316
Shanxi,2025.01.22.16,45287.221574998104
Shanxi,2025.01.22.20,47809.64959356273
Shanxi,2025.02.08.00,38106.36857093823
Shanxi,2025.02.08.04,36110.37920585586
Shanxi,2025.02.08.08,38044.02232499355
Shanxi,2025.02.08.12,42459.84621855034
Shanxi,2025.02.08.16,41532.64109512125
Shanxi,2025.02.08.20,43919.129390164824
Shanxi,2025.03.21.00,37165.26018119431
Shanxi,2025.03.21.04,34900.188336747095
Shanxi,2025.03.21.08,36744.14649477403
Shanxi,2025.03.21.12,40544.67850681247
Shanxi,2025.03.21.16,39864.55268991077
Shanxi,2025.03.21.20,42460.36918901134
Shanxi,2025.04.11.00,37430.15582899819
Shanxi,2025.04.11.04,35270.603175651115
Shanxi,2025.04.11.08,36770.823857704854
Shanxi,2025.04.11.12,40685.37577000306
Shanxi,2025.04.11.16,40493.34380058469
Shanxi,2025.04.11.20,42814.97776518943
Shanxi,2025.05.22.00,37020.064608564
Shanxi,2025.05.22.04,35080.974387929455
Shanxi,2025.05.22.08,35426.31865795629
Shanxi,2025.05.22.12,38909.530326447726
Shanxi,2025.05.22.16,39869.78248601347
Shanxi,2025.05.22.20,42523.005275641925
Shanxi,2025.06.16.00,38730.686028966564
Shanxi,2025.06.16.04,36642.23752343644
Shanxi,2025.06.16.08,37480.01166263179
Shanxi,2025.06.16.12,41748.16744114066
Shanxi,2025.06.16.16,41548.10638565153
Shanxi,2025.06.16.20,44654.355236520656
Shanxi,2025.07.22.00,40151.8801377329
Shanxi,2025.07.22.04,37356.49991460254
Shanxi,2025.07.22.08,39222.39575921541
Shanxi,2025.07.22.12,43903.476580923656
Shanxi,2025.07.22.16,42905.50964269895
Shanxi,2025.07.22.20,45281.256674519645
Shanxi,2025.08.19.00,38338.01658075879
Shanxi,2025.08.19.04,35460.22903773643
Shanxi,2025.08.19.08,36142.58941393833
Shanxi,2025.08.19.12,38781.85667268754
Shanxi,2025.08.19.16,39450.27993340677
Shanxi,2025.08.19.20,42982.71448775153
Shanxi,2025.09.20.00,36328.34876633322
Shanxi,2025.09.20.04,33898.968827865785
Shanxi,2025.09.20.08,35831.49090665333
Shanxi,2025.09.20.12,40173.63155503432
Shanxi,2025.09.20.16,39112.723183553644
Shanxi,2025.09.20.20,41329.13327473966
Shanxi,2025.10.26.00,35964.30806650122
Shanxi,2025.10.26.04,33753.5871330812
Shanxi,2025.10.26.08,34631.60479834615
Shanxi,2025.10.26.12,38456.94831297805
Shanxi,2025.10.26.16,39031.14370794572
Shanxi,2025.10.26.20,41009.5803467091
Shanxi,2025.11.19.00,40456.666344754805
Shanxi,2025.11.19.04,38209.82010695533
Shanxi,2025.11.19.08,39335.424261137494
Shanxi,2025.11.19.12,42689.6202582863
Shanxi,2025.11.19.16,43815.89078252488
Shanxi,2025.11.19.20,46482.81756391462
Shanxi,2025.12.16.00,43358.20496107014
Shanxi,2025.12.16.04,41032.254252149214
Shanxi,2025.12.16.08,42376.99369105628
Shanxi,2025.12.16.12,45440.738405290074
Shanxi,2025.12.16.16,46850.19559968854
Shanxi,2025.12.16.20,49648.48256822133
Tianjin,2025.01.22.00,15256.403694710854
Tianjin,2025.01.22.04,13683.026456237489
Tianjin,2025.01.22.08,18343.114885205072
Tianjin,2025.01.22.12,18872.46015835734
Tianjin,2025.01.22.16,19552.87766891531
Tianjin,2025.01.22.20,18310.210446807505
Tianjin,2025.02.08.00,13433.729712316836
Tianjin,2025.02.08.04,11843.390402719959
Tianjin,2025.02.08.08,15894.081386126927
Tianjin,2025.02.08.12,16388.23341174689
Tianjin,2025.02.08.16,16795.42473798691
Tianjin,2025.02.08.20,15479.258232826927
Tianjin,2025.03.21.00,13139.134345230674
Tianjin,2025.03.21.04,12246.552004645195
Tianjin,2025.03.21.08,16352.94287852978
Tianjin,2025.03.21.12,16935.41192295808
Tianjin,2025.03.21.16,17550.698441675882
Tianjin,2025.03.21.20,16246.938696843128
Tianjin,2025.04.11.00,12212.802999319752
Tianjin,2025.04.11.04,11311.302101721227
Tianjin,2025.04.11.08,14946.787130340444
Tianjin,2025.04.11.12,15361.66260938881
Tianjin,2025.04.11.16,16161.920831591973
Tianjin,2025.04.11.20,15580.913606932492
Tianjin,2025.05.22.00,12440.449865251505
Tianjin,2025.05.22.04,11630.572375915628
Tianjin,2025.05.22.08,15362.63883415692
Tianjin,2025.05.22.12,15742.039651809822
Tianjin,2025.05.22.16,17112.525301183567
Tianjin,2025.05.22.20,15334.292098357024
Tianjin,2025.06.16.00,13816.503798993048
Tianjin,2025.06.16.04,12828.079970771067
Tianjin,2025.06.16.08,16848.380758772335
Tianjin,2025.06.16.12,17392.978124076875
Tianjin,2025.06.16.16,18366.773957636993
Tianjin,2025.06.16.20,16777.519141633897
Tianjin,2025.07.22.00,15998.838531685566
Tianjin,2025.07.22.04,14641.081578543612
Tianjin,2025.07.22.08,19576.658613562515
Tianjin,2025.07.22.12,19905.406988127877
Tianjin,2025.07.22.16,20601.256353717745
Tianjin,2025.07.22.20,19037.57828743518
Tianjin,2025.08.19.00,14178.14798296677
Tianjin,2025.08.19.04,13169.912656441289
Tianjin,2025.08.19.08,17467.991766703384
Tianjin,2025.08.19.12,17887.084629130943
Tianjin,2025.08.19.16,18632.509145181837
Tianjin,2025.08.19.20,17465.030505354687
Tianjin,2025.09.20.00,13297.877463696945
Tianjin,2025.09.20.04,12474.60196074203
Tianjin,2025.09.20.08,16743.40533840137
Tianjin,2025.09.20.12,17414.372906661458
Tianjin,2025.09.20.16,18022.658179700462
Tianjin,2025.09.20.20,16916.798405153422
Tianjin,2025.10.26.00,12678.16611981284
Tianjin,2025.10.26.04,11459.534069695987
Tianjin,2025.10.26.08,15293.312688024394
Tianjin,2025.10.26.12,15720.191477954335
Tianjin,2025.10.26.16,16706.817068195076
Tianjin,2025.10.26.20,15443.03140176918
Tianjin,2025.11.19.00,14116.432132083528
Tianjin,2025.11.19.04,13535.035990829252
Tianjin,2025.11.19.08,18093.11505556484
Tianjin,2025.11.19.12,18933.194078625485
Tianjin,2025.11.19.16,19282.681705473817
Tianjin,2025.11.19.20,18195.12358061878
Tianjin,2025.12.16.00,16862.69065684287
Tianjin,2025.12.16.04,14812.11876590053
Tianjin,2025.12.16.08,19743.85504412841
Tianjin,2025.12.16.12,20157.265980409797
Tianjin,2025.12.16.16,20479.814884295985
Tianjin,2025.12.16.20,19206.719405617765
West_Inner_Mongolia,2025.01.22.00,31378.936701509603
West_Inner_Mongolia,2025.01.22.04,30351.797483328195
West_Inner_Mongolia,2025.01.22.08,31337.86616767533
West_Inner_Mongolia,2025.01.22.12,31886.988527379868
West_Inner_Mongolia,2025.01.22.16,32494.804074695297
West_Inner_Mongolia,2025.01.22.20,33370.77559274498
West_Inner_Mongolia,2025.02.08.00,31085.27609072929
West_Inner_Mongolia,2025.02.08.04,30089.73175648828
West_Inner_Mongolia,2025.02.08.08,31061.012715085817
West_Inner_Mongolia,2025.02.08.12,31927.075125094438
West_Inner_Mongolia,2025.02.08.16,32107.218630352345
West_Inner_Mongolia,2025.02.08.20,33082.55959910686
West_Inner_Mongolia,2025.03.21.00,30926.33679890063
West_Inner_Mongolia,2025.03.21.04,29955.154692547945
West_Inner_Mongolia,2025.03.21.08,30761.11915397772
West_Inner_Mongolia,2025.03.21.12,31286.51895801343
West_Inner_Mongolia,2025.03.21.16,31771.11131220338
West_Inner_Mongolia,2025.03.21.20,32934.55374320127
West_Inner_Mongolia,2025.04.11.00,31085.044250923005
West_Inner_Mongolia,2025.04.11.04,30022.378211135692
West_Inner_Mongolia,2025.04.11.08,30775.2893725974
West_Inner_Mongolia,2025.04.11.12,31418.370863061
West_Inner_Mongolia,2025.04.11.16,31968.947513415525
West_Inner_Mongolia,2025.04.11.20,33018.150405948254
West_Inner_Mongolia,2025.05.22.00,30354.87906144065
West_Inner_Mongolia,2025.05.22.04,29351.3937921207
West_Inner_Mongolia,2025.05.22.08,29914.941577748294
West_Inner_Mongolia,2025.05.22.12,30766.740754640796
West_Inner_Mongolia,2025.05.22.16,31227.986593208534
West_Inner_Mongolia,2025.05.22.20,32280.21170875935
West_Inner_Mongolia,2025.06.16.00,30979.01715093968
West_Inner_Mongolia,2025.06.16.04,30031.18032306811
West_Inner_Mongolia,2025.06.16.08,30685.447842897294
West_Inner_Mongolia,2025.06.16.12,31560.95338761707
West_Inner_Mongolia,2025.06.16.16,31939.528110524363
West_Inner_Mongolia,2025.06.16.20,33018.150405948254
West_Inner_Mongolia,2025.07.22.00,31615.633780210137
West_Inner_Mongolia,2025.07.22.04,30640.47476564319
West_Inner_Mongolia,2025.07.22.08,31483.865909135555
West_Inner_Mongolia,2025.07.22.12,32310.081969566563
West_Inner_Mongolia,2025.07.22.16,32687.783761048227
West_Inner_Mongolia,2025.07.22.20,33697.90631154935
West_Inner_Mongolia,2025.08.19.00,32276.50399911708
West_Inner_Mongolia,2025.08.19.04,31244.238364908237
West_Inner_Mongolia,2025.08.19.08,31929.879700403697
West_Inner_Mongolia,2025.08.19.12,32778.57671030391
West_Inner_Mongolia,2025.08.19.16,33285.60802443507
West_Inner_Mongolia,2025.08.19.20,34352.25362152535
West_Inner_Mongolia,2025.09.20.00,32352.31000979673
West_Inner_Mongolia,2025.09.20.04,31354.427726788705
West_Inner_Mongolia,2025.09.20.08,32268.663472824395
West_Inner_Mongolia,2025.09.20.12,33378.87768840831
West_Inner_Mongolia,2025.09.20.16,33636.56093725257
West_Inner_Mongolia,2025.09.20.20,34483.11958276009
West_Inner_Mongolia,2025.10.26.00,31980.643235168107
West_Inner_Mongolia,2025.10.26.04,30937.954159890603
