ELECRRIC_VEHICLE_TIMEPOINTS_1,ELECRRIC_VEHICLE_TIMEPOINTS_2,StateOfChargeOfEV
Fujian-Ev,2025.05.22.16,5186.161764
Fujian-Ev,2025.05.22.20,5068.854
Fujian-Ev,2025.06.16.00,5099.267124
Fujian-Ev,2025.06.16.04,5068.854
Fujian-Ev,2025.06.16.08,5077.7969067
Fujian-Ev,2025.06.16.12,5865.3882
Fujian-Ev,2025.06.16.16,5068.854
Fujian-Ev,2025.06.16.20,5068.854
Fujian-Ev,2025.07.22.00,7739.2200573
Fujian-Ev,2025.07.22.04,8083.9021293
Fujian-Ev,2025.07.22.08,6420.123216
Fujian-Ev,2025.07.22.12,5974.064064
Fujian-Ev,2025.07.22.16,5655.450384
Fujian-Ev,2025.07.22.20,5068.854
Fujian-Ev,2025.08.19.00,5910.0303213
Fujian-Ev,2025.08.19.04,6254.7123933
Fujian-Ev,2025.08.19.08,5068.854
Fujian-Ev,2025.08.19.12,5068.854
Fujian-Ev,2025.08.19.16,6007.316112
Fujian-Ev,2025.08.19.20,5068.854
Fujian-Ev,2025.09.20.00,7449.5136933
Fujian-Ev,2025.09.20.04,7449.5136933
Fujian-Ev,2025.09.20.08,5068.854
Fujian-Ev,2025.09.20.12,5808.0015315
Fujian-Ev,2025.09.20.16,6241.931640000001
Fujian-Ev,2025.09.20.20,5068.854
Fujian-Ev,2025.10.26.00,7219.242897300001
Fujian-Ev,2025.10.26.04,7210.5534333000005
Fujian-Ev,2025.10.26.08,5068.854
Fujian-Ev,2025.10.26.12,6254.0606835
Fujian-Ev,2025.10.26.16,5457.5264835
Fujian-Ev,2025.10.26.20,7254.000753301995
Fujian-Ev,2025.11.19.00,5795.619045300001
Fujian-Ev,2025.11.19.04,6127.266921300001
Fujian-Ev,2025.11.19.08,5180.368788000001
Fujian-Ev,2025.11.19.12,5068.854
Fujian-Ev,2025.11.19.16,5068.854
Fujian-Ev,2025.11.19.20,5841.9628533000005
Fujian-Ev,2025.12.16.00,5068.854
Fujian-Ev,2025.12.16.04,5417.880804
Fujian-Ev,2025.12.16.08,5426.8237107
Fujian-Ev,2025.12.16.12,5608.3973022
Fujian-Ev,2025.12.16.16,5655.39282
Fujian-Ev,2025.12.16.20,5068.854
Jiangsu-Ev,2025.01.22.00,22254.0988197
Jiangsu-Ev,2025.01.22.04,22230.581963700002
Jiangsu-Ev,2025.01.22.08,16434.362868
Jiangsu-Ev,2025.01.22.12,13718.166000000001
Jiangsu-Ev,2025.01.22.16,20992.370094890783
Jiangsu-Ev,2025.01.22.20,20357.414982890783
Jiangsu-Ev,2025.02.08.00,13718.166000000001
Jiangsu-Ev,2025.02.08.04,14580.45072
Jiangsu-Ev,2025.02.08.08,13933.73718
Jiangsu-Ev,2025.02.08.12,13933.73718
Jiangsu-Ev,2025.02.08.16,15445.68831973902
Jiangsu-Ev,2025.02.08.20,13718.166000000001
Jiangsu-Ev,2025.03.21.00,13718.166000000001
Jiangsu-Ev,2025.03.21.04,14674.518144000001
Jiangsu-Ev,2025.03.21.08,14674.518144000001
Jiangsu-Ev,2025.03.21.12,13718.166000000001
Jiangsu-Ev,2025.03.21.16,13718.166000000001
Jiangsu-Ev,2025.03.21.20,13827.911328000002
Jiangsu-Ev,2025.04.11.00,18041.348028
Jiangsu-Ev,2025.04.11.04,18891.874320000003
Jiangsu-Ev,2025.04.11.08,13718.166000000001
Jiangsu-Ev,2025.04.11.12,14149.30836
Jiangsu-Ev,2025.04.11.16,13718.166000000001
Jiangsu-Ev,2025.04.11.20,13718.166000000001
Jiangsu-Ev,2025.05.22.00,17022.284268
Jiangsu-Ev,2025.05.22.04,16951.7337
Jiangsu-Ev,2025.05.22.08,13718.166000000001
Jiangsu-Ev,2025.05.22.12,16623.9675195
Jiangsu-Ev,2025.05.22.16,15761.682799500002
Jiangsu-Ev,2025.05.22.20,17147.7075
Jiangsu-Ev,2025.06.16.00,16986.323075700002
Jiangsu-Ev,2025.06.16.04,16927.5309357
Jiangsu-Ev,2025.06.16.08,13718.166000000001
Jiangsu-Ev,2025.06.16.12,15850.360944
Jiangsu-Ev,2025.06.16.16,14988.076224
Jiangsu-Ev,2025.06.16.20,13718.166000000001
Jiangsu-Ev,2025.07.22.00,25311.976008000005
Jiangsu-Ev,2025.07.22.04,25229.667012000005
Jiangsu-Ev,2025.07.22.08,19409.245152000003
Jiangsu-Ev,2025.07.22.12,17598.44724
Jiangsu-Ev,2025.07.22.16,13718.166000000001
Jiangsu-Ev,2025.07.22.20,13718.166000000001
Jiangsu-Ev,2025.08.19.00,41079.4192677
Jiangsu-Ev,2025.08.19.04,41976.9792717
Jiangsu-Ev,2025.08.19.08,41354.468496
Jiangsu-Ev,2025.08.19.12,38940.071280000004
Jiangsu-Ev,2025.08.19.16,13718.166000000001
Jiangsu-Ev,2025.08.19.20,28091.32550233706
Jiangsu-Ev,2025.09.20.00,17864.2856997
Jiangsu-Ev,2025.09.20.04,17746.701419700003
Jiangsu-Ev,2025.09.20.08,15830.763564
Jiangsu-Ev,2025.09.20.12,13718.166000000001
Jiangsu-Ev,2025.09.20.16,13718.166000000001
Jiangsu-Ev,2025.09.20.20,16471.53709823543
Jiangsu-Ev,2025.10.26.00,22657.020952500003
Jiangsu-Ev,2025.10.26.04,22539.436672500004
Jiangsu-Ev,2025.10.26.08,16072.301272500003
Jiangsu-Ev,2025.10.26.12,17167.304880000003
Jiangsu-Ev,2025.10.26.16,13718.166000000001
Jiangsu-Ev,2025.10.26.20,13718.166000000001
Jiangsu-Ev,2025.11.19.00,22615.37652
Jiangsu-Ev,2025.11.19.04,22556.58438
Jiangsu-Ev,2025.11.19.08,18029.5896
Jiangsu-Ev,2025.11.19.12,18029.5896
Jiangsu-Ev,2025.11.19.16,13718.166000000001
Jiangsu-Ev,2025.11.19.20,13718.166000000001
Jiangsu-Ev,2025.12.16.00,29621.37136374727
Jiangsu-Ev,2025.12.16.04,30471.897655747267
Jiangsu-Ev,2025.12.16.08,30496.100420047267
Jiangsu-Ev,2025.12.16.12,31892.903679547268
Jiangsu-Ev,2025.12.16.16,13718.166000000001
Jiangsu-Ev,2025.12.16.20,24759.16315054428
Shanghai-Ev,2025.01.22.00,29030.53493606751
Shanghai-Ev,2025.01.22.04,29945.01529206751
Shanghai-Ev,2025.01.22.08,26675.14901476751
Shanghai-Ev,2025.01.22.12,23548.52307411329
Shanghai-Ev,2025.01.22.16,13976.774
Shanghai-Ev,2025.01.22.20,15710.46964586751
Shanghai-Ev,2025.02.08.00,20344.07307270199
Shanghai-Ev,2025.02.08.04,21246.57333670199
Shanghai-Ev,2025.02.08.08,17317.80199940199
Shanghai-Ev,2025.02.08.12,13976.774
Shanghai-Ev,2025.02.08.16,16877.67773293976
Shanghai-Ev,2025.02.08.20,16923.36983959872
Shanghai-Ev,2025.03.21.00,19135.110119002104
Shanghai-Ev,2025.03.21.04,19906.919540000003
Shanghai-Ev,2025.03.21.08,13976.774
Shanghai-Ev,2025.03.21.12,15707.3981235
Shanghai-Ev,2025.03.21.16,15268.1280835
Shanghai-Ev,2025.03.21.20,14944.6655995
Shanghai-Ev,2025.04.11.00,23802.423092529698
Shanghai-Ev,2025.04.11.04,24704.923356529696
Shanghai-Ev,2025.04.11.08,18799.436839229696
Shanghai-Ev,2025.04.11.12,13976.774
Shanghai-Ev,2025.04.11.16,17269.32272548737
Shanghai-Ev,2025.04.11.20,20327.182055055586
Shanghai-Ev,2025.05.22.00,17953.465705299997
Shanghai-Ev,2025.05.22.04,17905.5453373
Shanghai-Ev,2025.05.22.08,13976.774
Shanghai-Ev,2025.05.22.12,16937.3542355
Shanghai-Ev,2025.05.22.16,16639.609223675052
Shanghai-Ev,2025.05.22.20,16160.87897735207
Shanghai-Ev,2025.06.16.00,17032.22184884467
Shanghai-Ev,2025.06.16.04,16664.971164958642
Shanghai-Ev,2025.06.16.08,16030.725127658643
Shanghai-Ev,2025.06.16.12,18683.81633515864
Shanghai-Ev,2025.06.16.16,15124.595640231819
Shanghai-Ev,2025.06.16.20,13976.774
Shanghai-Ev,2025.07.22.00,17514.98768375685
Shanghai-Ev,2025.07.22.04,18208.293904202314
Shanghai-Ev,2025.07.22.08,16256.237746902314
Shanghai-Ev,2025.07.22.12,18294.350898402314
Shanghai-Ev,2025.07.22.16,23306.458403002194
Shanghai-Ev,2025.07.22.20,13976.774
Shanghai-Ev,2025.08.19.00,26008.547146941004
Shanghai-Ev,2025.08.19.04,26899.067318941004
Shanghai-Ev,2025.08.19.08,22970.295981641004
Shanghai-Ev,2025.08.19.12,18899.053843641002
Shanghai-Ev,2025.08.19.16,15594.08642
Shanghai-Ev,2025.08.19.20,13976.774
Shanghai-Ev,2025.09.20.00,17652.852675885748
Shanghai-Ev,2025.09.20.04,18467.1121498
Shanghai-Ev,2025.09.20.08,14538.3408125
Shanghai-Ev,2025.09.20.12,18113.899104
Shanghai-Ev,2025.09.20.16,15917.548904
Shanghai-Ev,2025.09.20.20,13976.774
Shanghai-Ev,2025.10.26.00,22226.848081329088
Shanghai-Ev,2025.10.26.04,23213.208989329087
Shanghai-Ev,2025.10.26.08,18625.532592029085
Shanghai-Ev,2025.10.26.12,19741.178659529083
Shanghai-Ev,2025.10.26.16,13976.774
Shanghai-Ev,2025.10.26.20,17837.23020957306
Shanghai-Ev,2025.11.19.00,21271.081739785863
Shanghai-Ev,2025.11.19.04,22137.641727785864
Shanghai-Ev,2025.11.19.08,18867.775450485864
Shanghai-Ev,2025.11.19.12,18560.286422485864
Shanghai-Ev,2025.11.19.16,15485.396142485864
Shanghai-Ev,2025.11.19.20,13976.774
Shanghai-Ev,2025.12.16.00,22761.548879827456
Shanghai-Ev,2025.12.16.04,23652.069051827457
Shanghai-Ev,2025.12.16.08,21700.012894527456
Shanghai-Ev,2025.12.16.12,24045.615074027457
Shanghai-Ev,2025.12.16.16,15270.623936
Shanghai-Ev,2025.12.16.20,13976.774
Zhejiang-Ev,2025.01.22.00,23707.965138000003
Zhejiang-Ev,2025.01.22.04,24967.078218000002
Zhejiang-Ev,2025.01.22.08,18752.748000000003
Zhejiang-Ev,2025.01.22.12,21216.908694446895
Zhejiang-Ev,2025.01.22.16,28047.886818000003
Zhejiang-Ev,2025.01.22.20,23707.965138000003
Zhejiang-Ev,2025.02.08.00,23584.661418600004
Zhejiang-Ev,2025.02.08.04,24908.069634600004
Zhejiang-Ev,2025.02.08.08,18752.748000000003
Zhejiang-Ev,2025.02.08.12,18752.7479999962
Zhejiang-Ev,2025.02.08.16,18752.748000000003
Zhejiang-Ev,2025.02.08.20,18752.748000000003
Zhejiang-Ev,2025.03.21.00,22853.973987600002
Zhejiang-Ev,2025.03.21.04,24113.0870676
Zhejiang-Ev,2025.03.21.08,21493.997913000003
Zhejiang-Ev,2025.03.21.12,23403.429504000003
Zhejiang-Ev,2025.03.21.16,22224.685344000005
Zhejiang-Ev,2025.03.21.20,18752.748000000003
Zhejiang-Ev,2025.04.11.00,25433.146578600004
Zhejiang-Ev,2025.04.11.04,26676.185874600003
Zhejiang-Ev,2025.04.11.08,18752.748000000003
Zhejiang-Ev,2025.04.11.12,18752.748000000003
Zhejiang-Ev,2025.04.11.16,18752.748000000003
Zhejiang-Ev,2025.04.11.20,18752.748000000003
Zhejiang-Ev,2025.05.22.00,19212.592170600004
Zhejiang-Ev,2025.05.22.04,20487.779034600004
Zhejiang-Ev,2025.05.22.08,18752.748000000003
Zhejiang-Ev,2025.05.22.12,21346.32781878838
Zhejiang-Ev,2025.05.22.16,21966.567162600004
Zhejiang-Ev,2025.05.22.20,19362.614154600004
Zhejiang-Ev,2025.06.16.00,20584.221738600005
Zhejiang-Ev,2025.06.16.04,20487.779034600004
Zhejiang-Ev,2025.06.16.08,18752.748000000003
Zhejiang-Ev,2025.06.16.12,20662.179591000004
Zhejiang-Ev,2025.06.16.16,20662.179591000004
Zhejiang-Ev,2025.06.16.20,18752.748000000003
Zhejiang-Ev,2025.07.22.00,25571.46671782612
Zhejiang-Ev,2025.07.22.04,26117.996431656753
Zhejiang-Ev,2025.07.22.08,19929.589591656753
Zhejiang-Ev,2025.07.22.12,22412.212824000002
Zhejiang-Ev,2025.07.22.16,20054.724504
Zhejiang-Ev,2025.07.22.20,18752.748000000003
Zhejiang-Ev,2025.08.19.00,48459.117793208316
Zhejiang-Ev,2025.08.19.04,48426.970225208315
Zhejiang-Ev,2025.08.19.08,45807.88107060832
Zhejiang-Ev,2025.08.19.12,48542.433573608316
Zhejiang-Ev,2025.08.19.16,18752.748000000003
Zhejiang-Ev,2025.08.19.20,30416.027356808318
Zhejiang-Ev,2025.09.20.00,20657.223507600003
Zhejiang-Ev,2025.09.20.04,20641.149723600003
Zhejiang-Ev,2025.09.20.08,19790.176809000004
Zhejiang-Ev,2025.09.20.12,21699.608400000005
Zhejiang-Ev,2025.09.20.16,18752.748000000003
Zhejiang-Ev,2025.09.20.20,18752.748000000003
Zhejiang-Ev,2025.10.26.00,21268.027299600002
Zhejiang-Ev,2025.10.26.04,22527.1403796
Zhejiang-Ev,2025.10.26.08,20792.109345
Zhejiang-Ev,2025.10.26.12,22288.980480000002
Zhejiang-Ev,2025.10.26.16,18752.748000000003
Zhejiang-Ev,2025.10.26.20,20294.424466538014
Zhejiang-Ev,2025.11.19.00,26333.278482600006
Zhejiang-Ev,2025.11.19.04,27560.243994600005
Zhejiang-Ev,2025.11.19.08,18752.748000000003
Zhejiang-Ev,2025.11.19.12,18752.748000000003
Zhejiang-Ev,2025.11.19.16,18752.748000000003
Zhejiang-Ev,2025.11.19.20,19928.14689498204
Zhejiang-Ev,2025.12.16.00,25597.233123600006
Zhejiang-Ev,2025.12.16.04,26856.346203600006
Zhejiang-Ev,2025.12.16.08,20701.024569000005
Zhejiang-Ev,2025.12.16.12,23435.577072000004
Zhejiang-Ev,2025.12.16.16,20488.716672000002
Zhejiang-Ev,2025.12.16.20,18752.748000000003
Beijing-Ev,2025.01.22.00,15470.098347633953
Beijing-Ev,2025.01.22.04,16139.424407633953
Beijing-Ev,2025.01.22.08,14747.154997933952
Beijing-Ev,2025.01.22.12,17078.04739943756
Beijing-Ev,2025.01.22.16,14326.698799437561
Beijing-Ev,2025.01.22.20,9968.686000000002
Beijing-Ev,2025.02.08.00,16437.72080260089
Beijing-Ev,2025.02.08.04,17055.779334600888
Beijing-Ev,2025.02.08.08,13783.700564900886
Beijing-Ev,2025.02.08.12,16333.904058400887
Beijing-Ev,2025.02.08.16,12860.380104399535
Beijing-Ev,2025.02.08.20,9968.686000000002
Beijing-Ev,2025.03.21.00,13126.175649687068
Beijing-Ev,2025.03.21.04,13744.234181687067
Beijing-Ev,2025.03.21.08,10472.155411987067
Beijing-Ev,2025.03.21.12,10094.056578995993
Beijing-Ev,2025.03.21.16,9968.686000000002
Beijing-Ev,2025.03.21.20,9968.686000000002
Beijing-Ev,2025.04.11.00,16898.333806769497
Beijing-Ev,2025.04.11.04,17542.026102769498
Beijing-Ev,2025.04.11.08,13330.042653069497
Beijing-Ev,2025.04.11.12,15441.623962569496
Beijing-Ev,2025.04.11.16,9968.686000000002
Beijing-Ev,2025.04.11.20,11312.23183459714
Beijing-Ev,2025.05.22.00,15034.198790172799
Beijing-Ev,2025.05.22.04,14923.033190172799
Beijing-Ev,2025.05.22.08,11181.002080472797
Beijing-Ev,2025.05.22.12,9968.686000000002
Beijing-Ev,2025.05.22.16,15924.493134770712
Beijing-Ev,2025.05.22.20,14221.834543091974
Beijing-Ev,2025.06.16.00,12405.237137433724
Beijing-Ev,2025.06.16.04,12371.058785433723
Beijing-Ev,2025.06.16.08,11431.154105433723
Beijing-Ev,2025.06.16.12,10667.455502195126
Beijing-Ev,2025.06.16.16,12870.265658874374
Beijing-Ev,2025.06.16.20,9968.686000000002
Beijing-Ev,2025.07.22.00,17874.811032275677
Beijing-Ev,2025.07.22.04,18518.503328275678
Beijing-Ev,2025.07.22.08,15246.424558575676
Beijing-Ev,2025.07.22.12,14149.869098575677
Beijing-Ev,2025.07.22.16,12045.020884000001
Beijing-Ev,2025.07.22.20,9968.686000000002
Beijing-Ev,2025.08.19.00,13838.971885700003
Beijing-Ev,2025.08.19.04,13710.717109700003
Beijing-Ev,2025.08.19.08,9968.686000000002
Beijing-Ev,2025.08.19.12,11641.645125500003
Beijing-Ev,2025.08.19.16,14007.868832795084
Beijing-Ev,2025.08.19.20,11264.751884795085
Beijing-Ev,2025.09.20.00,14887.520492
Beijing-Ev,2025.09.20.04,15514.123612
Beijing-Ev,2025.09.20.08,13164.361912
Beijing-Ev,2025.09.20.12,11848.49536
Beijing-Ev,2025.09.20.16,9968.686000000002
Beijing-Ev,2025.09.20.20,9968.686000000002
Beijing-Ev,2025.10.26.00,13232.718616
Beijing-Ev,2025.10.26.04,13164.361912
Beijing-Ev,2025.10.26.08,12224.457232
Beijing-Ev,2025.10.26.12,10908.590680000001
Beijing-Ev,2025.10.26.16,9968.686000000002
Beijing-Ev,2025.10.26.20,9968.686000000002
Beijing-Ev,2025.11.19.00,14163.64284981957
Beijing-Ev,2025.11.19.04,14784.03231316552
Beijing-Ev,2025.11.19.08,14314.07997316552
Beijing-Ev,2025.11.19.12,15574.806559398869
Beijing-Ev,2025.11.19.16,11953.051940740628
Beijing-Ev,2025.11.19.20,9968.686000000002
Beijing-Ev,2025.12.16.00,16184.2186830223
Beijing-Ev,2025.12.16.04,16827.9109790223
Beijing-Ev,2025.12.16.08,16375.5462493223
Beijing-Ev,2025.12.16.12,16824.976053567574
Beijing-Ev,2025.12.16.16,10940.611853567574
Beijing-Ev,2025.12.16.20,9968.686000000002
Hebei-Ev,2025.01.22.00,17774.381341400003
Hebei-Ev,2025.01.22.04,18159.014381400004
Hebei-Ev,2025.01.22.08,16727.436431500006
Hebei-Ev,2025.01.22.12,17754.362940000006
Hebei-Ev,2025.01.22.16,6119.162
Hebei-Ev,2025.01.22.20,13378.498713800001
Hebei-Ev,2025.02.08.00,19245.114156400006
Hebei-Ev,2025.02.08.04,19676.952160400007
Hebei-Ev,2025.02.08.08,16803.000310500007
Hebei-Ev,2025.02.08.12,18099.169947000006
Hebei-Ev,2025.02.08.16,6119.162
Hebei-Ev,2025.02.08.20,13378.498713800003
Hebei-Ev,2025.03.21.00,7957.445681400001
Hebei-Ev,2025.03.21.04,7946.955689400002
Hebei-Ev,2025.03.21.08,6515.377739500001
Hebei-Ev,2025.03.21.12,7273.06112
Hebei-Ev,2025.03.21.16,6119.162
Hebei-Ev,2025.03.21.20,7964.439009400001
Hebei-Ev,2025.04.11.00,18237.6893214
Hebei-Ev,2025.04.11.04,18216.7093374
Hebei-Ev,2025.04.11.08,17650.5557275
Hebei-Ev,2025.04.11.12,18138.99598
Hebei-Ev,2025.04.11.16,6119.162
Hebei-Ev,2025.04.11.20,13803.3433898
Hebei-Ev,2025.05.22.00,7796.6012174
Hebei-Ev,2025.05.22.04,7294.827853399999
Hebei-Ev,2025.05.22.08,6440.199463499999
Hebei-Ev,2025.05.22.12,6928.639716
Hebei-Ev,2025.05.22.16,6544.006676
Hebei-Ev,2025.05.22.20,6119.162
Hebei-Ev,2025.06.16.00,12715.960873787622
Hebei-Ev,2025.06.16.04,12240.412489787623
Hebei-Ev,2025.06.16.08,11097.309319887623
Hebei-Ev,2025.06.16.12,12393.478956387622
Hebei-Ev,2025.06.16.16,6119.162
Hebei-Ev,2025.06.16.20,13095.268929800002
Hebei-Ev,2025.07.22.00,7701.0965019000005
Hebei-Ev,2025.07.22.04,8127.6895099
Hebei-Ev,2025.07.22.08,6119.162
Hebei-Ev,2025.07.22.12,7415.3316365
Hebei-Ev,2025.07.22.16,7030.6985965
Hebei-Ev,2025.07.22.20,7729.069813900001
Hebei-Ev,2025.08.19.00,7743.058549900001
Hebei-Ev,2025.08.19.04,7262.265169900001
Hebei-Ev,2025.08.19.08,6119.162
Hebei-Ev,2025.08.19.12,6607.6022525
Hebei-Ev,2025.08.19.16,8451.1330099
Hebei-Ev,2025.08.19.20,7743.058549900001
Hebei-Ev,2025.09.20.00,7264.319460000001
Hebei-Ev,2025.09.20.04,7253.829468000001
Hebei-Ev,2025.09.20.08,7253.829468000001
Hebei-Ev,2025.09.20.12,6311.478520000001
Hebei-Ev,2025.09.20.16,6119.162
Hebei-Ev,2025.09.20.20,7327.259412
Hebei-Ev,2025.10.26.00,18833.872613400003
Hebei-Ev,2025.10.26.04,18332.099249400002
Hebei-Ev,2025.10.26.08,17188.9960795
Hebei-Ev,2025.10.26.12,17946.67946
Hebei-Ev,2025.10.26.16,6119.162
Hebei-Ev,2025.10.26.20,13095.268929800002
Hebei-Ev,2025.11.19.00,17383.060931500004
Hebei-Ev,2025.11.19.04,17804.408943500002
Hebei-Ev,2025.11.19.08,16073.560263500003
Hebei-Ev,2025.11.19.12,17369.729900000002
Hebei-Ev,2025.11.19.16,6119.162
Hebei-Ev,2025.11.19.20,13236.8838218
Hebei-Ev,2025.12.16.00,19075.5259524
Hebei-Ev,2025.12.16.04,19496.873964399998
Hebei-Ev,2025.12.16.08,17488.3464545
Hebei-Ev,2025.12.16.12,15167.428184499999
Hebei-Ev,2025.12.16.16,6119.162
Hebei-Ev,2025.12.16.20,13236.8838218
Shandong-Ev,2025.01.22.00,18290.4492992
Shandong-Ev,2025.01.22.04,19153.4030272
Shandong-Ev,2025.01.22.08,13791.396528000001
Shandong-Ev,2025.01.22.12,15083.56096
Shandong-Ev,2025.01.22.16,12690.496000000001
Shandong-Ev,2025.01.22.20,12690.496000000001
Shandong-Ev,2025.02.08.00,12799.271680000002
Shandong-Ev,2025.02.08.04,12690.496000000001
Shandong-Ev,2025.02.08.08,12690.496000000001
Shandong-Ev,2025.02.08.12,14180.722816000001
Shandong-Ev,2025.02.08.16,12984.190336000001
Shandong-Ev,2025.02.08.20,12690.496000000001
Shandong-Ev,2025.03.21.00,16602.794624000002
Shandong-Ev,2025.03.21.04,17476.62592
Shandong-Ev,2025.03.21.08,12690.496000000001
Shandong-Ev,2025.03.21.12,12690.496000000001
Shandong-Ev,2025.03.21.16,15040.050688000001
Shandong-Ev,2025.03.21.20,12690.496000000001
Shandong-Ev,2025.04.11.00,19154.037551999998
Shandong-Ev,2025.04.11.04,19056.13944
Shandong-Ev,2025.04.11.08,13671.743279999999
Shandong-Ev,2025.04.11.12,14684.7168
Shandong-Ev,2025.04.11.16,12690.496000000001
Shandong-Ev,2025.04.11.20,19154.037551999998
Shandong-Ev,2025.05.22.00,16223.791719199999
Shandong-Ev,2025.05.22.04,16202.0334632
Shandong-Ev,2025.05.22.08,14429.624404
Shandong-Ev,2025.05.22.12,16280.17066
Shandong-Ev,2025.05.22.16,12690.496000000001
Shandong-Ev,2025.05.22.20,16310.8122632
Shandong-Ev,2025.06.16.00,15922.765331200002
Shandong-Ev,2025.06.16.04,16720.4536512
Shandong-Ev,2025.06.16.08,15546.310832000001
Shandong-Ev,2025.06.16.12,16280.09344
Shandong-Ev,2025.06.16.16,12690.496000000001
Shandong-Ev,2025.06.16.20,12690.496000000001
Shandong-Ev,2025.07.22.00,17243.9366112
Shandong-Ev,2025.07.22.04,18052.5024992
Shandong-Ev,2025.07.22.08,12690.496000000001
Shandong-Ev,2025.07.22.12,12690.496000000001
Shandong-Ev,2025.07.22.16,12690.496000000001
Shandong-Ev,2025.07.22.20,17330.957155199998
Shandong-Ev,2025.08.19.00,13312.149011200001
Shandong-Ev,2025.08.19.04,13290.393875200001
Shandong-Ev,2025.08.19.08,13312.783536
Shandong-Ev,2025.08.19.12,16280.09344
Shandong-Ev,2025.08.19.16,12690.496000000001
Shandong-Ev,2025.08.19.20,13312.149011200001
Shandong-Ev,2025.09.20.00,18904.5786592
Shandong-Ev,2025.09.20.04,19767.5323872
Shandong-Ev,2025.09.20.08,13807.259648000001
Shandong-Ev,2025.09.20.12,12690.496000000001
Shandong-Ev,2025.09.20.16,12690.496000000001
Shandong-Ev,2025.09.20.20,12690.496000000001
Shandong-Ev,2025.10.26.00,13277.250147200002
Shandong-Ev,2025.10.26.04,13266.372579200002
Shandong-Ev,2025.10.26.08,12690.496000000001
Shandong-Ev,2025.10.26.12,15378.614992
Shandong-Ev,2025.10.26.16,13783.238352
Shandong-Ev,2025.10.26.20,13335.263843200002
Shandong-Ev,2025.11.19.00,13288.127715200002
Shandong-Ev,2025.11.19.04,13266.372579200002
Shandong-Ev,2025.11.19.08,12690.496000000001
Shandong-Ev,2025.11.19.12,13089.340160000002
Shandong-Ev,2025.11.19.16,12690.496000000001
Shandong-Ev,2025.11.19.20,13404.155107200002
Shandong-Ev,2025.12.16.00,14539.682560000001
Shandong-Ev,2025.12.16.04,14485.294720000002
Shandong-Ev,2025.12.16.08,12690.496000000001
Shandong-Ev,2025.12.16.12,15936.996816
Shandong-Ev,2025.12.16.16,13543.854636
Shandong-Ev,2025.12.16.20,14583.192832
Shanxi-Ev,2025.01.22.00,4440.445728
Shanxi-Ev,2025.01.22.04,4411.790844
Shanxi-Ev,2025.01.22.08,3886.451304
Shanxi-Ev,2025.01.22.12,3886.451304
Shanxi-Ev,2025.01.22.16,3886.451304
Shanxi-Ev,2025.01.22.20,3714.5220000000004
Shanxi-Ev,2025.02.08.00,4239.861540000001
Shanxi-Ev,2025.02.08.04,4239.861540000001
Shanxi-Ev,2025.02.08.08,3714.5220000000004
Shanxi-Ev,2025.02.08.12,3714.5220000000004
Shanxi-Ev,2025.02.08.16,3714.5220000000004
Shanxi-Ev,2025.02.08.20,4248.351876000001
Shanxi-Ev,2025.03.21.00,4927.418546287202
Shanxi-Ev,2025.03.21.04,4933.7607819
Shanxi-Ev,2025.03.21.08,3714.5220000000004
Shanxi-Ev,2025.03.21.12,3714.5220000000004
Shanxi-Ev,2025.03.21.16,3714.5220000000004
Shanxi-Ev,2025.03.21.20,3714.5220000000004
Shanxi-Ev,2025.04.11.00,4427.710224
Shanxi-Ev,2025.04.11.04,4414.97472
Shanxi-Ev,2025.04.11.08,3714.5220000000004
Shanxi-Ev,2025.04.11.12,4092.7399365
Shanxi-Ev,2025.04.11.16,4092.7399365
Shanxi-Ev,2025.04.11.20,3714.5220000000004
Shanxi-Ev,2025.05.22.00,4599.456921900001
Shanxi-Ev,2025.05.22.04,4583.534421900001
Shanxi-Ev,2025.05.22.08,3714.5220000000004
Shanxi-Ev,2025.05.22.12,4501.3373565
Shanxi-Ev,2025.05.22.16,4985.767209900001
Shanxi-Ev,2025.05.22.20,4641.9086019000015
Shanxi-Ev,2025.06.16.00,3911.7365859
Shanxi-Ev,2025.06.16.04,3883.0817019
Shanxi-Ev,2025.06.16.08,3714.5220000000004
Shanxi-Ev,2025.06.16.12,3948.0062400000006
Shanxi-Ev,2025.06.16.16,3714.5220000000004
Shanxi-Ev,2025.06.16.20,3714.5220000000004
Shanxi-Ev,2025.07.22.00,6326.361612000001
Shanxi-Ev,2025.07.22.04,6307.258356
Shanxi-Ev,2025.07.22.08,5957.031996000001
Shanxi-Ev,2025.07.22.12,5139.8371560000005
Shanxi-Ev,2025.07.22.16,3972.4159560000003
Shanxi-Ev,2025.07.22.20,3714.5220000000004
Shanxi-Ev,2025.08.19.00,7004.3445939
Shanxi-Ev,2025.08.19.04,6975.6865899
Shanxi-Ev,2025.08.19.08,5231.108268
Shanxi-Ev,2025.08.19.12,4985.949816
Shanxi-Ev,2025.08.19.16,4402.239216
Shanxi-Ev,2025.08.19.20,3714.5220000000004
Shanxi-Ev,2025.09.20.00,5671.544448000001
Shanxi-Ev,2025.09.20.04,5652.441192
Shanxi-Ev,2025.09.20.08,4076.4225720000004
Shanxi-Ev,2025.09.20.12,3831.2641200000003
Shanxi-Ev,2025.09.20.16,3714.5220000000004
Shanxi-Ev,2025.09.20.20,3714.5220000000004
Shanxi-Ev,2025.10.26.00,4943.312409900001
