BALANCING_AREA,timepoints,NREL35VarGenSpinningReserveRequirement,CommittedSpinningReserveUp
Central_China,2025.01.22.00,30872.5,30872.5
Central_China,2025.01.22.04,27365,27365
Central_China,2025.01.22.08,27555.6,27555.6
Central_China,2025.01.22.12,33641.9,33641.9
Central_China,2025.01.22.16,38067.2,38067.2
Central_China,2025.01.22.20,38146.6,38146.6
Central_China,2025.02.08.00,28954.5,28954.5
Central_China,2025.02.08.04,26410,26410
Central_China,2025.02.08.08,27536,27536
Central_China,2025.02.08.12,32606.7,32606.7
Central_China,2025.02.08.16,36782.5,36782.5
Central_China,2025.02.08.20,31911.8,31911.8
Central_China,2025.03.21.00,28564.7,28564.7
Central_China,2025.03.21.04,24195.1,24195.1
Central_China,2025.03.21.08,23542.4,23542.4
Central_China,2025.03.21.12,28724.5,28724.5
Central_China,2025.03.21.16,32260,32260
Central_China,2025.03.21.20,36409.6,36409.6
Central_China,2025.04.11.00,27368.2,27368.2
Central_China,2025.04.11.04,24240.6,24240.6
Central_China,2025.04.11.08,25382.1,25382.1
Central_China,2025.04.11.12,30717.8,30717.8
Central_China,2025.04.11.16,35239.9,35239.9
Central_China,2025.04.11.20,28673.8,28673.8
Central_China,2025.05.22.00,23916.9,23916.9
Central_China,2025.05.22.04,18811,18811
Central_China,2025.05.22.08,20972.8,20972.8
Central_China,2025.05.22.12,26525.5,26525.5
Central_China,2025.05.22.16,28920.6,28920.6
Central_China,2025.05.22.20,25995,25995
Central_China,2025.06.16.00,22760.3,22760.3
Central_China,2025.06.16.04,19796,19796
Central_China,2025.06.16.08,21398.2,21398.2
Central_China,2025.06.16.12,27028.1,27028.1
Central_China,2025.06.16.16,29279.9,29279.9
Central_China,2025.06.16.20,26756.9,26756.9
Central_China,2025.07.22.00,24347.3,24347.3
Central_China,2025.07.22.04,19671.9,19671.9
Central_China,2025.07.22.08,20733.2,20733.2
Central_China,2025.07.22.12,27994,27994
Central_China,2025.07.22.16,28378.4,28378.4
Central_China,2025.07.22.20,26194.4,26194.4
Central_China,2025.08.19.00,26529.8,26529.8
Central_China,2025.08.19.04,20337.1,20337.1
Central_China,2025.08.19.08,21889,21889
Central_China,2025.08.19.12,30245.2,30245.2
Central_China,2025.08.19.16,31751.7,31751.7
Central_China,2025.08.19.20,29047.4,29047.4
Central_China,2025.09.20.00,22878.3,22878.3
Central_China,2025.09.20.04,19611.9,19611.9
Central_China,2025.09.20.08,21740.6,21740.6
Central_China,2025.09.20.12,27210.4,27210.4
Central_China,2025.09.20.16,29100.4,29100.4
Central_China,2025.09.20.20,26291.2,26291.2
Central_China,2025.10.26.00,23512.2,23512.2
Central_China,2025.10.26.04,20719.8,20719.8
Central_China,2025.10.26.08,23819.7,23819.7
Central_China,2025.10.26.12,31196.2,31196.2
Central_China,2025.10.26.16,33630.8,33630.8
Central_China,2025.10.26.20,27243.1,27243.1
Central_China,2025.11.19.00,31292.8,31292.8
Central_China,2025.11.19.04,29429.6,29429.6
Central_China,2025.11.19.08,30145,30145
Central_China,2025.11.19.12,34287.6,34287.6
Central_China,2025.11.19.16,35784.4,35784.4
Central_China,2025.11.19.20,32853.1,32853.1
Central_China,2025.12.16.00,35586.8,35586.8
Central_China,2025.12.16.04,32962.2,32962.2
Central_China,2025.12.16.08,33740.7,33740.7
Central_China,2025.12.16.12,38325.4,38325.4
Central_China,2025.12.16.16,36820.7,36820.7
Central_China,2025.12.16.20,33445.9,33445.9
East_China,2025.01.22.00,24059.2,24059.2
East_China,2025.01.22.04,21089,21089
East_China,2025.01.22.08,24265.4,24265.4
East_China,2025.01.22.12,28751.2,28751.2
East_China,2025.01.22.16,29685,29685
East_China,2025.01.22.20,27320.2,27320.2
East_China,2025.02.08.00,20049.9,20049.9
East_China,2025.02.08.04,18143.6,18143.6
East_China,2025.02.08.08,20988.6,20988.6
East_China,2025.02.08.12,24704.7,24704.7
East_China,2025.02.08.16,25098.1,25098.1
East_China,2025.02.08.20,22460.1,22460.1
East_China,2025.03.21.00,22483,22483
East_China,2025.03.21.04,19939.4,19939.4
East_China,2025.03.21.08,23638.5,23638.5
East_China,2025.03.21.12,29720.4,29720.4
East_China,2025.03.21.16,28073.6,28073.6
East_China,2025.03.21.20,25241.8,25241.8
East_China,2025.04.11.00,22345.6,22345.6
East_China,2025.04.11.04,19313.9,19313.9
East_China,2025.04.11.08,22645.9,22645.9
East_China,2025.04.11.12,26996,26996
East_China,2025.04.11.16,27152.8,27152.8
East_China,2025.04.11.20,24995,24995
East_China,2025.05.22.00,20836.6,20836.6
East_China,2025.05.22.04,18647.5,18647.5
East_China,2025.05.22.08,26246.1,26246.1
East_China,2025.05.22.12,31773.9,31773.9
East_China,2025.05.22.16,28234.6,28234.6
East_China,2025.05.22.20,23703.1,23703.1
East_China,2025.06.16.00,22712,22712
East_China,2025.06.16.04,19912.4,19912.4
East_China,2025.06.16.08,28740.2,28740.2
East_China,2025.06.16.12,33849.2,33849.2
East_China,2025.06.16.16,29853.7,29853.7
East_China,2025.06.16.20,26052.2,26052.2
East_China,2025.07.22.00,27889.8,27889.8
East_China,2025.07.22.04,23723.5,23723.5
East_China,2025.07.22.08,30417.5,30417.5
East_China,2025.07.22.12,36992.8,36992.8
East_China,2025.07.22.16,36092.7,36092.7
East_China,2025.07.22.20,29815.6,29815.6
East_China,2025.08.19.00,29801.6,29801.6
East_China,2025.08.19.04,24562.8,24562.8
East_China,2025.08.19.08,29166.9,29166.9
East_China,2025.08.19.12,34950,34950
East_China,2025.08.19.16,31714.7,31714.7
East_China,2025.08.19.20,33061.1,33061.1
East_China,2025.09.20.00,25023.3,25023.3
East_China,2025.09.20.04,21904.5,21904.5
East_China,2025.09.20.08,29435.8,29435.8
East_China,2025.09.20.12,35499.5,35499.5
East_China,2025.09.20.16,32888.3,32888.3
East_China,2025.09.20.20,28393.7,28393.7
East_China,2025.10.26.00,22329.5,22329.5
East_China,2025.10.26.04,19351.3,19351.3
East_China,2025.10.26.08,25727.2,25727.2
East_China,2025.10.26.12,31528,31528
East_China,2025.10.26.16,26752,26752
East_China,2025.10.26.20,25383.3,25383.3
East_China,2025.11.19.00,24150.3,24150.3
East_China,2025.11.19.04,20755.2,20755.2
East_China,2025.11.19.08,24497.7,24497.7
East_China,2025.11.19.12,28608.7,28608.7
East_China,2025.11.19.16,28286.2,28286.2
East_China,2025.11.19.20,26753.1,26753.1
East_China,2025.12.16.00,26568.6,26568.6
East_China,2025.12.16.04,23153.6,23153.6
East_China,2025.12.16.08,29327.8,29327.8
East_China,2025.12.16.12,35672,35672
East_China,2025.12.16.16,30295.2,30295.2
East_China,2025.12.16.20,29615.6,29615.6
North_China,2025.01.22.00,29647.3,29647.3
North_China,2025.01.22.04,26954.2,26954.2
North_China,2025.01.22.08,30844.8,30844.8
North_China,2025.01.22.12,38255.8,38255.8
North_China,2025.01.22.16,33388.4,33388.4
North_China,2025.01.22.20,29212.6,29212.6
North_China,2025.02.08.00,27208.6,27208.6
North_China,2025.02.08.04,24688.1,24688.1
North_China,2025.02.08.08,28541.1,28541.1
North_China,2025.02.08.12,34047.3,34047.3
North_China,2025.02.08.16,30509.2,30509.2
North_China,2025.02.08.20,27194.2,27194.2
North_China,2025.03.21.00,28488.7,28488.7
North_China,2025.03.21.04,25525.5,25525.5
North_China,2025.03.21.08,30658.1,30658.1
North_China,2025.03.21.12,36324.5,36324.5
North_China,2025.03.21.16,34190.6,34190.6
North_China,2025.03.21.20,27429,27429
North_China,2025.04.11.00,26547,26547
North_China,2025.04.11.04,23644.6,23644.6
North_China,2025.04.11.08,30885.3,30885.3
North_China,2025.04.11.12,38437.2,38437.2
North_China,2025.04.11.16,32025.7,32025.7
North_China,2025.04.11.20,28760.3,28760.3
North_China,2025.05.22.00,26256.5,26256.5
North_China,2025.05.22.04,23029.1,23029.1
North_China,2025.05.22.08,33373.4,33373.4
North_China,2025.05.22.12,40413.9,40413.9
North_China,2025.05.22.16,36732.4,36732.4
North_China,2025.05.22.20,26498.5,26498.5
North_China,2025.06.16.00,28144.6,28144.6
North_China,2025.06.16.04,24685.6,24685.6
North_China,2025.06.16.08,34120.5,34120.5
North_China,2025.06.16.12,39963.4,39963.4
North_China,2025.06.16.16,35645.5,35645.5
North_China,2025.06.16.20,28694.1,28694.1
North_China,2025.07.22.00,28976.3,28976.3
North_China,2025.07.22.04,25667.7,25667.7
North_China,2025.07.22.08,31214.1,31214.1
North_China,2025.07.22.12,38015.8,38015.8
North_China,2025.07.22.16,35949.2,35949.2
North_China,2025.07.22.20,29091.6,29091.6
North_China,2025.08.19.00,28262.3,28262.3
North_China,2025.08.19.04,25286,25286
North_China,2025.08.19.08,35112,35112
North_China,2025.08.19.12,42285.3,42285.3
North_China,2025.08.19.16,38824.6,38824.6
North_China,2025.08.19.20,27718,27718
North_China,2025.09.20.00,26269.9,26269.9
North_China,2025.09.20.04,23620.8,23620.8
North_China,2025.09.20.08,29003.8,29003.8
North_China,2025.09.20.12,33715.7,33715.7
North_China,2025.09.20.16,33236.1,33236.1
North_China,2025.09.20.20,28357.9,28357.9
North_China,2025.10.26.00,26149.9,26149.9
North_China,2025.10.26.04,23005.9,23005.9
North_China,2025.10.26.08,29204.9,29204.9
North_China,2025.10.26.12,35141.1,35141.1
North_China,2025.10.26.16,29985.1,29985.1
North_China,2025.10.26.20,26139.4,26139.4
North_China,2025.11.19.00,27290.3,27290.3
North_China,2025.11.19.04,25100,25100
North_China,2025.11.19.08,31302.6,31302.6
North_China,2025.11.19.12,37046,37046
North_China,2025.11.19.16,32031.2,32031.2
North_China,2025.11.19.20,29221.5,29221.5
North_China,2025.12.16.00,34649.1,34649.1
North_China,2025.12.16.04,31691.2,31691.2
North_China,2025.12.16.08,38758.8,38758.8
North_China,2025.12.16.12,46869.8,46869.8
North_China,2025.12.16.16,41416.9,41416.9
North_China,2025.12.16.20,37274.8,37274.8
North_East_Grid,2025.01.22.00,9465.92,9465.92
North_East_Grid,2025.01.22.04,8670.96,8670.96
North_East_Grid,2025.01.22.08,10376.7,10376.7
North_East_Grid,2025.01.22.12,11394.9,11394.9
